"Measure","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type","Numerator","Denominator","Comments"
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Bridgewater Community Healthcare NHS Foundation Trust","RY2","Other","White & Other","North","Grouped region","Community provider trust","11.111111","%","3","27",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Norfolk Community Health And Care NHS Trust","RY3","White","White & Other","Midlands & East","Grouped region","Community provider trust","7.39726","%","81","1095",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Norfolk Community Health And Care NHS Trust","RY3","Other","White & Other","Midlands & East","Grouped region","Community provider trust","5.882353","%","2","34",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Hertfordshire Community NHS Trust","RY4","White","White & Other","Midlands & East","Grouped region","Community provider trust","3.48221","%","46","1321",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Hertfordshire Community NHS Trust","RY4","Other","White & Other","Midlands & East","Grouped region","Community provider trust","10","%","16","160",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Lincolnshire Community Health Services NHS Trust","RY5","White","White & Other","Midlands & East","Grouped region","Community provider trust","6.933911","%","64","923",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Lincolnshire Community Health Services NHS Trust","RY5","Other","White & Other","Midlands & East","Grouped region","Community provider trust","21.875","%","7","32",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Leeds Community Healthcare NHS Trust","RY6","White","White & Other","North","Grouped region","Community provider trust","4.58302","%","61","1331",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Leeds Community Healthcare NHS Trust","RY6","Other","White & Other","North","Grouped region","Community provider trust","12.173913","%","14","115",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Wirral Community NHS Foundation Trust","RY7","White","White & Other","North","Grouped region","Community provider trust","4.702628","%","34","723",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Wirral Community NHS Foundation Trust","RY7","Other","White & Other","North","Grouped region","Community provider trust","0","%","0","15",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Derbyshire Community Health Services NHS Foundation Trust","RY8","White","White & Other","Midlands & East","Grouped region","Community provider trust","4.605263","%","105","2280",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Derbyshire Community Health Services NHS Foundation Trust","RY8","Other","White & Other","Midlands & East","Grouped region","Community provider trust","10.97561","%","9","82",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Hounslow And Richmond Community Healthcare NHS Trust","RY9","White","White & Other","London","Grouped region","Community provider trust","3.480278","%","15","431",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Hounslow And Richmond Community Healthcare NHS Trust","RY9","Other","White & Other","London","Grouped region","Community provider trust","11.504425","%","26","226",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","West Midlands Ambulance Service NHS Foundation Trust","RYA","White","White & Other","Midlands & East","Grouped region","Ambulance trust","10.733629","%","218","2031",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","West Midlands Ambulance Service NHS Foundation Trust","RYA","Other","White & Other","Midlands & East","Grouped region","Ambulance trust","22.727273","%","25","110",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","East Of England Ambulance Service NHS Trust","RYC","White","White & Other","Midlands & East","Grouped region","Ambulance trust","12.706044","%","185","1456",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","East Of England Ambulance Service NHS Trust","RYC","Other","White & Other","Midlands & East","Grouped region","Ambulance trust","15.555556","%","7","45",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","South East Coast Ambulance Service NHS Foundation Trust","RYD","White","White & Other","South","Grouped region","Ambulance trust","15.801887","%","201","1272",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","South East Coast Ambulance Service NHS Foundation Trust","RYD","Other","White & Other","South","Grouped region","Ambulance trust","13.207547","%","7","53",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","South Central Ambulance Service NHS Foundation Trust","RYE","White","White & Other","South","Grouped region","Ambulance trust","9.680851","%","182","1880",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","South Central Ambulance Service NHS Foundation Trust","RYE","Other","White & Other","South","Grouped region","Ambulance trust","7.228916","%","6","83",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","South Western Ambulance Service NHS Foundation Trust","RYF","White","White & Other","South","Grouped region","Ambulance trust","10.093583","%","151","1496",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","South Western Ambulance Service NHS Foundation Trust","RYF","Other","White & Other","South","Grouped region","Ambulance trust","31.707317","%","13","41",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Coventry And Warwickshire Partnership NHS Trust","RYG","White","White & Other","Midlands & East","Grouped region","Mental health trust","6.290207","%","88","1399",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Coventry And Warwickshire Partnership NHS Trust","RYG","Other","White & Other","Midlands & East","Grouped region","Mental health trust","15.306122","%","45","294",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Imperial College Healthcare NHS Trust","RYJ","White","White & Other","London","Grouped region","Acute trust","5.243446","%","14","267",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Imperial College Healthcare NHS Trust","RYJ","Other","White & Other","London","Grouped region","Acute trust","17.41573","%","31","178",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Dudley And Walsall Mental Health Partnership NHS Trust","RYK","White","White & Other","Midlands & East","Grouped region","Mental health trust","4.428904","%","19","429",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Dudley And Walsall Mental Health Partnership NHS Trust","RYK","Other","White & Other","Midlands & East","Grouped region","Mental health trust","19.318182","%","17","88",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Western Sussex Hospitals NHS Foundation Trust","RYR","White","White & Other","South","Grouped region","Acute trust","5.879223","%","221","3759",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Western Sussex Hospitals NHS Foundation Trust","RYR","Other","White & Other","South","Grouped region","Acute trust","11.37931","%","66","580",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Cambridgeshire Community Services NHS Trust","RYV","White","White & Other","Midlands & East","Grouped region","Community provider trust","2.497502","%","25","1001",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Cambridgeshire Community Services NHS Trust","RYV","Other","White & Other","Midlands & East","Grouped region","Community provider trust","12.244898","%","12","98",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Birmingham Community Healthcare NHS Foundation Trust","RYW","White","White & Other","Midlands & East","Grouped region","Community provider trust","6.090226","%","81","1330",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Birmingham Community Healthcare NHS Foundation Trust","RYW","Other","White & Other","Midlands & East","Grouped region","Community provider trust","14.251781","%","60","421",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Central London Community Healthcare NHS Trust","RYX","White","White & Other","London","Grouped region","Community provider trust","6.223479","%","44","707",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Central London Community Healthcare NHS Trust","RYX","Other","White & Other","London","Grouped region","Community provider trust","11.946903","%","54","452",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Kent Community Health NHS Foundation Trust","RYY","White","White & Other","South","Grouped region","Community provider trust","5.601817","%","148","2642",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Kent Community Health NHS Foundation Trust","RYY","Other","White & Other","South","Grouped region","Community provider trust","12.612613","%","28","222",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Bradford District Care NHS Foundation Trust","TAD","White","White & Other","North","Grouped region","Mental health trust","6.656226","%","85","1277",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Bradford District Care NHS Foundation Trust","TAD","Other","White & Other","North","Grouped region","Mental health trust","20.095694","%","42","209",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Camden and Islington NHS Foundation Trust","TAF","White","White & Other","London","Grouped region","Mental health trust","5.803571","%","26","448",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Camden and Islington NHS Foundation Trust","TAF","Other","White & Other","London","Grouped region","Mental health trust","13.432836","%","36","268",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Sheffield Health & Social Care NHS Foundation Trust","TAH","White","White & Other","North","Grouped region","Mental health trust","8.744711","%","62","709",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Sheffield Health & Social Care NHS Foundation Trust","TAH","Other","White & Other","North","Grouped region","Mental health trust","7.407407","%","6","81",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Black Country Partnership NHS Foundation Trust","TAJ","White","White & Other","Midlands & East","Grouped region","Mental health trust","6.695464","%","31","463",""
"Percentage of NHS staff who reported experiencing discrimination at work in the NHS staff survey","Black Country Partnership NHS Foundation Trust","TAJ","Other","White & Other","Midlands & East","Grouped region","Mental health trust","9.859155","%","14","142",""
