"Title","Rates of criminal reoffending"
"Time period","2000 to 2015"
"Location","England and Wales"
"Source","NOMS Offender Equalities Statistics Bulletin"
"Department","Ministry of Justice"
"Last update","24 November 2016"
"
"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_code","Geography_name","Geography_type","Age group","Age group_type","Value","Denominator","Numerator"
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",0,6,0
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",30.6,3048,934
"Percentage of offenders who reoffend",2007,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",36.5,63,23
"Percentage of offenders who reoffend",2007,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",44.9,89,40
"Percentage of offenders who reoffend",2007,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",16.1,87,14
"Percentage of offenders who reoffend",2007,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",23.8,21,5
"Percentage of offenders who reoffend",2007,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",36.3,5949,2160
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",20,100,20
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",38.1,252,96
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",5.7,141,8
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",18.2,11,2
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",31.2,4125,1286
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",25,292,73
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",38.6,490,189
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",10.9,165,18
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",27.8,18,5
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",33.4,7289,2433
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",20.6,243,50
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",34.1,302,103
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",17.6,125,22
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",16.7,18,3
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",32.8,7305,2399
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","15 to 17","Juvenile",22.5,449,101
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","15 to 17","Juvenile",41.9,473,198
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","15 to 17","Juvenile",20.6,286,59
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","15 to 17","Juvenile",18.8,48,9
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","15 to 17","Juvenile",37.5,13684,5131
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","10 to 14","Juvenile",22.9,279,64
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","10 to 14","Juvenile",32.8,314,103
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","10 to 14","Juvenile",5.9,273,16
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","10 to 14","Juvenile",23.1,13,3
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","10 to 14","Juvenile",32.6,6432,2096
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","15 to 17","Juvenile",28.6,580,166
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","15 to 17","Juvenile",38.6,531,205
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","15 to 17","Juvenile",5.8,240,14
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","15 to 17","Juvenile",25,36,9
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000003","Yorkshire and The Humber","Region","15 to 17","Juvenile",35.1,10030,3525
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","10 to 14","Juvenile",24.2,463,112
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","10 to 14","Juvenile",34,1739,591
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","10 to 14","Juvenile",23.2,56,13
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","10 to 14","Juvenile",25.6,121,31
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","10 to 14","Juvenile",31.8,2499,794
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","15 to 17","Juvenile",31.5,1452,458
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","15 to 17","Juvenile",39.2,4493,1763
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","15 to 17","Juvenile",25,132,33
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","15 to 17","Juvenile",33.7,306,103
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000007","London","Region","15 to 17","Juvenile",34.9,6288,2195
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded",NA,"Unknown",NA,"10 to 14","Juvenile",0,1,0
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded",NA,"Unknown",NA,"10 to 14","Juvenile",0,2,0
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded",NA,"Unknown",NA,"15 to 17","Juvenile",0,2,0
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded",NA,"Unknown",NA,"15 to 17","Juvenile",0,1,0
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded",NA,"Unknown",NA,"15 to 17","Juvenile",50,2,1
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",14,50,7
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",43.8,48,21
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",9,78,7
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",40,10,4
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",30,2695,808
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",33.3,75,25
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",47.6,82,39
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",13.8,87,12
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",21.7,23,5
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",35.3,5475,1935
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",22.9,1221,279
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",34.7,2894,1005
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",11.1,997,111
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",26.4,182,48
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",30.5,29401,8958
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",29.3,3734,1094
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",40.3,7146,2881
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",16.9,1228,207
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",28.4,641,182
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",34.8,66140,23021
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","10 to 14","Juvenile",22.1,104,23
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","10 to 14","Juvenile",38.4,237,91
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","10 to 14","Juvenile",11,427,47
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","10 to 14","Juvenile",23.8,21,5
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","10 to 14","Juvenile",29.1,4749,1383
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","15 to 17","Juvenile",28.8,326,94
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","15 to 17","Juvenile",43.4,459,199
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","15 to 17","Juvenile",13.2,418,55
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","15 to 17","Juvenile",28,75,21
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000008","South East","Region","15 to 17","Juvenile",32.9,10213,3362
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",23.1,26,6
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",49.5,101,50
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",10.4,67,7
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",20,10,2
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",32,2333,747
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",27.3,55,15
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",41.6,197,82
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",15.9,88,14
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",18.2,22,4
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",34.4,5840,2007
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",24.7,73,18
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",45.7,173,79
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",4.9,81,4
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",10,10,1
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",32.7,1850,605
"Percentage of offenders who reoffend",2011,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",22.6,243,55
"Percentage of offenders who reoffend",2011,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",39.9,393,157
"Percentage of offenders who reoffend",2011,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",3.6,84,3
"Percentage of offenders who reoffend",2011,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",25,40,10
"Percentage of offenders who reoffend",2011,"Year","White","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",34.6,4564,1578
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","10 to 14","Juvenile",15.1,53,8
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","10 to 14","Juvenile",19.2,26,5
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","10 to 14","Juvenile",10.9,119,13
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","10 to 14","Juvenile",0,9,0
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","10 to 14","Juvenile",31.1,4627,1441
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","15 to 17","Juvenile",23.3,90,21
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","15 to 17","Juvenile",44.7,47,21
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","15 to 17","Juvenile",9,100,9
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","15 to 17","Juvenile",7.1,14,1
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000001","North East","Region","15 to 17","Juvenile",37.5,7004,2630
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",15.8,38,6
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",39.5,38,15
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",4.6,87,4
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",16.7,6,1
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","10 to 14","Juvenile",29.6,2941,870
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",39.5,76,30
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",40.6,106,43
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",18.4,98,18
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",47.1,17,8
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","Wales","Country","15 to 17","Juvenile",35.5,5686,2019
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","10 to 14","Juvenile",23.4,398,93
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","10 to 14","Juvenile",31.8,519,165
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","10 to 14","Juvenile",16.8,113,19
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","10 to 14","Juvenile",10,20,2
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","10 to 14","Juvenile",27.7,5248,1455
"Percentage of offenders who reoffend",2008,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","15 to 17","Juvenile",28.8,858,247
"Percentage of offenders who reoffend",2008,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","15 to 17","Juvenile",38.3,1067,409
"Percentage of offenders who reoffend",2008,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","15 to 17","Juvenile",21.2,179,38
"Percentage of offenders who reoffend",2008,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","15 to 17","Juvenile",18.2,55,10
"Percentage of offenders who reoffend",2008,"Year","White","White/Black/Asian/Other/Not Recorded","E12000005","West Midlands","Region","15 to 17","Juvenile",32.1,8953,2878
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",21.6,1723,373
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",35,3516,1231
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",11,1187,130
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",23.9,251,60
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","10 to 14","Juvenile",30.7,40074,12307
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",28.3,4359,1234
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",38.5,8083,3112
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",15.1,1594,240
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",25.7,645,166
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","K04000001","England and Wales","Country","15 to 17","Juvenile",34.5,78300,27003
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",24.1,29,7
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",52.9,102,54
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",10.2,88,9
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",25,8,2
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","10 to 14","Juvenile",29.9,3374,1008
"Percentage of offenders who reoffend",2009,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",31.2,64,20
"Percentage of offenders who reoffend",2009,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",43.2,243,105
"Percentage of offenders who reoffend",2009,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",11.2,134,15
"Percentage of offenders who reoffend",2009,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",21.1,19,4
"Percentage of offenders who reoffend",2009,"Year","White","White/Black/Asian/Other/Not Recorded","E12000009","South West","Region","15 to 17","Juvenile",32.6,7052,2297
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",14.3,70,10
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",34.9,169,59
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",6.8,73,5
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",46.2,13,6
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","10 to 14","Juvenile",30.7,2234,685
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",31.2,215,67
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",37.6,380,143
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",11.7,77,9
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",24.3,37,9
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000004","East Midlands","Region","15 to 17","Juvenile",33,5168,1703
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","10 to 14","Juvenile",22.9,109,25
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","10 to 14","Juvenile",26.4,239,63
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","10 to 14","Juvenile",3.3,91,3
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","10 to 14","Juvenile",25,16,4
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","10 to 14","Juvenile",27.3,3762,1026
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","15 to 17","Juvenile",26.7,236,63
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","15 to 17","Juvenile",35.3,487,172
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","15 to 17","Juvenile",9.9,101,10
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","15 to 17","Juvenile",38.1,42,16
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000006","East of England","Region","15 to 17","Juvenile",31,7339,2278
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",23.8,164,39
"Percentage of offenders who reoffend",2010,"Year","Black","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",36.9,203,75
"Percentage of offenders who reoffend",2010,"Year","Not Recorded","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",23.7,76,18
"Percentage of offenders who reoffend",2010,"Year","Other","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",37.5,8,3
"Percentage of offenders who reoffend",2010,"Year","White","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","10 to 14","Juvenile",35.5,4151,1472
"Percentage of offenders who reoffend",2010,"Year","Asian","White/Black/Asian/Other/Not Recorded","E12000002","North West","Region","15 to 17","Juvenile",25.1,410,103
