"Title","Pupil progress (‘Progress 8’) between ages 11 and 16 (key stage 2 to key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Denominator","Lower confidence interval","Upper confidence interval"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","-0.23","30","-0.61","0.15"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","-0.64","1745","-0.69","-0.59"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","-0.68","1340","-0.74","-0.63"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","-0.51","405","-0.61","-0.41"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0","346459","0","0"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.06","18031","0.05","0.08"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.38","41101","0.37","0.39"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.27","20325","0.26","0.29"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.7","1504","0.65","0.76"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.06","436461","0.06","0.06"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","-0.12","168389","-0.13","-0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","-0.06","8667","-0.09","-0.04"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.25","20670","0.23","0.26"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.1","9561","0.08","0.13"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.6","751","0.52","0.67"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","-0.06","212522","-0.07","-0.06"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.12","178070","0.11","0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.18","9364","0.16","0.2"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.52","20431","0.51","0.53"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.42","10764","0.4","0.44"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.81","753","0.73","0.88"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","No identified SEN","All state-funded schools","0.18","223939","0.18","0.18"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.43","45100","-0.44","-0.42"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.47","2489","-0.52","-0.43"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.04","3960","-0.07","-0.01"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.13","2967","-0.17","-0.09"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","0.85","64","0.59","1.11"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.38","55766","-0.39","-0.37"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.48","27219","-0.5","-0.47"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.53","1472","-0.59","-0.48"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.13","2350","-0.17","-0.09"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.22","1782","-0.27","-0.17"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","0.67","36","0.32","1.01"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.44","33570","-0.45","-0.43"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.35","17881","-0.37","-0.34"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.39","1017","-0.45","-0.32"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","0.09","1610","0.03","0.14"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","0","1185","-0.06","0.06"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","1.09","28","0.7","1.48"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN Support","All state-funded schools","-0.3","22196","-0.31","-0.28"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-1.05","15709","-1.07","-1.03"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-1.04","791","-1.11","-0.97"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.86","1333","-0.92","-0.81"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.96","973","-1.02","-0.89"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.58","38","-0.92","-0.25"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-1.03","19251","-1.04","-1.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-1.07","11605","-1.09","-1.05"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-1.07","606","-1.15","-0.98"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.84","875","-0.91","-0.77"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-1.01","713","-1.09","-0.93"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.51","29","-0.89","-0.12"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-1.05","14124","-1.06","-1.03"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.99","4104","-1.03","-0.96"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.96","185","-1.11","-0.81"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.91","458","-1.01","-0.81"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.81","260","-0.94","-0.68"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.83","9","-1.52","-0.14"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","SEN with a statement or EHC plan","All state-funded schools","-0.97","5127","-1","-0.95"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","-0.02","21549","-0.03","0"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","-0.06","1267","-0.12","0"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.33","1866","0.28","0.38"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.11","2160","0.07","0.16"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.75","108","0.55","0.95"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.02","27676","0.01","0.04"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","-0.13","10845","-0.15","-0.11"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","-0.18","642","-0.26","-0.1"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.22","1089","0.16","0.28"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","-0.08","1044","-0.14","-0.01"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.56","60","0.29","0.82"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","-0.09","14069","-0.11","-0.08"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.1","10704","0.08","0.12"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.06","625","-0.02","0.15"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.48","777","0.4","0.55"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.29","1116","0.23","0.35"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.99","48","0.69","1.29"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Church of England schools","0.14","13607","0.13","0.16"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.42","818","0.34","0.49"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.53","26","0.13","0.94"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.72","33","0.36","1.08"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.63","13","0.05","1.21"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.44","1157","0.38","0.5"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.36","375","0.25","0.46"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.49","11","-0.13","1.12"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.88","17","0.38","1.38"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.81","7","0.03","1.6"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.34","553","0.25","0.43"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.47","443","0.37","0.57"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.56","15","0.03","1.1"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.55","16","0.04","1.07"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.41","6","-0.44","1.26"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Jewish schools","0.53","604","0.45","0.62"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.26","7","-0.52","1.05"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.79","589","0.71","0.88"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.52","29","0.14","0.91"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","N/A","0","N/A","N/A"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.78","638","0.7","0.86"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","N/A","0","N/A","N/A"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.63","142","0.45","0.8"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.09","8","-0.64","0.83"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","N/A","0","N/A","N/A"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.61","156","0.44","0.77"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","!","!","!","!"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.84","447","0.75","0.94"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.69","21","0.23","1.14"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","N/A","0","N/A","N/A"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","Muslim schools","0.84","482","0.74","0.93"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","-0.07","331895","-0.07","-0.06"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","-0.03","16670","-0.04","-0.01"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.32","39344","0.31","0.33"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.19","16363","0.18","0.21"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.71","1308","0.65","0.76"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","-0.01","413578","-0.01","-0.01"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","-0.19","168056","-0.19","-0.18"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","-0.16","8348","-0.18","-0.14"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.18","20135","0.17","0.2"
"Average Progress 8 score","2016","Academic year","Black","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.03","8171","0.01","0.05"
"Average Progress 8 score","2016","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.6","664","0.52","0.68"
"Average Progress 8 score","2016","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","-0.13","209456","-0.14","-0.13"
"Average Progress 8 score","2016","Academic year","White","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.06","163839","0.06","0.07"
"Average Progress 8 score","2016","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.11","8322","0.09","0.13"
"Average Progress 8 score","2016","Academic year","Asian","White/Mixed/Asian/Black/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","No religious character","0.46","19209","0.44","0.47"
