"Measure","Academic Year","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Admission Basis","Type of School","SEN","Religious character","Value","Denominator","Lower confidence interval","Upper confidence interval","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","-1.47","17","-2.05","-0.89","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.11","391019","-0.12","-0.11","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.02","21851","-0.04","0.00","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.47","47775","0.46","0.48","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.16","24177","0.15","0.18","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","0.93","1679","0.87","0.99","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded mainstream schools","All state-funded schools","All state-funded schools","0.00","489560","0.00","0.00","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Local authority maintained mainstream schools","All state-funded schools","All state-funded schools","-0.06","162759","-0.06","-0.05","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Academies and free schools","All state-funded schools","All state-funded schools","0.03","325410","0.03","0.04","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Sponsored academies","All state-funded schools","All state-funded schools","-0.12","80479","-0.13","-0.11","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Converter academies","All state-funded schools","All state-funded schools","0.10","238383","0.09","0.10","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Free schools","All state-funded schools","All state-funded schools","0.15","2998","0.10","0.19","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","University technical colleges","All state-funded schools","All state-funded schools","-0.86","2386","-0.91","-0.81","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Studio schools","All state-funded schools","All state-funded schools","-0.68","1164","-0.75","-0.61","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","Further education colleges with provision for 14- to 16-year-olds","All state-funded schools","All state-funded schools","-2.10","868","-2.18","-2.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","State-funded special schools","All state-funded schools","All state-funded schools","-1.68","9344","-1.70","-1.65","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","All state-funded schools","All state-funded schools","All state-funded schools","-0.03","498904","-0.03","-0.03","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","-0.02","334042","-0.03","-0.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.64","56967","-0.65","-0.63","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.49","41912","-0.50","-0.48","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-1.07","15055","-1.09","-1.05","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","-0.23","162209","-0.23","-0.22","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.75","36431","-0.76","-0.73","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.59","25328","-0.61","-0.58","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-1.10","11103","-1.12","-1.08","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.17","171833","0.16","0.17","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.46","20536","-0.48","-0.44","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.33","16584","-0.35","-0.32","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.99","3952","-1.03","-0.95","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.09","18555","0.07","0.10","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.61","3295","-0.65","-0.56","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.46","2449","-0.51","-0.41","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-1.03","846","-1.11","-0.95","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","-0.12","8885","-0.15","-0.10","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.71","2024","-0.77","-0.66","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.56","1403","-0.63","-0.50","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-1.05","621","-1.15","-0.96","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.28","9670","0.25","0.30","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.44","1271","-0.50","-0.37","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.32","1046","-0.40","-0.25","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.97","225","-1.13","-0.81","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.55","42476","0.54","0.56","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.19","5295","-0.23","-0.16","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","0.01","3912","-0.03","0.05","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.77","1383","-0.84","-0.71","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.36","21088","0.34","0.38","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.28","3253","-0.32","-0.23","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.09","2337","-0.14","-0.04","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.75","916","-0.83","-0.67","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.74","21388","0.72","0.76","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.06","2042","-0.11","-0.01","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN Support","All state-funded schools","0.16","1575","0.10","0.22","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.81","467","-0.92","-0.70","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.27","20319","0.26","0.29","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.43","3856","-0.47","-0.39","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.27","2884","-0.31","-0.22","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.93","972","-1.00","-0.85","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.06","9612","0.04","0.09","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.56","2386","-0.61","-0.51","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.39","1667","-0.45","-0.33","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.96","719","-1.05","-0.87","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.46","10707","0.44","0.49","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.22","1470","-0.28","-0.16","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.09","1217","-0.16","-0.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.83","253","-0.98","-0.68","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.97","1569","0.91","1.03","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","0.36","110","0.13","0.59","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","0.74","76","0.47","1.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.50","34","-0.92","-0.09","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.87","793","0.79","0.96","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All SEN","All state-funded schools","0.34","68","0.05","0.64","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN Support","All state-funded schools","0.67","49","0.33","1.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.50","19","-1.06","0.05","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","1.07","776","0.98","1.15","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All SEN","All state-funded schools","0.38","42","0.01","0.75","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN Support","All state-funded schools","0.88","27","0.41","1.34","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.51","15","-1.13","0.11","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.07","426822","0.06","0.07","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.59","71232","-0.60","-0.58","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.43","52529","-0.44","-0.42","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-1.04","18703","-1.05","-1.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","-0.13","207479","-0.14","-0.13","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.69","45267","-0.70","-0.68","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.53","31588","-0.55","-0.52","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Boys","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-1.06","13679","-1.08","-1.04","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","No identified SEN","All state-funded schools","0.26","219343","0.25","0.26","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All SEN","All state-funded schools","-0.41","25965","-0.42","-0.39","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN Support","All state-funded schools","-0.27","20941","-0.29","-0.26","",""
"Average Progress 8 score","2016/17","2017","Academic year","All pupils","All pupils","England","Country","E92000001","Girls","All pupils","All state-funded schools","","SEN with a statement or EHC plan","All state-funded schools","-0.96","5024","-1.00","-0.93","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","No religious character","-0.10","318543","-0.10","-0.09","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.00","17018","-0.02","0.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.47","40073","0.46","0.49","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.17","16169","0.15","0.19","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.97","1369","0.90","1.03","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","No religious character","-0.30","160793","-0.30","-0.29","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","No religious character","-0.20","8498","-0.23","-0.18","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.28","20328","0.27","0.30","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","No religious character","-0.04","8150","-0.07","-0.01","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.87","695","0.78","0.96","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.11","157750","0.10","0.11","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.20","8520","0.17","0.23","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.67","19745","0.65","0.69","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","No religious character","0.38","8019","0.35","0.40","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","No religious character","1.07","674","0.97","1.16","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","-0.03","20799","-0.04","-0.01","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.00","1278","-0.07","0.06","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.49","2086","0.43","0.54","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.12","2226","0.07","0.17","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.88","117","0.66","1.10","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","-0.22","10469","-0.24","-0.20","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","-0.13","647","-0.23","-0.04","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.37","1185","0.30","0.44","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","-0.12","1043","-0.19","-0.04","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.87","77","0.60","1.15","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.17","10330","0.14","0.19","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.13","631","0.03","0.22","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.63","901","0.55","0.71","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.33","1183","0.26","0.40","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All pupils","All state-funded schools","","All state-funded schools","Church of England schools","0.90","40","0.52","1.28","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.00","35764","-0.01","0.02","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.09","2549","0.05","0.14","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.61","3228","0.57","0.65","",""
"Average Progress 8 score","2016/17","2017","Academic year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.33","4655","0.29","0.36","",""
"Average Progress 8 score","2016/17","2017","Academic year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","All pupils","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.91","125","0.70","1.13","",""
"Average Progress 8 score","2016/17","2017","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","-0.20","17644","-0.22","-0.18","",""
"Average Progress 8 score","2016/17","2017","Academic year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","-0.16","1152","-0.24","-0.09","",""
"Average Progress 8 score","2016/17","2017","Academic year","Asian","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","All state-funded schools","","All state-funded schools","Roman Catholic schools","0.40","1622","0.34","0.46","",""
