"Measurement","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Value","Value_type","Denominator"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Coventry","E08000026","Black","White/Asian/Black/Mixed/Chinese","Girls","90","%","261"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Dudley","E08000027","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","44"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Herefordshire, County of","E06000019","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Sandwell","E08000028","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","182"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Shropshire","E06000051","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Solihull","E08000029","Black","White/Asian/Black/Mixed/Chinese","Girls","73","%","11"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Staffordshire","E10000028","Black","White/Asian/Black/Mixed/Chinese","Girls","88","%","25"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Stoke-on-Trent","E06000021","Black","White/Asian/Black/Mixed/Chinese","Girls","79","%","52"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Telford and Wrekin","E06000020","Black","White/Asian/Black/Mixed/Chinese","Girls","83","%","18"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Walsall","E08000030","Black","White/Asian/Black/Mixed/Chinese","Girls","88","%","85"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Warwickshire","E10000031","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","26"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Wolverhampton","E08000031","Black","White/Asian/Black/Mixed/Chinese","Girls","88","%","144"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Worcestershire","E10000034","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Bedford","E06000055","Black","White/Asian/Black/Mixed/Chinese","Girls","77","%","52"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Cambridgeshire","E10000003","Black","White/Asian/Black/Mixed/Chinese","Girls","87","%","45"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Central Bedfordshire","E06000056","Black","White/Asian/Black/Mixed/Chinese","Girls","93","%","44"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Essex","E10000012","Black","White/Asian/Black/Mixed/Chinese","Girls","88","%","218"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Hertfordshire","E10000015","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","280"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Luton","E06000032","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","126"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Norfolk","E10000020","Black","White/Asian/Black/Mixed/Chinese","Girls","83","%","40"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Peterborough","E06000031","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","64"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Southend-on-Sea","E06000033","Black","White/Asian/Black/Mixed/Chinese","Girls","82","%","28"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Suffolk","E10000029","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","35"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East","Thurrock","E06000034","Black","White/Asian/Black/Mixed/Chinese","Girls","95","%","158"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Camden","E09000007","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","140"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","City of London","E09000001","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hackney","E09000012","Black","White/Asian/Black/Mixed/Chinese","Girls","90","%","485"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hammersmith and Fulham","E09000013","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","159"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Haringey","E09000014","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","372"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Islington","E09000019","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","225"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Kensington and Chelsea","E09000020","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","88"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Lambeth","E09000022","Black","White/Asian/Black/Mixed/Chinese","Girls","88","%","644"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Lewisham","E09000023","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","608"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Newham","E09000025","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","546"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Southwark","E09000028","Black","White/Asian/Black/Mixed/Chinese","Girls","88","%","687"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Tower Hamlets","E09000030","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","174"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Wandsworth","E09000032","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","260"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Westminster","E09000033","Black","White/Asian/Black/Mixed/Chinese","Girls","92","%","113"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Barking and Dagenham","E09000002","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","512"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Barnet","E09000003","Black","White/Asian/Black/Mixed/Chinese","Girls","85","%","233"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Bexley","E09000004","Black","White/Asian/Black/Mixed/Chinese","Girls","94","%","302"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Brent","E09000005","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","446"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Bromley","E09000006","Black","White/Asian/Black/Mixed/Chinese","Girls","92","%","173"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Croydon","E09000008","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","617"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Ealing","E09000009","Black","White/Asian/Black/Mixed/Chinese","Girls","82","%","304"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Enfield","E09000010","Black","White/Asian/Black/Mixed/Chinese","Girls","83","%","552"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Greenwich","E09000011","Black","White/Asian/Black/Mixed/Chinese","Girls","91","%","587"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Harrow","E09000015","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","136"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Havering","E09000016","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","151"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hillingdon","E09000017","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","189"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Hounslow","E09000018","Black","White/Asian/Black/Mixed/Chinese","Girls","85","%","188"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Kingston upon Thames","E09000021","Black","White/Asian/Black/Mixed/Chinese","Girls","90","%","30"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Merton","E09000024","Black","White/Asian/Black/Mixed/Chinese","Girls","87","%","150"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Redbridge","E09000026","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","224"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Richmond upon Thames","E09000027","Black","White/Asian/Black/Mixed/Chinese","Girls","92","%","36"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Sutton","E09000029","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","80"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","London","Waltham Forest","E09000031","Black","White/Asian/Black/Mixed/Chinese","Girls","88","%","316"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Bracknell Forest","E06000036","Black","White/Asian/Black/Mixed/Chinese","Girls","100","%","24"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Brighton and Hove","E06000043","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","36"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Buckinghamshire","E10000002","Black","White/Asian/Black/Mixed/Chinese","Girls","75","%","69"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","East Sussex","E10000011","Black","White/Asian/Black/Mixed/Chinese","Girls","79","%","14"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Hampshire","E10000014","Black","White/Asian/Black/Mixed/Chinese","Girls","85","%","88"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Isle of Wight","E06000046","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Kent","E10000016","Black","White/Asian/Black/Mixed/Chinese","Girls","90","%","198"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Medway","E06000035","Black","White/Asian/Black/Mixed/Chinese","Girls","92","%","78"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Milton Keynes","E06000042","Black","White/Asian/Black/Mixed/Chinese","Girls","87","%","236"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Oxfordshire","E10000025","Black","White/Asian/Black/Mixed/Chinese","Girls","87","%","77"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Portsmouth","E06000044","Black","White/Asian/Black/Mixed/Chinese","Girls","90","%","51"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Reading","E06000038","Black","White/Asian/Black/Mixed/Chinese","Girls","87","%","93"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Slough","E06000039","Black","White/Asian/Black/Mixed/Chinese","Girls","86","%","88"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Southampton","E06000045","Black","White/Asian/Black/Mixed/Chinese","Girls","90","%","42"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Surrey","E10000030","Black","White/Asian/Black/Mixed/Chinese","Girls","89","%","90"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","West Berkshire","E06000037","Black","White/Asian/Black/Mixed/Chinese","Girls","100","%","12"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","West Sussex","E10000032","Black","White/Asian/Black/Mixed/Chinese","Girls","79","%","71"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Windsor and Maidenhead","E06000040","Black","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South East","Wokingham","E06000041","Black","White/Asian/Black/Mixed/Chinese","Girls","87","%","23"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Bath and North East Somerset","E06000022","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Bournemouth","E06000028","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","6"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Bristol, City of","E06000023","Black","White/Asian/Black/Mixed/Chinese","Girls","77","%","257"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Cornwall","E06000052","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Devon","E10000008","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Dorset","E10000009","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Gloucestershire","E10000013","Black","White/Asian/Black/Mixed/Chinese","Girls","80","%","55"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Isles of Scilly","E06000053","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","North Somerset","E06000024","Black","White/Asian/Black/Mixed/Chinese","Girls","100","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Plymouth","E06000026","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","13"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Poole","E06000029","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Somerset","E10000027","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","South Gloucestershire","E06000025","Black","White/Asian/Black/Mixed/Chinese","Girls","85","%","26"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Swindon","E06000030","Black","White/Asian/Black/Mixed/Chinese","Girls","80","%","55"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Torbay","E06000027","Black","White/Asian/Black/Mixed/Chinese","Girls","!","%","0"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","South West","Wiltshire","E06000054","Black","White/Asian/Black/Mixed/Chinese","Girls","84","%","45"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","County Durham","E06000047","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Darlington","E06000005","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Gateshead","E08000037","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Hartlepool","E06000001","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Middlesbrough","E06000002","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Newcastle upon Tyne","E08000021","Chinese","White/Asian/Black/Mixed/Chinese","Girls","73","%","15"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","North Tyneside","E08000022","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","6"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Northumberland","E06000057","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Redcar and Cleveland","E06000003","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","0"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","South Tyneside","E08000023","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Stockton-on-Tees","E06000004","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North East","Sunderland","E08000024","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Blackburn with Darwen","E06000008","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Blackpool","E06000009","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Bolton","E08000001","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Bury","E08000002","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Cheshire East","E06000049","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Cheshire West and Chester","E06000050","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Cumbria","E10000006","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Halton","E06000006","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","0"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Knowsley","E08000011","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Lancashire","E10000017","Chinese","White/Asian/Black/Mixed/Chinese","Girls","78","%","18"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Liverpool","E08000012","Chinese","White/Asian/Black/Mixed/Chinese","Girls","89","%","44"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Manchester","E08000003","Chinese","White/Asian/Black/Mixed/Chinese","Girls","91","%","47"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Oldham","E08000004","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Rochdale","E08000005","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Salford","E08000006","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Sefton","E08000014","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","St. Helens","E08000013","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","6"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Stockport","E08000007","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Tameside","E08000008","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Trafford","E08000009","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","20"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Warrington","E06000007","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","6"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Wigan","E08000010","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","North West","Wirral","E08000015","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Barnsley","E08000016","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","0"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Bradford","E08000032","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","7"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Calderdale","E08000033","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Doncaster","E08000017","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Kirklees","E08000034","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Leeds","E08000035","Chinese","White/Asian/Black/Mixed/Chinese","Girls","92","%","38"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North East Lincolnshire","E06000012","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North Lincolnshire","E06000013","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","!"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","North Yorkshire","E10000023","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","4"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Rotherham","E08000018","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Sheffield","E08000019","Chinese","White/Asian/Black/Mixed/Chinese","Girls","86","%","28"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","Wakefield","E08000036","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","Yorkshire and The Humber","York","E06000014","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Derby","E06000015","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","13"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Derbyshire","E10000007","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","9"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Leicester","E06000016","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","3"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Leicestershire","E10000018","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","17"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Lincolnshire","E10000019","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","8"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Northamptonshire","E10000021","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","13"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Nottingham","E06000018","Chinese","White/Asian/Black/Mixed/Chinese","Girls","77","%","13"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Nottinghamshire","E10000024","Chinese","White/Asian/Black/Mixed/Chinese","Girls","83","%","18"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","East Midlands","Rutland","E06000017","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","0"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Birmingham","E08000025","Chinese","White/Asian/Black/Mixed/Chinese","Girls","89","%","57"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Coventry","E08000026","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","13"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Dudley","E08000027","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Herefordshire, County of","E06000019","Chinese","White/Asian/Black/Mixed/Chinese","Girls","!","%","0"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Sandwell","E08000028","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Shropshire","E06000051","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","5"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Solihull","E08000029","Chinese","White/Asian/Black/Mixed/Chinese","Girls","100","%","10"
"Percentage of year 1 pupils reaching the expected standard of phonic decoding by ethnicity and gender","West Midlands","Staffordshire","E10000028","Chinese","White/Asian/Black/Mixed/Chinese","Girls","83","%","18"
