"Title","Confidence in the local police"
"Location","England and Wales"
"Time period","2013/14 to 2015/16"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/peoplepopulationandcommunity/crimeandjustice"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-02-23"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography2","Geography_type","Gender","Gender_type","Socio-economic classification","Age Bracket","Age Bracket Type","Value","Denominator"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000025","Suffolk","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.8","1807"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000012","Humberside","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","67.3","1811"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000039","Dorset","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","81","1861"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000020","Lincolnshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74","1865"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000011","South Yorkshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","72.2","1866"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000016","West Mercia","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.8","1871"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000038","Wiltshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","77.5","1876"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000006","Cheshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78","1876"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000018","Derbyshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.8","1899"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000013","Cleveland","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","73","1909"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000024","Norfolk","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80","1909"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000009","North Yorkshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","81.4","1919"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000008","Durham","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","77.3","1937"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000015","Staffordshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","70.7","1943"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","W15000004","Dyfed-Powys","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78","1967"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","W15000002","Gwent","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","68.2","1986"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000037","Gloucestershire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","77.4","1987"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","W15000003","South Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","71.6","1988"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000004","Merseyside","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","73.6","2023"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","W15000001","North Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74.7","2092"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000003","Lancashire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.7","2155"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000007","Northumbria","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.4","2304"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000033","Sussex","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","77","2318"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000028","Essex","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","73.4","2356"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000036","Avon and Somerset","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","76.7","2408"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000032","Kent","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74.8","2426"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Full-time students","All","ONS age brackets","80.4","2448"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000030","Hampshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","79.3","2789"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Never worked and long-term unemployed","All","ONS age brackets","69.4","2801"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000035","Devon and Cornwall","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.3","2851"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000029","Thames Valley","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","82.8","3008"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000010","West Yorkshire","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74.9","3011"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000014","West Midlands","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","72.8","3066"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E23000005","Greater Manchester","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74.8","3579"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000001","North East","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.1","6150"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","16-24","ONS age brackets","74.7","6515"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000007","London","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","79.3","6987"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","W92000004","Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","72.9","8033"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000003","Yorkshire and the Humber","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","73.9","8607"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000005","West Midlands","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","73.6","8663"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000004","East Midlands","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.5","8897"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000009","South West","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.6","10983"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000006","East","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","77.2","11286"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000002","North West","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","76.6","11434"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","E12000008","South East","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","79.4","12229"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","25-34","ONS age brackets","76.2","12583"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","75+","ONS age brackets","84.4","12796"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","35-44","ONS age brackets","75.9","14087"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","55-64","ONS age brackets","75.5","15576"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","65-74","ONS age brackets","78.3","15692"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","45-54","ONS age brackets","75.2","16020"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Intermediate occupations","All","ONS age brackets","76.7","22083"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Managerial and professional occupations","All","ONS age brackets","79.5","32012"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Routine and manual occupations","All","ONS age brackets","74.4","33433"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","Male","Male/Female/All","All","All","ONS age brackets","76","42297"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","Female","Male/Female/All","All","All","ONS age brackets","77.6","50972"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","76.8","93269"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74.3","10876"
"Confidence in police - Crime Survey England and Wales","2013/14- 2015/16","3 years combined","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74","15657"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74.3","6649"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.6","4934"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.4","3722"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","79.8","2658"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.7","5544"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Not classified","All","ONS age brackets","73.4","196"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Full-time students","All","ONS age brackets","76.3","1021"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Never worked and long-term unemployed","All","ONS age brackets","73","1277"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","16-24","ONS age brackets","72.3","2391"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","75+","ONS age brackets","83.5","4294"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","25-34","ONS age brackets","74.8","4740"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","55-64","ONS age brackets","75.5","5287"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","65-74","ONS age brackets","77.6","5304"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","35-44","ONS age brackets","75.6","5391"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","45-54","ONS age brackets","74","5608"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Intermediate occupations","All","ONS age brackets","76","7613"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Managerial and professional occupations","All","ONS age brackets","77.8","11201"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Routine and manual occupations","All","ONS age brackets","73.7","11707"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","Female","Male/Female/All","All","All","ONS age brackets","76.5","13895"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","Male","Male/Female/All","All","All","ONS age brackets","74.8","14900"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.7","33015"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","73.9","3923"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","72.9","5581"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Any other asian","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.8","320"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Any other black background","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","65.1","57"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Any other ethnic group","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","72.9","149"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Any other mixed/multiple ethnic background","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","58.6","75"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Any other white background","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","81.5","1403"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Arab","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","82.5","82"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Asian","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.2","1626"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Bangladeshi","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","82.4","122"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Black","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","70.6","894"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Black african","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","76.9","523"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Black caribbean","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","60.1","314"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Chinese","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","77.5","134"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Gypsy or Irish traveller","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","?","10"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Indian","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.6","665"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Mixed","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","64.5","304"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Mixed white and asian","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","73.3","87"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Mixed white and black african","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","?","44"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Mixed white and black caribbean","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","68","98"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Other","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","76.5","231"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","Pakistani","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","71.5","385"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.9","29917"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","White British","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","75.5","28209"
"Confidence in police - Crime Survey England and Wales","2014/15","Year","White Irish","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.1","295"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","62.3","6573"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","62.5","5121"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","63.5","3930"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","63.3","2679"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","65.1","6121"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Not classified","All","ONS age brackets","69.8","223"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Full-time students","All","ONS age brackets","83","1084"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Never worked and long-term unemployed","All","ONS age brackets","74.2","1204"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","16-24","ONS age brackets","78","2494"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","75+","ONS age brackets","86.3","4489"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","25-34","ONS age brackets","77.8","4954"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","35-44","ONS age brackets","78.2","5507"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","55-64","ONS age brackets","76.9","5625"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","65-74","ONS age brackets","79.2","5783"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","45-54","ONS age brackets","76.2","6070"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Intermediate occupations","All","ONS age brackets","78.8","8116"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Managerial and professional occupations","All","ONS age brackets","80.4","12140"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","Routine and manual occupations","All","ONS age brackets","76.1","12155"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","Male","Male/Female/All","All","All","ONS age brackets","77.7","15914"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","Female","Male/Female/All","All","All","ONS age brackets","79.3","19008"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.5","34922"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","62.6","3519"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","All","All","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","59.7","5821"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Any other asian","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","84.4","329"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Any other black background","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","62.5","61"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Any other ethnic group","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.9","155"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Any other mixed/multiple ethnic background","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","71.7","90"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Any other white background","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","84.6","1641"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Arab","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","79.9","86"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Asian","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","79.3","1770"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Bangladeshi","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","76.7","133"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Black","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","72.8","882"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Black african","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","79.2","518"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Black caribbean","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","62.1","303"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Chinese","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.5","171"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Gypsy or Irish traveller","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","?","15"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Indian","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.6","712"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Mixed","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","72.2","359"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Mixed white and asian","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","76","93"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Mixed white and black african","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","?","44"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Mixed white and black caribbean","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","66.2","132"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Other","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.5","241"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","Pakistani","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","74.8","425"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","White","ONS 5+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.7","31627"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","White British","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","78.3","29685"
"Confidence in police - Crime Survey England and Wales","2015/16","Year","White Irish","ONS 18+1","K04000001","England and Wales","ONS geography code","All","Male/Female/All","All","All","ONS age brackets","80.4","286"
