"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","85","%","12565"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","68","%","211"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","73","%","272"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","65","%","222"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","70","%","151"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","71","%","90"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","86","%","54"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","?","%","32"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","77","%","578"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","78","%","1348"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","79","%","1523"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","78","%","814"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","82","%","539"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","87","%","352"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","84","%","169"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","61","%","263"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","72","%","536"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","77","%","709"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","69","%","639"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","75","%","336"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","78","%","163"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","77","%","129"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16-24","All","All","68","%","102"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","25-34","All","All","83","%","186"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","35-44","All","All","81","%","225"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","45-54","All","All","74","%","128"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","55-64","All","All","77","%","87"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","65-74","All","All","87","%","62"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","75+","All","All","?","%","27"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","77","%","42237"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","79","%","50400"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","71","%","434"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","68","%","598"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","78","%","2635"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","80","%","2688"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","70","%","1161"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","72","%","1614"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Male ","16+","All","All","77","%","425"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","Female","16+","All","All","78","%","392"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","80","%","32406"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","78","%","21928"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","75","%","32520"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","71","%","2810"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","83","%","2361"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","71","%","612"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","67","%","364"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","72","%","211"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","67","%","297"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","69","%","52"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","78","%","102"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","?","%","6"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","78","%","1733"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","78","%","1069"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","80","%","1445"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","82","%","594"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","79","%","430"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","71","%","52"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","70","%","810"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","70","%","484"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","75","%","1018"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","76","%","208"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","65","%","221"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","?","%","34"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","76","%","220"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","74","%","147"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","84","%","221"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","82","%","106"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Full time students","All","72","%","116"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","?","%","7"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","75","%","9735"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","76","%","18310"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","77","%","14038"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","78","%","10746"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","79","%","7613"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","81","%","17005"
"Confidence in police - Crime Survey England and Wales","White","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","75","%","15188"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","55","%","141"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","69","%","192"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","72","%","141"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","61","%","105"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","85","%","74"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","80","%","193"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","65","%","186"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","83","%","455"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","80","%","909"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","79","%","665"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","79","%","517"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","81","%","392"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","80","%","958"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","77","%","1427"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","76","%","409"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","74","%","602"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","69","%","415"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","68","%","287"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","67","%","176"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","77","%","280"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","69","%","606"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","87","%","125"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","79","%","178"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","73","%","101"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","68","%","78"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","80","%","50"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","82","%","106"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","75","%","179"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£10,000 to less than £20,000","75.0","%","7099"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£20,000 to less than £30,000","75.5","%","5136"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£30,000 to less than £40,000","74.9","%","3754"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£40,000 to less than £50,000","78.1","%","2660"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","£50,000 or more","79.3","%","5556"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Not classified","All","72.7","%","158"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Full-time students","All","77.9","%","1194"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Never worked and long-term unemployed","All","73.5","%","1302"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16-24","All","All","72.3","%","2781"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","75+","All","All","83.5","%","4360"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","25-34","All","All","75.5","%","5225"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","65-74","All","All","78.6","%","5241"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","55-64","All","All","75.1","%","5641"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","35-44","All","All","75.1","%","5785"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","45-54","All","All","74.4","%","6042"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Intermediate occupations","All","74.6","%","8227"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Managerial and professional occupations","All","78.5","%","11680"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","Routine and manual occupations","All","74.1","%","12514"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","Male","16+","All","All","75.2","%","16048"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","Female","16+","All","All","76.4","%","19027"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","35075"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","Less than £10,000","74.1","%","4572"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","No income stated/Not enough information provided ","73.9","%","6298"
"Confidence in police - Crime Survey England and Wales","Any other asian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.3","%","344"
"Confidence in police - Crime Survey England and Wales","Any other black background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","45"
"Confidence in police - Crime Survey England and Wales","Any other ethnic group","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.4","%","144"
"Confidence in police - Crime Survey England and Wales","Any other mixed/multiple ethnic background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","74.1","%","92"
"Confidence in police - Crime Survey England and Wales","Any other white background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.3","%","1558"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79.0","%","88"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.6","%","1805"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.2","%","137"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","70.5","%","946"
"Confidence in police - Crime Survey England and Wales","Black african","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.0","%","555"
"Confidence in police - Crime Survey England and Wales","Black caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","62.4","%","346"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.9","%","168"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","12"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","83.3","%","759"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.5","%","336"
"Confidence in police - Crime Survey England and Wales","Mixed white and asian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","74.9","%","80"
"Confidence in police - Crime Survey England and Wales","Mixed white and black african","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","46"
"Confidence in police - Crime Survey England and Wales","Mixed white and black caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","68.9","%","118"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","77.4","%","232"
