"Title","English Baccalaureate (EBacc) achievement for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-03-05"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local Authority","E06000022","Girls","All pupils","!","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bournemouth","Local Authority","E06000028","Girls","All pupils","57.1","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local Authority","E06000023","Girls","All pupils","29.8","121","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Cornwall","Local Authority","E06000052","Girls","All pupils","!","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Devon","Local Authority","E10000008","Girls","All pupils","58.3","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Dorset","Local Authority","E10000009","Girls","All pupils","!","22","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Gloucestershire","Local Authority","E10000013","Girls","All pupils","57.1","63","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Isles of Scilly","Local Authority","E06000053","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local Authority","E06000024","Girls","All pupils","!","14","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local Authority","E06000026","Girls","All pupils","53.8","13","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Poole","Local Authority","E06000029","Girls","All pupils","75","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Somerset","Local Authority","E10000027","Girls","All pupils","52","25","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local Authority","E06000025","Girls","All pupils","44","25","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Swindon","Local Authority","E06000030","Girls","All pupils","32.3","93","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local Authority","E06000027","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","White/Asian/Black/Mixed/Chinese","Wiltshire","Local Authority","E06000054","Girls","All pupils","21.2","33","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Boys","All pupils","18.9","214610","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","County Durham","Local Authority","E06000047","Girls","All pupils","!","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Darlington","Local Authority","E06000005","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Gateshead","Local Authority","E08000037","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hartlepool","Local Authority","E06000001","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local Authority","E06000002","Girls","All pupils","!","6","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local Authority","E08000021","Girls","All pupils","34.1","41","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","North Tyneside","Local Authority","E08000022","Girls","All pupils","!","4","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Northumberland","Local Authority","E06000057","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local Authority","E06000003","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","South Tyneside","Local Authority","E08000023","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local Authority","E06000004","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Sunderland","Local Authority","E08000024","Girls","All pupils","!","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Blackburn with Darwen","Local Authority","E06000008","Girls","All pupils","!","4","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Blackpool","Local Authority","E06000009","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bolton","Local Authority","E08000001","Girls","All pupils","13.8","65","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bury","Local Authority","E08000002","Girls","All pupils","!","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cheshire East","Local Authority","E06000049","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cheshire West and Chester","Local Authority","E06000050","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cumbria","Local Authority","E10000006","Girls","All pupils","!","5","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Halton","Local Authority","E06000006","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Knowsley","Local Authority","E08000011","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Lancashire","Local Authority","E10000017","Girls","All pupils","17.6","17","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Liverpool","Local Authority","E08000012","Girls","All pupils","20.3","69","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Manchester","Local Authority","E08000003","Girls","All pupils","22.5","355","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Oldham","Local Authority","E08000004","Girls","All pupils","!","19","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Rochdale","Local Authority","E08000005","Girls","All pupils","37.9","29","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Salford","Local Authority","E08000006","Girls","All pupils","22","41","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Sefton","Local Authority","E08000014","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","St. Helens","Local Authority","E08000013","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Stockport","Local Authority","E08000007","Girls","All pupils","42.9","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Tameside","Local Authority","E08000008","Girls","All pupils","!","18","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Trafford","Local Authority","E08000009","Girls","All pupils","30.8","39","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Warrington","Local Authority","E06000007","Girls","All pupils","!","10","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Wigan","Local Authority","E08000010","Girls","All pupils","!","9","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Wirral","Local Authority","E08000015","Girls","All pupils","!","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Barnsley","Local Authority","E08000016","Girls","All pupils","!","8","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bradford","Local Authority","E08000032","Girls","All pupils","!","42","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Calderdale","Local Authority","E08000033","Girls","All pupils","50","8","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Doncaster","Local Authority","E08000017","Girls","All pupils","22.2","18","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","East Riding of Yorkshire","Local Authority","E06000011","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Kingston upon Hull, City of","Local Authority","E06000010","Girls","All pupils","!","13","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Kirklees","Local Authority","E08000034","Girls","All pupils","23.3","43","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Leeds","Local Authority","E08000035","Girls","All pupils","22.3","220","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","North East Lincolnshire","Local Authority","E06000012","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","North Lincolnshire","Local Authority","E06000013","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","North Yorkshire","Local Authority","E10000023","Girls","All pupils","!","8","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Rotherham","Local Authority","E08000018","Girls","All pupils","33.3","18","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Sheffield","Local Authority","E08000019","Girls","All pupils","24","121","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Wakefield","Local Authority","E08000036","Girls","All pupils","!","13","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","York","Local Authority","E06000014","Girls","All pupils","!","6","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Derby","Local Authority","E06000015","Girls","All pupils","!","51","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Derbyshire","Local Authority","E10000007","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Leicester","Local Authority","E06000016","Girls","All pupils","21.3","174","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Leicestershire","Local Authority","E10000018","Girls","All pupils","!","17","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Lincolnshire","Local Authority","E10000019","Girls","All pupils","43.8","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Northamptonshire","Local Authority","E10000021","Girls","All pupils","32.4","142","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Nottingham","Local Authority","E06000018","Girls","All pupils","21.4","126","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Nottinghamshire","Local Authority","E10000024","Girls","All pupils","41.9","43","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Rutland","Local Authority","E06000017","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Birmingham","Local Authority","E08000025","Girls","All pupils","29.6","751","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Coventry","Local Authority","E08000026","Girls","All pupils","23.1","156","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Dudley","Local Authority","E08000027","Girls","All pupils","26.5","34","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Herefordshire, County of","Local Authority","E06000019","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Sandwell","Local Authority","E08000028","Girls","All pupils","16.3","129","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Shropshire","Local Authority","E06000051","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Solihull","Local Authority","E08000029","Girls","All pupils","34.2","38","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Staffordshire","Local Authority","E10000028","Girls","All pupils","39.1","23","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Stoke-on-Trent","Local Authority","E06000021","Girls","All pupils","!","22","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Telford and Wrekin","Local Authority","E06000020","Girls","All pupils","26.7","15","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Walsall","Local Authority","E08000030","Girls","All pupils","38.7","62","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Warwickshire","Local Authority","E10000031","Girls","All pupils","!","29","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Wolverhampton","Local Authority","E08000031","Girls","All pupils","10.9","110","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Worcestershire","Local Authority","E10000034","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bedford","Local Authority","E06000055","Girls","All pupils","12.7","55","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cambridgeshire","Local Authority","E10000003","Girls","All pupils","29.2","24","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Central Bedfordshire","Local Authority","E06000056","Girls","All pupils","!","23","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Essex","Local Authority","E10000012","Girls","All pupils","41.6","173","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hertfordshire","Local Authority","E10000015","Girls","All pupils","39.4","236","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Luton","Local Authority","E06000032","Girls","All pupils","15.3","150","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Norfolk","Local Authority","E10000020","Girls","All pupils","53.8","26","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Peterborough","Local Authority","E06000031","Girls","All pupils","39.4","33","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Southend-on-Sea","Local Authority","E06000033","Girls","All pupils","54.7","64","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Suffolk","Local Authority","E10000029","Girls","All pupils","!","28","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Thurrock","Local Authority","E06000034","Girls","All pupils","35.9","92","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Camden","Local Authority","E09000007","Girls","All pupils","21.6","213","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","City of London","Local Authority","E09000001","Girls","All pupils","N/A","N/A","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hackney","Local Authority","E09000012","Girls","All pupils","33.4","395","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hammersmith and Fulham","Local Authority","E09000013","Girls","All pupils","29.5","166","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Haringey","Local Authority","E09000014","Girls","All pupils","22.5","316","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Islington","Local Authority","E09000019","Girls","All pupils","29.2","195","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Kensington and Chelsea","Local Authority","E09000020","Girls","All pupils","31.7","60","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Lambeth","Local Authority","E09000022","Girls","All pupils","29","486","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Lewisham","Local Authority","E09000023","Girls","All pupils","25.3","490","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Newham","Local Authority","E09000025","Girls","All pupils","32.9","438","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Southwark","Local Authority","E09000028","Girls","All pupils","39.3","593","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Tower Hamlets","Local Authority","E09000030","Girls","All pupils","31.5","149","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Wandsworth","Local Authority","E09000032","Girls","All pupils","28.6","213","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Westminster","Local Authority","E09000033","Girls","All pupils","36.1","144","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Barking and Dagenham","Local Authority","E09000002","Girls","All pupils","33.3","285","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Barnet","Local Authority","E09000003","Girls","All pupils","36","247","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bexley","Local Authority","E09000004","Girls","All pupils","56.3","270","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Brent","Local Authority","E09000005","Girls","All pupils","25.6","406","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bromley","Local Authority","E09000006","Girls","All pupils","43.6","156","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Croydon","Local Authority","E09000008","Girls","All pupils","26.5","544","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Ealing","Local Authority","E09000009","Girls","All pupils","33.8","314","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Enfield","Local Authority","E09000010","Girls","All pupils","29.8","450","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Greenwich","Local Authority","E09000011","Girls","All pupils","32.3","288","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Harrow","Local Authority","E09000015","Girls","All pupils","30.5","177","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Havering","Local Authority","E09000016","Girls","All pupils","35.4","178","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hillingdon","Local Authority","E09000017","Girls","All pupils","30.5","154","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hounslow","Local Authority","E09000018","Girls","All pupils","35.5","152","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Kingston upon Thames","Local Authority","E09000021","Girls","All pupils","36.7","30","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Merton","Local Authority","E09000024","Girls","All pupils","27.3","150","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Redbridge","Local Authority","E09000026","Girls","All pupils","29.5","264","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Richmond upon Thames","Local Authority","E09000027","Girls","All pupils","25","24","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Sutton","Local Authority","E09000029","Girls","All pupils","53.6","110","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Waltham Forest","Local Authority","E09000031","Girls","All pupils","21.6","329","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bracknell Forest","Local Authority","E06000036","Girls","All pupils","30.8","13","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Brighton and Hove","Local Authority","E06000043","Girls","All pupils","!","19","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Buckinghamshire","Local Authority","E10000002","Girls","All pupils","36.8","68","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","East Sussex","Local Authority","E10000011","Girls","All pupils","!","20","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Hampshire","Local Authority","E10000014","Girls","All pupils","26.4","53","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Isle of Wight","Local Authority","E06000046","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Kent","Local Authority","E10000016","Girls","All pupils","49.3","152","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Medway","Local Authority","E06000035","Girls","All pupils","44.9","69","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Milton Keynes","Local Authority","E06000042","Girls","All pupils","26.3","167","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Oxfordshire","Local Authority","E10000025","Girls","All pupils","24.5","53","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Portsmouth","Local Authority","E06000044","Girls","All pupils","!","16","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Reading","Local Authority","E06000038","Girls","All pupils","19.6","46","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Slough","Local Authority","E06000039","Girls","All pupils","20.8","72","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Southampton","Local Authority","E06000045","Girls","All pupils","27.3","33","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Surrey","Local Authority","E10000030","Girls","All pupils","27.3","77","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","West Berkshire","Local Authority","E06000037","Girls","All pupils","!","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","West Sussex","Local Authority","E10000032","Girls","All pupils","21.4","56","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Windsor and Maidenhead","Local Authority","E06000040","Girls","All pupils","!","12","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Wokingham","Local Authority","E06000041","Girls","All pupils","31.6","38","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local Authority","E06000022","Girls","All pupils","!","10","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bournemouth","Local Authority","E06000028","Girls","All pupils","!","11","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local Authority","E06000023","Girls","All pupils","13.3","150","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Cornwall","Local Authority","E06000052","Girls","All pupils","!","3","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Devon","Local Authority","E10000008","Girls","All pupils","!","7","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Dorset","Local Authority","E10000009","Girls","All pupils","!","!","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Gloucestershire","Local Authority","E10000013","Girls","All pupils","!","27","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Isles of Scilly","Local Authority","E06000053","Girls","All pupils","N/A","0","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","North Somerset","Local Authority","E06000024","Girls","All pupils","!","10","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Plymouth","Local Authority","E06000026","Girls","All pupils","!","6","","",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","White/Asian/Black/Mixed/Chinese","Poole","Local Authority","E06000029","Girls","All pupils","!","!","","",""
