"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography code","Geography_type","Gender","Age Bracket","Socio-economic classification","Value","Denominator"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","75+","All","?","28"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Managerial and professional occupations","16.8","31910"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Intermediate occupations","18.5","21907"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Routine and manual occupations","18.6","32943"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Never worked and long-term unemployed","20.2","2758"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Full time students","15","2442"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Not classified","16.9","487"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Managerial and professional occupations","20.6","332"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Intermediate occupations","24.1","195"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Routine and manual occupations","22.9","304"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Never worked and long-term unemployed","29.8","55"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Full time students","24.6","101"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Not classified","?","4"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Managerial and professional occupations","28","1618"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Intermediate occupations","34","1035"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Routine and manual occupations","30.5","1389"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Never worked and long-term unemployed","26","556"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Full time students","23.1","418"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Not classified","?","40"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Managerial and professional occupations","25.7","778"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Intermediate occupations","26.6","447"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Routine and manual occupations","28.1","954"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Never worked and long-term unemployed","18.8","226"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Full time students","21.5","221"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Not classified","?","21"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Managerial and professional occupations","27.9","195"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Intermediate occupations","25.2","124"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Routine and manual occupations","23.3","167"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Never worked and long-term unemployed","34.1","97"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Full time students","22.3","102"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","Not classified","?","2"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","18.4","10696"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","17.7","18587"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","18.3","13910"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","17.7","10552"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","16","7370"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","17.8","16010"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","18.2","15321"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","30.9","149"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","26.2","187"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","19.7","149"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","28.6","97"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","27.6","64"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","17.9","176"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","20","169"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","31.6","521"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","30.2","843"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","29.8","642"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","26.9","473"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","29.9","397"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","28","840"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","28.1","1340"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","28.2","458"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","30.6","528"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","29.8","416"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","24.7","258"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","26.4","169"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","26.1","251"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","17.8","567"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","32.3","100"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","24.7","142"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","25.9","90"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","33.4","72"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","?","42"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","22.2","88"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","All","16+","All","26.4","153"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","Male ","16+","All","17.7","42015"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","White","ONS 5+1","England and Wales","K04000001","ONS geography code","Female","16+","All","17.9","50432"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","Male ","16+","All","23.5","411"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Mixed","ONS 5+1","England and Wales","K04000001","ONS geography code","Female","16+","All","22.9","580"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","Male ","16+","All","28.3","2528"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Asian","ONS 5+1","England and Wales","K04000001","ONS geography code","Female","16+","All","29.7","2528"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","Male ","16+","All","23.2","1118"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Black","ONS 5+1","England and Wales","K04000001","ONS geography code","Female","16+","All","27.5","1529"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","Male ","16+","All","25.5","360"
"Proportion of adults that fear crime","2013/14, 2014/15 and 2015/16","3 years combined","Other","ONS 5+1","England and Wales","K04000001","ONS geography code","Female","16+","All","26.8","327"
