"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Occupational pension income","United Kingdom","79","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Personal pension income","United Kingdom","5","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Investment income","United Kingdom","24","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Earnings income","United Kingdom","91","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Other income ","United Kingdom","6","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Gross income","United Kingdom","575","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit income","United Kingdom","215","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","United Kingdom","144","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","58","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","4","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Occupational pension income","United Kingdom","137","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Personal pension income","United Kingdom","24","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Investment income","United Kingdom","74","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Earnings income","United Kingdom","122","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Other income ","United Kingdom","3","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Gross income","United Kingdom","525","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit income","United Kingdom","214","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit Income of which State Pension","United Kingdom","145","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","47","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","15","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Occupational pension income","United Kingdom","125","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Personal pension income","United Kingdom","15","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Investment income","United Kingdom","39","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Earnings income","United Kingdom","127","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Gross income, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Other income ","United Kingdom","5","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Mean","United Kingdom","428","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White All","ONS 5+2","Mean","United Kingdom","431","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Mean","United Kingdom","432","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Mean","United Kingdom","391","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple","ONS 5+2","Mean","United Kingdom","404","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Mean","United Kingdom","328","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Mean","United Kingdom","342","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Mean","United Kingdom","482","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Mean","United Kingdom","441","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Median","United Kingdom","332","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White All","ONS 5+2","Median","United Kingdom","335","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Median","United Kingdom","336","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Median","United Kingdom","307","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple","ONS 5+2","Median","United Kingdom","365","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Median","United Kingdom","267","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Median","United Kingdom","253","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Median","United Kingdom","290","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income BHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Median","United Kingdom","357","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Mean","United Kingdom","393","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White All","ONS 5+2","Mean","United Kingdom","398","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Mean","United Kingdom","399","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Mean","United Kingdom","346","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple","ONS 5+2","Mean","United Kingdom","351","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Mean","United Kingdom","270","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Mean","United Kingdom","302","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Mean","United Kingdom","426","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Mean","United Kingdom","387","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Median","United Kingdom","295","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White All","ONS 5+2","Median","United Kingdom","300","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Median","United Kingdom","302","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Median","United Kingdom","243","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple","ONS 5+2","Median","United Kingdom","313","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Median","United Kingdom","207","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Median","United Kingdom","212","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Median","United Kingdom","220","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Net income AHC, £ per week","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Median","United Kingdom","276","£","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","All","ONS 5+2","Count","United Kingdom","8,750,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","White All","ONS 5+2","Count","United Kingdom","8,350,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","White British","ONS 5+2","Count","United Kingdom","8,150,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","White Other","ONS 5+2","Count","United Kingdom","200,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple","ONS 5+2","Count","United Kingdom","50,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","Black","ONS 5+2","Count","United Kingdom","100,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","Asian","ONS 5+2","Count","United Kingdom","200,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","Other","ONS 5+2","Count","United Kingdom","50,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Total Population Figures","2013/14; 2014/15; 2015/16","3-Year average","Mixed/Multiple and Other","ONS 5+2","Count","United Kingdom","50,000","","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","All","ONS 5+2","Count","United Kingdom","20,762","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","White All","ONS 5+2","Count","United Kingdom","20,023","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","White British","ONS 5+2","Count","United Kingdom","19,603","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","White Other","ONS 5+2","Count","United Kingdom","420","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","Mixed/Multiple","ONS 5+2","Count","United Kingdom","70","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","Black","ONS 5+2","Count","United Kingdom","223","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","Asian","ONS 5+2","Count","United Kingdom","386","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","Other","ONS 5+2","Count","United Kingdom","60","","","",""
"Sample Sizes","2013/14; 2014/15; 2015/16","3-Year sum","Mixed/Multiple and Other","ONS 5+2","Count","United Kingdom","130","","","",""
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","All benefit income (including State Pension)","United Kingdom","100","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","97","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","25","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","20","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Occupational pension income","United Kingdom","62","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Personal pension income","United Kingdom","19","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Investment income","United Kingdom","63","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Earnings income","United Kingdom","17","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","All","ONS 5+2","Other income","United Kingdom","47","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","All benefit income (including State Pension)","United Kingdom","100","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Benefit Income of which State Pension","United Kingdom","98","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","25","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","20","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Occupational pension income","United Kingdom","63","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Personal pension income","United Kingdom","19","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Investment income","United Kingdom","64","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Earnings income","United Kingdom","17","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White All","ONS 5+2","Other income","United Kingdom","47","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","All benefit income (including State Pension)","United Kingdom","100","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Benefit Income of which State Pension","United Kingdom","98","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","24","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","20","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Occupational pension income","United Kingdom","64","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Personal pension income","United Kingdom","19","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Investment income","United Kingdom","65","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Earnings income","United Kingdom","17","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White British","ONS 5+2","Other income","United Kingdom","47","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","All benefit income (including State Pension)","United Kingdom","99","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Benefit Income of which State Pension","United Kingdom","88","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","31","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","19","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Occupational pension income","United Kingdom","47","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Personal pension income","United Kingdom","13","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Investment income","United Kingdom","57","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Earnings income","United Kingdom","18","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","White Other","ONS 5+2","Other income","United Kingdom","44","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","All benefit income (including State Pension)","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Benefit Income of which State Pension","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Occupational pension income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Personal pension income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Investment income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Earnings income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Mixed/Multiple","ONS 5+2","Other income","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","All benefit income (including State Pension)","United Kingdom","100","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Benefit Income of which State Pension","United Kingdom","93","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","46","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","19","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Occupational pension income","United Kingdom","43","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Personal pension income","United Kingdom","8","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Investment income","United Kingdom","29","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Earnings income","United Kingdom","18","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Black","ONS 5+2","Other income","United Kingdom","48","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","All benefit income (including State Pension)","United Kingdom","99","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Benefit Income of which State Pension","United Kingdom","88","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","33","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Benefit Income of which Disability benefits","United Kingdom","17","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Occupational pension income","United Kingdom","34","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Personal pension income","United Kingdom","10","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Investment income","United Kingdom","35","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Earnings income","United Kingdom","18","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Asian","ONS 5+2","Other income","United Kingdom","38","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","All benefit income (including State Pension)","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Benefit Income of which State Pension","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
"The percentage of pensioner units in receipt","2014/15; 2015/16; 2016/17","3-Year average","Other","ONS 5+2","Benefit Income of which Income-related benefits","United Kingdom","..","%","","","Estimated as 3-year averages so denominators and numerators can not be supplied
Value not available due to small sample size"
