"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Age_Group","Age_Group_type","Geography","Geography_type","Number of arrests","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 1,000 population by ethnicity, gender, and PFA","Proportion of arrests of this ethnicity, in this year, of this gender and in this police force area (excludes unreported)"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area","103","4,670","22.06","0.79%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area","369","12,472","29.59","2.85%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area","150"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Suffolk","Police Force Area","11,704","693,195","16.88","90.30%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","676","54,037","12.51","4.64%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","738","12,430","59.37","5.06%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","160","18,687","8.56","1.10%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","303","23,554","12.86","2.08%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","436"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Surrey","Police Force Area","12,704","1,023,682","12.41","87.13%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","879","40,865","21.51","2.63%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","1,489","14,246","104.52","4.45%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","278","16,352","17","0.83%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","814","30,036","27.1","2.43%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","1,041"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Sussex","Police Force Area","30,007","1,505,433","19.93","89.66%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","3,929","192,541","20.41","9.37%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","3,320","69,013","48.11","7.92%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","476","32,586","14.61","1.14%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","1,985","55,986","35.46","4.74%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","559"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Thames Valley","Police Force Area","32,207","1,919,646","16.78","76.84%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","308","22,747","13.54","4.42%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","251","4,443","56.49","3.60%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","57","4,647","12.27","0.82%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","241","7,949","30.32","3.46%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","93"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Warwickshire","Police Force Area","6,106","505,688","12.07","87.69%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","694","21,715","31.96","3.13%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","512","5,062","101.15","2.31%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","102","5,657","18.03","0.46%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","353","13,466","26.21","1.59%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","49"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Mercia","Police Force Area","20,525","1,176,516","17.45","92.51%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","5,314","493,551","10.77","14.56%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","4,737","164,069","28.87","12.98%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","771","63,498","12.14","2.11%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","2,070","96,204","21.52","5.67%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","788"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Midlands","Police Force Area","23,611","1,919,138","12.3","64.68%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","6,135","280,764","21.85","11.96%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","2,085","46,476","44.86","4.06%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","436","30,874","14.12","0.85%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","2,093","48,126","43.49","4.08%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","2,067"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","West Yorkshire","Police Force Area","40,565","1,819,818","22.29","79.05%"
"Number of arrests","2011/12","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","174","17,379","10.01","2.24%"
"Number of arrests","2011/12","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","332","6,089","54.52","4.28%"
"Number of arrests","2011/12","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","64","4,006","15.98","0.82%"
"Number of arrests","2011/12","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","252","9,794","25.73","3.25%"
"Number of arrests","2011/12","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","192"," N/A "," N/A ","N/A"
"Number of arrests","2011/12","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Wiltshire","Police Force Area","6,942","642,869","10.8","89.41%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","624","33,005","18.91","1.94%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","1,839","30,923","59.47","5.70%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","174","15,380","11.31","0.54%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","922","28,277","32.61","2.86%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","222"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Avon & Somerset","Police Force Area","28,681","1,491,970","19.22","88.96%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","1,787","81,480","21.93","14.54%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","1,408","29,725","47.37","11.45%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","122","8,753","13.94","0.99%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","598","18,456","32.4","4.86%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","66"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Bedfordshire","Police Force Area","8,379","476,647","17.58","68.16%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","598","39,535","15.13","5.12%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","509","10,174","50.03","4.36%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","103","12,572","8.19","0.88%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","317","16,029","19.78","2.71%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","701"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cambridgeshire","Police Force Area","10,157","726,531","13.98","86.93%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","154","12,794","12.04","1.13%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","212","3,264","64.95","1.56%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","99","5,230","18.93","0.73%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","128","10,423","12.28","0.94%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","59"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cheshire","Police Force Area","13,032","995,998","13.08","95.65%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","520","17,419","29.85","2.74%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","236","3,156","74.78","1.24%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","133","4,434","30","0.70%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","102","5,762","17.7","0.54%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","17"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cleveland","Police Force Area","17,978","526,456","34.15","94.78%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","33","2,913","11.33","0.42%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","40","579","69.08","0.51%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","18","1,605","11.21","0.23%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","37","2,504","14.78","0.47%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","4"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Cumbria","Police Force Area","7,780","492,257","15.8","98.38%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Derbyshire","Police Force Area","691","36,871","18.74","4.27%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Derbyshire","Police Force Area","417","10,090","41.33","2.58%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Derbyshire","Police Force Area","167","7,281","22.94","1.03%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Derbyshire","Police Force Area","303","14,351","21.11","1.87%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Derbyshire","Police Force Area","40"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Derbyshire","Police Force Area","14,616","949,845","15.39","90.26%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area","189","11,694","16.16","0.98%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area","314","4,106","76.47","1.63%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area","75","9,467","7.92","0.39%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area","215","15,645","13.74","1.12%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area","178"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Devon & Cornwall","Police Force Area","18,439","1,627,306","11.33","95.88%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","159","10,694","14.87","1.64%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","315","3,208","98.19","3.24%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","88","5,995","14.68","0.91%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","158","9,507","16.62","1.63%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","335"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Dorset","Police Force Area","8,989","714,637","12.58","92.58%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","123","5,114","24.05","1.00%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","47","1,058","44.42","0.38%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","60","3,030","19.8","0.49%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","72","4,240","16.98","0.58%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","41"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Durham","Police Force Area","12,012","605,364","19.84","97.55%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","65","4,274","15.21","0.56%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","108","856","126.17","0.92%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","24","2,008","11.95","0.21%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","60","3,262","18.39","0.51%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","87"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Dyfed-Powys","Police Force Area","11,426","504,714","22.64","97.80%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","754","38,954","19.36","2.54%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","1,590","34,679","45.85","5.36%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","233","15,374","15.16","0.79%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","758","27,635","27.43","2.56%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","237"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Essex","Police Force Area","26,311","1,608,308","16.36","88.75%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","136","10,522","12.93","1.86%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","361","5,150","70.1","4.93%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","93","3,004","30.96","1.27%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","203","8,661","23.44","2.77%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","224"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Gloucestershire","Police Force Area","6,535","569,647","11.47","89.18%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","3,995","246,094","16.23","8.02%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","2,519","74,097","34","5.06%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","691","53,504","12.91","1.39%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","1,617","60,710","26.63","3.25%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","775"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Greater Manchester","Police Force Area","41,000","2,248,123","18.24","82.29%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","316","10,076","31.36","2.61%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","186","3,185","58.4","1.54%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","60","3,569","16.81","0.50%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","153","5,547","27.58","1.27%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","9"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Gwent","Police Force Area","11,378","554,377","20.52","94.09%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","712","57,352","12.41","2.16%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","1,073","17,445","61.51","3.25%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","329","20,911","15.73","1.00%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","551","30,905","17.83","1.67%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","1,442"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Hampshire","Police Force Area","30,366","1,771,378","17.14","91.93%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","860","64,119","13.41","5.19%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","1,213","31,401","38.63","7.31%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","181","15,550","11.64","1.09%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","686","27,497","24.95","4.14%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","992"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Hertfordshire","Police Force Area","13,645","977,495","13.96","82.27%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","346","12,191","28.38","1.72%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","248","4,499","55.12","1.23%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","137","7,493","18.28","0.68%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","211","8,185","25.78","1.05%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","94"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Humberside","Police Force Area","19,229","885,279","21.72","95.33%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","809","54,186","14.93","2.93%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","1,132","22,879","49.48","4.10%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","682","15,636","43.62","2.47%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","504","27,283","18.47","1.83%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","1,677"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Kent","Police Force Area","24,473","1,607,681","15.22","88.67%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","1,940","108,784","17.83","6.28%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","356","5,377","66.21","1.15%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","35","10,397","3.37","0.11%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","370","16,300","22.7","1.20%"
"Number of arrests","2012/13","Financial year","Unreported","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","109"," N/A "," N/A ","N/A"
"Number of arrests","2012/13","Financial year","White","ONS 2001 5+1","All","All","All","Arrest age group categories","Lancashire","Police Force Area","28,208","1,320,035","21.37","91.26%"
"Number of arrests","2012/13","Financial year","Asian","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","2,045","155,740","13.13","11.46%"
"Number of arrests","2012/13","Financial year","Black","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","1,360","24,623","55.23","7.62%"
"Number of arrests","2012/13","Financial year","Other","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","203","19,110","10.62","1.14%"
"Number of arrests","2012/13","Financial year","Mixed","ONS 2001 5+1","All","All","All","Arrest age group categories","Leicestershire","Police Force Area","710","20,520","34.6","3.98%"
