"Title","School teacher workforce"
"Location","England"
"Time period","2016"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/school-workforce-in-england-november-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","20/07/2017"
"Measure","Year","Time_type","Ethnicity","Ethnicity_type","Geography","Broad ethnicity","Gender","Gender_type","Teacher","Teacher_type","School","School_type","Value","Value_type","Value_note","Headcount"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","!"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","!"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","82.2","%","","3700"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","3.6","%","","200"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","14.2","%","","600"
"Number of teachers","2016","Year","White - British","16+1","England","White","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","88.1","%","","N/A"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","N/A"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","7.5","%","","N/A"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Indian ","16+1","England","Asian","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","N/A"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black - African","16+1","England","Black","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","N/A"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","91.8","%","","N/A"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.7","%","","N/A"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","5.5","%","","N/A"
"Number of teachers","2016","Year","White - British","16+1","England","White","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","91.3","%","","N/A"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","4.3","%","","N/A"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Indian ","16+1","England","Asian","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","4.3","%","","N/A"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black - African","16+1","England","Black","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","92","%","","N/A"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","8","%","","N/A"
"Number of teachers","2016","Year","White - British","16+1","England","White","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","86.4","%","","N/A"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.3","%","","N/A"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","9.1","%","","N/A"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Indian ","16+1","England","Asian","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black - African","16+1","England","Black","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.3","%","","N/A"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","91.7","%","","N/A"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","4.2","%","","N/A"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","Heads","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","4.2","%","","N/A"
"Number of teachers","2016","Year","White - British","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","88.6","%","","N/A"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.4","%","","N/A"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","3.2","%","","N/A"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","Indian ","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.2","%","","N/A"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","N/A"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","N/A"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.2","%","","N/A"
"Number of teachers","2016","Year","Black - African","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","N/A"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","N/A"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.5","%","","N/A"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","85.7","%","","N/A"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.2","%","","N/A"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","12.1","%","","N/A"
"Number of teachers","2016","Year","White - British","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","86.5","%","","N/A"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.2","%","","N/A"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","3.2","%","","N/A"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","N/A"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Indian ","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.2","%","","N/A"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","N/A"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","N/A"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Black - African","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","N/A"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","3.8","%","","N/A"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","86.4","%","","N/A"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","N/A"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","12.6","%","","N/A"
"Number of teachers","2016","Year","White - British","16+1","England","White","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","89.1","%","","N/A"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.2","%","","N/A"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","3.2","%","","N/A"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","N/A"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","Indian ","16+1","England","Asian","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1","%","","N/A"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","N/A"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","1.4","%","","N/A"
"Number of teachers","2016","Year","Black - African","16+1","England","Black","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","N/A"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","N/A"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","!","%","","N/A"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.2","%","","N/A"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","85.5","%","","N/A"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","2.4","%","","N/A"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","12.1","%","","N/A"
"Number of teachers","2016","Year","White - British","16+1","England","White","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","Centrally employed","All/Nursery and Primary/Secondary/Special/Centrally employed","91.7","%","","N/A"
