"Title","Household income"
"Location","United Kingdom"
"Time period","2013/14 to 2015/16"
"Data source","Department for Work and Pensions"
"Data source link","https://www.gov.uk/government/statistics/family-resources-survey-financial-year-201516"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","16 March 2017"
"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Numerator","Upper bound","Lower bound","Note"
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","1,323","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","1,323","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","1,323","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","1,323","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","1,323","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","15","1,323","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","473","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","473","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","473","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","14","473","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","473","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","473","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","473","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","473","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","473","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","473","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2012/13-2014/15","Three-year average","Other ethnic group","ONS 5+2","K02000001","ONS geography code","All","All","All","All","19","473","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","59,004","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","59,004","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","59,004","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","59,004","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","59,004","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","59,004","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","59,004","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","59,004","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","59,004","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","59,004","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","All","ONS 5+2","K02000001","ONS geography code","All","All","All","All","24","59,004","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","54,399","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","54,399","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","54,399","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","54,399","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","54,399","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","54,399","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","54,399","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","54,399","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","54,399","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","54,399","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","White","ONS 5+2","K02000001","ONS geography code","All","All","All","All","24","54,399","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","51,964","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","51,964","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","51,964","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","51,964","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","51,964","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","51,964","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","51,964","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","51,964","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","51,964","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","51,964","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","White British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","24","51,964","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","2,435","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,435","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,435","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,435","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,435","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,435","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,435","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","2,435","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","2,435","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,435","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","White non-British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","29","2,435","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","471","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","471","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","14","471","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","471","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","471","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","471","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","471","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","471","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","471","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","471","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","K02000001","ONS geography code","All","All","All","All","23","471","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","2,317","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","2,317","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","2,317","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,317","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","2,317","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","2,317","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","2,317","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","2,317","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,317","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","2,317","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","Asian/ Asian British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","29","2,317","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","993","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","993","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","993","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","993","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","993","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","993","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","993","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","993","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","993","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","993","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","Indian","ONS 5+2","K02000001","ONS geography code","All","All","All","All","35","993","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","3","567","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","567","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","567","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","567","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","567","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","567","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","567","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","567","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","567","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","567","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","Pakistani","ONS 5+2","K02000001","ONS geography code","All","All","All","All","17","567","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","-","206","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","206","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","206","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","16","206","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","206","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","206","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","206","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","206","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","206","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","3","206","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","Bangladeshi","ONS 5+2","K02000001","ONS geography code","All","All","All","All","21","206","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","209","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","209","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","8","209","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","209","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","13","209","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","209","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","209","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","209","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","209","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","6","209","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","Chinese","ONS 5+2","K02000001","ONS geography code","All","All","All","All","30","209","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","2","342","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","342","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","342","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","342","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","342","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","9","342","","","",""
"Percentages of households with incomes of  £600 but 
less than 
£700 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","11","342","","","",""
"Percentages of households with incomes of  £700 but 
less than 
£800 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","342","","","",""
"Percentages of households with incomes of  £800 but 
less than 
£900 by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","342","","","",""
"Percentages of households with incomes of  £900 but less than £1,000  by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","5","342","","","",""
"Percentages of households with incomes of  £1,000 or more  by ethnic group of head","2013/14-2015/16","Three-year average","Any other Asian background","ONS 5+2","K02000001","ONS geography code","All","All","All","All","33","342","","","",""
"Percentages of households with incomes of  Less than 
£100 a week by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","4","1,352","","","",""
"Percentages of households with incomes of  £100 but 
less than 
£200 by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","7","1,352","","","",""
"Percentages of households with incomes of  £200 but 
less than 
£300 by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","1,352","","","",""
"Percentages of households with incomes of  £300 but 
less than 
£400 by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","1,352","","","",""
"Percentages of households with incomes of  £400 but 
less than 
£500 by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","12","1,352","","","",""
"Percentages of households with incomes of  £500 but 
less than 
£600 by ethnic group of head","2013/14-2015/16","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","ONS geography code","All","All","All","All","10","1,352","","","",""
