"Title","Fire and rescue services workforce"
"Location","England"
"Time period","2011 to 2017"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/fire-and-rescue-workforce-and-pensions-statistics-england-april-2016-to-march-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-13"
"Ethnicity","Area","Type","Value","Value_type","Headcount"
"Mixed","Leicestershire","Wholetime firefighters","1.2","%","4"
"Mixed","Lincolnshire","Fire Control","0","%","0"
"Mixed","Lincolnshire","Retained Duty System firefighters","1.6","%","7"
"Mixed","Lincolnshire","Support Staff","0","%","0"
"Mixed","Lincolnshire","Total Staff","1.2","%","8"
"Mixed","Lincolnshire","Total firefighters","1.3","%","8"
"Mixed","Lincolnshire","Wholetime firefighters","0.6","%","1"
"Mixed","Merseyside","Fire Control","0","%","0"
"Mixed","Merseyside","Retained Duty System firefighters","3.5","%","11"
"Mixed","Merseyside","Support Staff","1.3","%","4"
"Mixed","Merseyside","Total Staff","2.2","%","28"
"Mixed","Merseyside","Total firefighters","2.5","%","24"
"Mixed","Merseyside","Wholetime firefighters","2","%","13"
"Mixed","Metropolitan fire and rescue authorities","Fire Control","3.3","%","10"
"Mixed","Metropolitan fire and rescue authorities","Retained Duty System firefighters","2.1","%","12"
"Mixed","Metropolitan fire and rescue authorities","Support Staff","2.3","%","59"
"Mixed","Metropolitan fire and rescue authorities","Total Staff","2.9","%","388"
"Mixed","Metropolitan fire and rescue authorities","Total firefighters","3","%","319"
"Mixed","Metropolitan fire and rescue authorities","Wholetime firefighters","3.1","%","307"
"Mixed","Non Metropolitan fire and rescue authorities","Fire Control","1.7","%","12"
"Mixed","Non Metropolitan fire and rescue authorities","Retained Duty System firefighters","0.7","%","70"
"Mixed","Non Metropolitan fire and rescue authorities","Support Staff","0.7","%","30"
"Mixed","Non Metropolitan fire and rescue authorities","Total Staff","0.9","%","230"
"Mixed","Non Metropolitan fire and rescue authorities","Total firefighters","0.9","%","188"
"Mixed","Non Metropolitan fire and rescue authorities","Wholetime firefighters","1.1","%","118"
"Mixed","Norfolk","Fire Control","6.3","%","1"
"Mixed","Norfolk","Retained Duty System firefighters","0.3","%","1"
"Mixed","Norfolk","Support Staff","0","%","0"
"Mixed","Norfolk","Total Staff","0.5","%","3"
"Mixed","Norfolk","Total firefighters","0.4","%","2"
"Mixed","Norfolk","Wholetime firefighters","0.5","%","1"
"Mixed","North West Fire Control","Fire Control","0","%","0"
"Mixed","North West Fire Control","Retained Duty System firefighters","N.A","%","0"
"Mixed","North West Fire Control","Support Staff","0","%","0"
"Mixed","North West Fire Control","Total Staff","0","%","0"
"Mixed","North West Fire Control","Total firefighters","N.A","%","0"
"Mixed","North West Fire Control","Wholetime firefighters","N.A","%","0"
"Mixed","North Yorkshire","Fire Control","0","%","0"
"Mixed","North Yorkshire","Retained Duty System firefighters","0","%","0"
"Mixed","North Yorkshire","Support Staff","0","%","0"
"Mixed","North Yorkshire","Total Staff","0.2","%","1"
"Mixed","North Yorkshire","Total firefighters","0.2","%","1"
"Mixed","North Yorkshire","Wholetime firefighters","0.4","%","1"
"Mixed","Northamptonshire","Fire Control","6.3","%","1"
"Mixed","Northamptonshire","Retained Duty System firefighters","1.9","%","3"
"Mixed","Northamptonshire","Support Staff","4.4","%","2"
"Mixed","Northamptonshire","Total Staff","2.5","%","11"
"Mixed","Northamptonshire","Total firefighters","2.1","%","8"
"Mixed","Northamptonshire","Wholetime firefighters","2.3","%","5"
"Mixed","Northumberland","Fire Control","0","%","0"
"Mixed","Northumberland","Retained Duty System firefighters","1.3","%","2"
"Mixed","Northumberland","Support Staff","0","%","0"
"Mixed","Northumberland","Total Staff","0.6","%","2"
"Mixed","Northumberland","Total firefighters","0.7","%","2"
"Mixed","Northumberland","Wholetime firefighters","0","%","0"
"Mixed","Nottinghamshire","Fire Control","0","%","0"
"Mixed","Nottinghamshire","Retained Duty System firefighters","0.8","%","2"
"Mixed","Nottinghamshire","Support Staff","0.7","%","1"
"Mixed","Nottinghamshire","Total Staff","1.5","%","13"
"Mixed","Nottinghamshire","Total firefighters","1.8","%","12"
"Mixed","Nottinghamshire","Wholetime firefighters","2.3","%","10"
"Mixed","Oxfordshire","Fire Control","N.A","%","0"
"Mixed","Oxfordshire","Retained Duty System firefighters","0.3","%","1"
"Mixed","Oxfordshire","Support Staff","0","%","0"
"Mixed","Oxfordshire","Total Staff","0.5","%","3"
"Mixed","Oxfordshire","Total firefighters","0.6","%","3"
"Mixed","Oxfordshire","Wholetime firefighters","0.9","%","2"
"Mixed","Shropshire","Fire Control","0","%","0"
"Mixed","Shropshire","Retained Duty System firefighters","0","%","0"
"Mixed","Shropshire","Support Staff","0","%","0"
"Mixed","Shropshire","Total Staff","0","%","0"
"Mixed","Shropshire","Total firefighters","0","%","0"
"Mixed","Shropshire","Wholetime firefighters","0","%","0"
"Mixed","South Yorkshire","Fire Control","4","%","1"
"Mixed","South Yorkshire","Retained Duty System firefighters","1.3","%","1"
"Mixed","South Yorkshire","Support Staff","1","%","2"
"Mixed","South Yorkshire","Total Staff","1","%","9"
"Mixed","South Yorkshire","Total firefighters","0.9","%","6"
"Mixed","South Yorkshire","Wholetime firefighters","0.9","%","5"
"Mixed","Staffordshire","Fire Control","N.A","%","0"
"Mixed","Staffordshire","Retained Duty System firefighters","N.A","%","0"
"Mixed","Staffordshire","Support Staff","N.A","%","0"
"Mixed","Staffordshire","Total Staff","0","%","0"
"Mixed","Staffordshire","Total firefighters","?","%","0"
"Mixed","Staffordshire","Wholetime firefighters","0","%","0"
"Mixed","Suffolk","Fire Control","N.A","%","0"
"Mixed","Suffolk","Retained Duty System firefighters","0.6","%","2"
"Mixed","Suffolk","Support Staff","0","%","0"
"Mixed","Suffolk","Total Staff","0.7","%","4"
"Mixed","Suffolk","Total firefighters","0.8","%","4"
"Mixed","Suffolk","Wholetime firefighters","1","%","2"
"Mixed","Surrey","Fire Control","0","%","0"
"Mixed","Surrey","Retained Duty System firefighters","0.9","%","1"
"Mixed","Surrey","Support Staff","1.6","%","1"
"Mixed","Surrey","Total Staff","1.3","%","9"
"Mixed","Surrey","Total firefighters","1.4","%","8"
"Mixed","Surrey","Wholetime firefighters","1.5","%","7"
"Mixed","Tyne and Wear","Fire Control","0","%","0"
"Mixed","Tyne and Wear","Retained Duty System firefighters","0","%","0"
"Mixed","Tyne and Wear","Support Staff","0.6","%","1"
"Mixed","Tyne and Wear","Total Staff","0.5","%","4"
"Mixed","Tyne and Wear","Total firefighters","0.5","%","3"
"Mixed","Tyne and Wear","Wholetime firefighters","0.5","%","3"
"Mixed","Warwickshire","Fire Control","0","%","0"
"Mixed","Warwickshire","Retained Duty System firefighters","0","%","0"
"Mixed","Warwickshire","Support Staff","0","%","0"
"Mixed","Warwickshire","Total Staff","0.8","%","3"
"Mixed","Warwickshire","Total firefighters","1","%","3"
"Mixed","Warwickshire","Wholetime firefighters","1.5","%","3"
"Mixed","West Midlands","Fire Control","0","%","0"
"Mixed","West Midlands","Retained Duty System firefighters","0","%","0"
"Mixed","West Midlands","Support Staff","2.9","%","13"
"Mixed","West Midlands","Total Staff","2.6","%","50"
"Mixed","West Midlands","Total firefighters","2.7","%","37"
"Mixed","West Midlands","Wholetime firefighters","2.7","%","37"
"Mixed","West Sussex","Fire Control","N.A","%","0"
"Mixed","West Sussex","Retained Duty System firefighters","0.5","%","1"
"Mixed","West Sussex","Support Staff","0","%","0"
"Mixed","West Sussex","Total Staff","0.5","%","3"
"Mixed","West Sussex","Total firefighters","0.6","%","3"
"Mixed","West Sussex","Wholetime firefighters","0.7","%","2"
"Mixed","West Yorkshire","Fire Control","2","%","1"
"Mixed","West Yorkshire","Retained Duty System firefighters","0","%","0"
"Mixed","West Yorkshire","Support Staff","1.1","%","3"
"Mixed","West Yorkshire","Total Staff","1.7","%","25"
"Mixed","West Yorkshire","Total firefighters","1.9","%","21"
"Mixed","West Yorkshire","Wholetime firefighters","2.2","%","21"
"Unknown","Avon","Fire Control","N.A","%","7"
"Unknown","Avon","Retained Duty System firefighters","N.A","%","17"
"Unknown","Avon","Support Staff","N.A","%","15"
"Unknown","Avon","Total Staff","N.A","%","64"
"Unknown","Avon","Total firefighters","N.A","%","42"
"Unknown","Avon","Wholetime firefighters","N.A","%","25"
"Unknown","Bedfordshire","Fire Control","N.A","%","14"
"Unknown","Bedfordshire","Retained Duty System firefighters","N.A","%","62"
"Unknown","Bedfordshire","Support Staff","N.A","%","37"
"Unknown","Bedfordshire","Total Staff","N.A","%","216"
"Unknown","Bedfordshire","Total firefighters","N/A","%","165"
"Unknown","Bedfordshire","Wholetime firefighters","N.A","%","103"
"Unknown","Berkshire","Fire Control","N.A","%","2"
"Unknown","Berkshire","Retained Duty System firefighters","N.A","%","0"
"Unknown","Berkshire","Support Staff","N.A","%","7"
"Unknown","Berkshire","Total Staff","N.A","%","9"
"Unknown","Berkshire","Total firefighters","N.A","%","0"
"Unknown","Berkshire","Wholetime firefighters","N.A","%","0"
"Unknown","Buckinghamshire","Fire Control","N.A","%","0"
"Unknown","Buckinghamshire","Retained Duty System firefighters","N.A","%","14"
"Unknown","Buckinghamshire","Support Staff","N.A","%","11"
"Unknown","Buckinghamshire","Total Staff","N.A","%","57"
"Unknown","Buckinghamshire","Total firefighters","N.A","%","46"
"Unknown","Buckinghamshire","Wholetime firefighters","N.A","%","32"
"Unknown","Cambridgeshire","Fire Control","N.A","%","2"
"Unknown","Cambridgeshire","Retained Duty System firefighters","N.A","%","9"
"Unknown","Cambridgeshire","Support Staff","N.A","%","5"
"Unknown","Cambridgeshire","Total Staff","N.A","%","27"
"Unknown","Cambridgeshire","Total firefighters","N.A","%","20"
"Unknown","Cambridgeshire","Wholetime firefighters","N.A","%","11"
"Unknown","Cheshire","Fire Control","N.A","%","0"
"Unknown","Cheshire","Retained Duty System firefighters","N.A","%","3"
"Unknown","Cheshire","Support Staff","N.A","%","7"
"Unknown","Cheshire","Total Staff","N.A","%","18"
"Unknown","Cheshire","Total firefighters","N.A","%","11"
"Unknown","Cheshire","Wholetime firefighters","N.A","%","8"
"Unknown","Cleveland","Fire Control","N.A","%","0"
"Unknown","Cleveland","Retained Duty System firefighters","N.A","%","0"
"Unknown","Cleveland","Support Staff","N.A","%","0"
"Unknown","Cleveland","Total Staff","N.A","%","0"
"Unknown","Cleveland","Total firefighters","N.A","%","0"
"Unknown","Cleveland","Wholetime firefighters","N.A","%","0"
"Unknown","Cornwall","Fire Control","N.A","%","1"
"Unknown","Cornwall","Retained Duty System firefighters","N.A","%","50"
"Unknown","Cornwall","Support Staff","N.A","%","22"
"Unknown","Cornwall","Total Staff","N.A","%","85"
"Unknown","Cornwall","Total firefighters","N.A","%","62"
"Unknown","Cornwall","Wholetime firefighters","N.A","%","12"
"Unknown","Cumbria","Fire Control","N.A","%","0"
"Unknown","Cumbria","Retained Duty System firefighters","N.A","%","81"
"Unknown","Cumbria","Support Staff","N.A","%","2"
"Unknown","Cumbria","Total Staff","N.A","%","98"
"Unknown","Cumbria","Total firefighters","N.A","%","96"
"Unknown","Cumbria","Wholetime firefighters","N.A","%","15"
"Unknown","Derbyshire","Fire Control","N.A","%","0"
"Unknown","Derbyshire","Retained Duty System firefighters","N.A","%","9"
"Unknown","Derbyshire","Support Staff","N.A","%","8"
"Unknown","Derbyshire","Total Staff","N.A","%","26"
"Unknown","Derbyshire","Total firefighters","N.A","%","18"
"Unknown","Derbyshire","Wholetime firefighters","N.A","%","9"
"Unknown","Devon and Somerset","Fire Control","N.A","%","0"
"Unknown","Devon and Somerset","Retained Duty System firefighters","N.A","%","66"
"Unknown","Devon and Somerset","Support Staff","N.A","%","22"
"Unknown","Devon and Somerset","Total Staff","N.A","%","133"
"Unknown","Devon and Somerset","Total firefighters","N.A","%","111"
"Unknown","Devon and Somerset","Wholetime firefighters","N.A","%","45"
"Unknown","Dorset and Wiltshire","Fire Control","N.A","%","11"
"Unknown","Dorset and Wiltshire","Retained Duty System firefighters","N.A","%","60"
"Unknown","Dorset and Wiltshire","Support Staff","N.A","%","33"
"Unknown","Dorset and Wiltshire","Total Staff","N.A","%","115"
"Unknown","Dorset and Wiltshire","Total firefighters","N.A","%","71"
"Unknown","Dorset and Wiltshire","Wholetime firefighters","N.A","%","11"
"Unknown","Durham","Fire Control","N.A","%","1"
"Unknown","Durham","Retained Duty System firefighters","N.A","%","15"
"Unknown","Durham","Support Staff","N.A","%","4"
"Unknown","Durham","Total Staff","N.A","%","24"
"Unknown","Durham","Total firefighters","N.A","%","19"
"Unknown","Durham","Wholetime firefighters","N.A","%","4"
"Unknown","East Sussex","Fire Control","N.A","%","3"
"Unknown","East Sussex","Retained Duty System firefighters","N.A","%","11"
"Unknown","East Sussex","Support Staff","N.A","%","2"
"Unknown","East Sussex","Total Staff","N.A","%","30"
"Unknown","East Sussex","Total firefighters","N.A","%","25"
"Unknown","East Sussex","Wholetime firefighters","N.A","%","14"
"Unknown","England","Fire Control","N.A","%","95"
"Unknown","England","Retained Duty System firefighters","N.A","%","2113"
"Unknown","England","Support Staff","N.A","%","879"
"Unknown","England","Total Staff","N.A","%","5022"
"Unknown","England","Total firefighters","N.A","%","4048"
"Unknown","England","Wholetime firefighters","N.A","%","1935"
"Unknown","Essex","Fire Control","N.A","%","13"
"Unknown","Essex","Retained Duty System firefighters","N.A","%","214"
"Unknown","Essex","Support Staff","N.A","%","108"
"Unknown","Essex","Total Staff","N.A","%","735"
"Unknown","Essex","Total firefighters","N.A","%","614"
"Unknown","Essex","Wholetime firefighters","N.A","%","400"
"Unknown","Gloucestershire","Fire Control","N.A","%","1"
"Unknown","Gloucestershire","Retained Duty System firefighters","N.A","%","52"
"Unknown","Gloucestershire","Support Staff","N.A","%","10"
"Unknown","Gloucestershire","Total Staff","N.A","%","93"
"Unknown","Gloucestershire","Total firefighters","N.A","%","82"
"Unknown","Gloucestershire","Wholetime firefighters","N.A","%","30"
"Unknown","Greater London","Fire Control","N.A","%","2"
"Unknown","Greater London","Retained Duty System firefighters","N.A","%","0"
"Unknown","Greater London","Support Staff","N.A","%","5"
"Unknown","Greater London","Total Staff","N.A","%","84"
"Unknown","Greater London","Total firefighters","N.A","%","77"
"Unknown","Greater London","Wholetime firefighters","N.A","%","77"
"Unknown","Greater Manchester","Fire Control","N.A","%","0"
"Unknown","Greater Manchester","Retained Duty System firefighters","N.A","%","0"
"Unknown","Greater Manchester","Support Staff","N.A","%","29"
"Unknown","Greater Manchester","Total Staff","N.A","%","107"
"Unknown","Greater Manchester","Total firefighters","N.A","%","78"
"Unknown","Greater Manchester","Wholetime firefighters","N.A","%","78"
"Unknown","Hampshire","Fire Control","N.A","%","2"
"Unknown","Hampshire","Retained Duty System firefighters","N.A","%","135"
"Unknown","Hampshire","Support Staff","N.A","%","56"
"Unknown","Hampshire","Total Staff","N.A","%","246"
"Unknown","Hampshire","Total firefighters","N.A","%","188"
"Unknown","Hampshire","Wholetime firefighters","N.A","%","53"
"Unknown","Hereford and Worcester","Fire Control","N.A","%","0"
"Unknown","Hereford and Worcester","Retained Duty System firefighters","N.A","%","6"
"Unknown","Hereford and Worcester","Support Staff","N.A","%","2"
"Unknown","Hereford and Worcester","Total Staff","N.A","%","11"
"Unknown","Hereford and Worcester","Total firefighters","N.A","%","9"
"Unknown","Hereford and Worcester","Wholetime firefighters","N.A","%","3"
"Unknown","Hertfordshire","Fire Control","N.A","%","0"
"Unknown","Hertfordshire","Retained Duty System firefighters","N.A","%","10"
"Unknown","Hertfordshire","Support Staff","N.A","%","4"
"Unknown","Hertfordshire","Total Staff","N.A","%","38"
"Unknown","Hertfordshire","Total firefighters","N.A","%","34"
"Unknown","Hertfordshire","Wholetime firefighters","N.A","%","24"
"Unknown","Humberside","Fire Control","N.A","%","1"
"Unknown","Humberside","Retained Duty System firefighters","N.A","%","65"
"Unknown","Humberside","Support Staff","N.A","%","51"
"Unknown","Humberside","Total Staff","N.A","%","137"
"Unknown","Humberside","Total firefighters","N.A","%","85"
"Unknown","Humberside","Wholetime firefighters","N.A","%","20"
"Unknown","Isle Of Wight","Fire Control","N.A","%","0"
"Unknown","Isle Of Wight","Retained Duty System firefighters","N.A","%","0"
"Unknown","Isle Of Wight","Support Staff","N.A","%","0"
"Unknown","Isle Of Wight","Total Staff","N.A","%","0"
"Unknown","Isle Of Wight","Total firefighters","N.A","%","0"
"Unknown","Isle Of Wight","Wholetime firefighters","N.A","%","0"
"Unknown","Isles of Scilly","Fire Control","N.A","%","0"
"Unknown","Isles of Scilly","Retained Duty System firefighters","N.A","%","0"
"Unknown","Isles of Scilly","Support Staff","N.A","%","0"
"Unknown","Isles of Scilly","Total Staff","N.A","%","0"
"Unknown","Isles of Scilly","Total firefighters","N.A","%","0"
"Unknown","Isles of Scilly","Wholetime firefighters","N.A","%","0"
"Unknown","Kent","Fire Control","N.A","%","9"
"Unknown","Kent","Retained Duty System firefighters","N.A","%","185"
"Unknown","Kent","Support Staff","N.A","%","36"
"Unknown","Kent","Total Staff","N.A","%","460"
"Unknown","Kent","Total firefighters","N.A","%","415"
"Unknown","Kent","Wholetime firefighters","N.A","%","230"
"Unknown","Lancashire","Fire Control","N.A","%","0"
"Unknown","Lancashire","Retained Duty System firefighters","N.A","%","16"
"Unknown","Lancashire","Support Staff","N.A","%","14"
"Unknown","Lancashire","Total Staff","N.A","%","37"
"Unknown","Lancashire","Total firefighters","N.A","%","23"
"Unknown","Lancashire","Wholetime firefighters","N.A","%","7"
"Unknown","Leicestershire","Fire Control","N.A","%","3"
"Unknown","Leicestershire","Retained Duty System firefighters","N.A","%","11"
"Unknown","Leicestershire","Support Staff","N.A","%","5"
"Unknown","Leicestershire","Total Staff","N.A","%","37"
"Unknown","Leicestershire","Total firefighters","N.A","%","29"
"Unknown","Leicestershire","Wholetime firefighters","N.A","%","18"
"Unknown","Lincolnshire","Fire Control","N.A","%","1"
"Unknown","Lincolnshire","Retained Duty System firefighters","N.A","%","10"
"Unknown","Lincolnshire","Support Staff","N.A","%","2"
"Unknown","Lincolnshire","Total Staff","N.A","%","22"
"Unknown","Lincolnshire","Total firefighters","N.A","%","19"
"Unknown","Lincolnshire","Wholetime firefighters","N.A","%","9"
"Unknown","Merseyside","Fire Control","N.A","%","0"
"Unknown","Merseyside","Retained Duty System firefighters","N.A","%","1"
"Unknown","Merseyside","Support Staff","N.A","%","7"
"Unknown","Merseyside","Total Staff","N.A","%","14"
"Unknown","Merseyside","Total firefighters","N.A","%","7"
"Unknown","Merseyside","Wholetime firefighters","N.A","%","6"
"Unknown","Metropolitan fire and rescue authorities","Fire Control","N.A","%","4"
"Unknown","Metropolitan fire and rescue authorities","Retained Duty System firefighters","N.A","%","6"
"Unknown","Metropolitan fire and rescue authorities","Support Staff","N.A","%","48"
"Unknown","Metropolitan fire and rescue authorities","Total Staff","N.A","%","244"
"Unknown","Metropolitan fire and rescue authorities","Total firefighters","N.A","%","192"
"Unknown","Metropolitan fire and rescue authorities","Wholetime firefighters","N.A","%","186"
"Unknown","Non Metropolitan fire and rescue authorities","Fire Control","N.A","%","91"
"Unknown","Non Metropolitan fire and rescue authorities","Retained Duty System firefighters","N.A","%","2107"
"Unknown","Non Metropolitan fire and rescue authorities","Support Staff","N.A","%","831"
"Unknown","Non Metropolitan fire and rescue authorities","Total Staff","N.A","%","4778"
"Unknown","Non Metropolitan fire and rescue authorities","Total firefighters","N.A","%","3856"
"Unknown","Non Metropolitan fire and rescue authorities","Wholetime firefighters","N.A","%","1749"
"Unknown","Norfolk","Fire Control","N.A","%","7"
"Unknown","Norfolk","Retained Duty System firefighters","N.A","%","125"
"Unknown","Norfolk","Support Staff","N.A","%","20"
"Unknown","Norfolk","Total Staff","N.A","%","221"
"Unknown","Norfolk","Total firefighters","N.A","%","194"
"Unknown","Norfolk","Wholetime firefighters","N.A","%","69"
"Unknown","North West Fire Control","Fire Control","N.A","%","0"
"Unknown","North West Fire Control","Retained Duty System firefighters","N.A","%","0"
"Unknown","North West Fire Control","Support Staff","N.A","%","0"
"Unknown","North West Fire Control","Total Staff","N.A","%","0"
"Unknown","North West Fire Control","Total firefighters","N.A","%","0"
"Unknown","North West Fire Control","Wholetime firefighters","N.A","%","0"
"Unknown","North Yorkshire","Fire Control","N.A","%","0"
"Unknown","North Yorkshire","Retained Duty System firefighters","N.A","%","92"
"Unknown","North Yorkshire","Support Staff","N.A","%","3"
"Unknown","North Yorkshire","Total Staff","N.A","%","144"
"Unknown","North Yorkshire","Total firefighters","N.A","%","141"
"Unknown","North Yorkshire","Wholetime firefighters","N.A","%","49"
"Unknown","Northamptonshire","Fire Control","N.A","%","2"
"Unknown","Northamptonshire","Retained Duty System firefighters","N.A","%","48"
"Unknown","Northamptonshire","Support Staff","N.A","%","16"
"Unknown","Northamptonshire","Total Staff","N.A","%","99"
"Unknown","Northamptonshire","Total firefighters","N.A","%","81"
"Unknown","Northamptonshire","Wholetime firefighters","N.A","%","33"
"Unknown","Northumberland","Fire Control","N.A","%","0"
"Unknown","Northumberland","Retained Duty System firefighters","N.A","%","4"
"Unknown","Northumberland","Support Staff","N.A","%","5"
"Unknown","Northumberland","Total Staff","N.A","%","22"
"Unknown","Northumberland","Total firefighters","N.A","%","17"
"Unknown","Northumberland","Wholetime firefighters","N.A","%","13"
"Unknown","Nottinghamshire","Fire Control","N.A","%","1"
"Unknown","Nottinghamshire","Retained Duty System firefighters","N.A","%","12"
"Unknown","Nottinghamshire","Support Staff","N.A","%","16"
"Unknown","Nottinghamshire","Total Staff","N.A","%","60"
"Unknown","Nottinghamshire","Total firefighters","N.A","%","43"
"Unknown","Nottinghamshire","Wholetime firefighters","N.A","%","31"
"Unknown","Oxfordshire","Fire Control","N.A","%","0"
"Unknown","Oxfordshire","Retained Duty System firefighters","N.A","%","19"
"Unknown","Oxfordshire","Support Staff","N.A","%","4"
"Unknown","Oxfordshire","Total Staff","N.A","%","26"
"Unknown","Oxfordshire","Total firefighters","N.A","%","22"
"Unknown","Oxfordshire","Wholetime firefighters","N.A","%","3"
"Unknown","Shropshire","Fire Control","N.A","%","3"
"Unknown","Shropshire","Retained Duty System firefighters","N.A","%","112"
"Unknown","Shropshire","Support Staff","N.A","%","14"
"Unknown","Shropshire","Total Staff","N.A","%","163"
"Unknown","Shropshire","Total firefighters","N.A","%","146"
"Unknown","Shropshire","Wholetime firefighters","N.A","%","34"
"Unknown","South Yorkshire","Fire Control","N.A","%","0"
"Unknown","South Yorkshire","Retained Duty System firefighters","N.A","%","4"
"Unknown","South Yorkshire","Support Staff","N.A","%","2"
"Unknown","South Yorkshire","Total Staff","N.A","%","8"
"Unknown","South Yorkshire","Total firefighters","N.A","%","6"
"Unknown","South Yorkshire","Wholetime firefighters","N.A","%","2"
"Unknown","Staffordshire","Fire Control","N.A","%","0"
"Unknown","Staffordshire","Retained Duty System firefighters","N.A","%","381"
"Unknown","Staffordshire","Support Staff","N.A","%","218"
"Unknown","Staffordshire","Total Staff","N.A","%","908"
"Unknown","Staffordshire","Total firefighters","N.A","%","690"
"Unknown","Staffordshire","Wholetime firefighters","N.A","%","309"
"Unknown","Suffolk","Fire Control","N.A","%","0"
"Unknown","Suffolk","Retained Duty System firefighters","N.A","%","104"
"Unknown","Suffolk","Support Staff","N.A","%","10"
"Unknown","Suffolk","Total Staff","N.A","%","145"
"Unknown","Suffolk","Total firefighters","N.A","%","135"
"Unknown","Suffolk","Wholetime firefighters","N.A","%","31"
"Unknown","Surrey","Fire Control","N.A","%","2"
"Unknown","Surrey","Retained Duty System firefighters","N.A","%","4"
"Unknown","Surrey","Support Staff","N.A","%","10"
"Unknown","Surrey","Total Staff","N.A","%","49"
"Unknown","Surrey","Total firefighters","N.A","%","37"
"Unknown","Surrey","Wholetime firefighters","N.A","%","33"
"Unknown","Tyne and Wear","Fire Control","N.A","%","0"
"Unknown","Tyne and Wear","Retained Duty System firefighters","N.A","%","0"
"Unknown","Tyne and Wear","Support Staff","N.A","%","1"
"Unknown","Tyne and Wear","Total Staff","N.A","%","5"
"Unknown","Tyne and Wear","Total firefighters","N.A","%","4"
"Unknown","Tyne and Wear","Wholetime firefighters","N.A","%","4"
"Unknown","Warwickshire","Fire Control","N.A","%","5"
"Unknown","Warwickshire","Retained Duty System firefighters","N.A","%","44"
"Unknown","Warwickshire","Support Staff","N.A","%","5"
"Unknown","Warwickshire","Total Staff","N.A","%","83"
"Unknown","Warwickshire","Total firefighters","N.A","%","73"
"Unknown","Warwickshire","Wholetime firefighters","N.A","%","29"
"Unknown","West Midlands","Fire Control","N.A","%","2"
"Unknown","West Midlands","Retained Duty System firefighters","N.A","%","0"
"Unknown","West Midlands","Support Staff","N.A","%","4"
"Unknown","West Midlands","Total Staff","N.A","%","25"
"Unknown","West Midlands","Total firefighters","N.A","%","19"
"Unknown","West Midlands","Wholetime firefighters","N.A","%","19"
"Unknown","West Sussex","Fire Control","N.A","%","0"
"Unknown","West Sussex","Retained Duty System firefighters","N.A","%","61"
"Unknown","West Sussex","Support Staff","N.A","%","47"
"Unknown","West Sussex","Total Staff","N.A","%","140"
"Unknown","West Sussex","Total firefighters","N.A","%","93"
"Unknown","West Sussex","Wholetime firefighters","N.A","%","32"
"Unknown","West Yorkshire","Fire Control","N.A","%","0"
"Unknown","West Yorkshire","Retained Duty System firefighters","N.A","%","1"
"Unknown","West Yorkshire","Support Staff","N.A","%","0"
"Unknown","West Yorkshire","Total Staff","N.A","%","1"
"Unknown","West Yorkshire","Total firefighters","N.A","%","1"
"Unknown","West Yorkshire","Wholetime firefighters","N.A","%","0"
"White","Avon","Fire Control","97","%","32"
"White","Avon","Retained Duty System firefighters","99","%","197"
"White","Avon","Support Staff","98.2","%","110"
"White","Avon","Total Staff","97.8","%","790"
"White","Avon","Total firefighters","97.7","%","648"
"White","Avon","Wholetime firefighters","97.2","%","451"
"White","Bedfordshire","Fire Control","90.9","%","10"
"White","Bedfordshire","Retained Duty System firefighters","98.8","%","85"
"White","Bedfordshire","Support Staff","90.1","%","91"
"White","Bedfordshire","Total Staff","95.2","%","356"
"White","Bedfordshire","Total firefighters","?","%","255"
"White","Bedfordshire","Wholetime firefighters","96.6","%","170"
"White","Berkshire","Fire Control","97","%","32"
"White","Berkshire","Retained Duty System firefighters","100","%","61"
"White","Berkshire","Support Staff","93.1","%","108"
"White","Berkshire","Total Staff","96.8","%","571"
"White","Berkshire","Total firefighters","97.7","%","431"
"White","Berkshire","Wholetime firefighters","97.4","%","370"
"White","Buckinghamshire","Fire Control","N.A","%","0"
"White","Buckinghamshire","Retained Duty System firefighters","98.5","%","128"
"White","Buckinghamshire","Support Staff","96","%","95"
"White","Buckinghamshire","Total Staff","97.6","%","438"
"White","Buckinghamshire","Total firefighters","98","%","343"
"White","Buckinghamshire","Wholetime firefighters","97.7","%","215"
"White","Cambridgeshire","Fire Control","97.2","%","35"
"White","Cambridgeshire","Retained Duty System firefighters","98.1","%","211"
"White","Cambridgeshire","Support Staff","96","%","120"
"White","Cambridgeshire","Total Staff","97.3","%","617"
"White","Cambridgeshire","Total firefighters","97.7","%","462"
"White","Cambridgeshire","Wholetime firefighters","97.3","%","251"
"White","Cheshire","Fire Control","N.A","%","0"
"White","Cheshire","Retained Duty System firefighters","97.7","%","259"
"White","Cheshire","Support Staff","98.6","%","217"
"White","Cheshire","Total Staff","98.3","%","869"
"White","Cheshire","Total firefighters","98.2","%","652"
"White","Cheshire","Wholetime firefighters","98.5","%","393"
"White","Cleveland","Fire Control","100","%","21"
"White","Cleveland","Retained Duty System firefighters","99.1","%","115"
"White","Cleveland","Support Staff","96.7","%","118"
"White","Cleveland","Total Staff","98.1","%","577"
"White","Cleveland","Total firefighters","98.4","%","438"
"White","Cleveland","Wholetime firefighters","98.2","%","323"
