"Title","Jobseeker’s Allowance: how long people claim for"
"Location","England, Wales and Scotland"
"Time period","May 2012 to April 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Month","Ethnicity","Duration","Region","Caseload","Value","Value"
"Nov-2015","All","over 13 and up to 26 weeks","London","17,620","17.5%",""
"Nov-2015","White","over 13 and up to 26 weeks","London","6,590","16.9%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","London","9,535","18.0%",""
"Nov-2015","White British","over 13 and up to 26 weeks","London","5,265","17.2%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","London","1,325","15.7%",""
"Nov-2015","Black","over 13 and up to 26 weeks","London","5,365","18.0%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","London","2,215","18.0%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","London","890","18.6%",""
"Nov-2015","Other","over 13 and up to 26 weeks","London","1,065","18.0%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","London","1,495","16.6%",""
"Nov-2015","All","over 26 and up to 52 weeks","London","15,870","15.7%",""
"Nov-2015","White","over 26 and up to 52 weeks","London","5,475","14.0%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","London","8,850","16.7%",""
"Nov-2015","White British","over 26 and up to 52 weeks","London","4,490","14.7%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","London","985","11.6%",""
"Nov-2015","Black","over 26 and up to 52 weeks","London","5,055","16.9%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","London","2,035","16.5%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","London","755","15.8%",""
"Nov-2015","Other","over 26 and up to 52 weeks","London","1,010","17.1%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","London","1,545","17.2%",""
"Nov-2015","All","over 52 and up to 78 weeks","London","7,140","7.1%",""
"Nov-2015","White","over 52 and up to 78 weeks","London","2,535","6.5%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","London","3,890","7.4%",""
"Nov-2015","White British","over 52 and up to 78 weeks","London","2,075","6.8%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","London","460","5.4%",""
"Nov-2015","Black","over 52 and up to 78 weeks","London","2,265","7.6%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","London","835","6.8%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","London","325","6.8%",""
"Nov-2015","Other","over 52 and up to 78 weeks","London","465","7.9%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","London","720","8.0%",""
"Nov-2015","All","over 78 and up to 104 weeks","London","3,765","3.7%",""
"Nov-2015","White","over 78 and up to 104 weeks","London","1,395","3.6%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","London","2,005","3.8%",""
"Nov-2015","White British","over 78 and up to 104 weeks","London","1,095","3.6%",""
"Nov-2015","White Other","over 78 and up to 104 weeks","London","300","3.5%",""
"Nov-2015","Black","over 78 and up to 104 weeks","London","1,170","3.9%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","London","445","3.6%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","London","170","3.6%",""
"Nov-2015","Other","over 78 and up to 104 weeks","London","220","3.7%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","London","365","4.1%",""
"Nov-2015","All","over 104 weeks","London","14,840","14.7%",""
"Nov-2015","White","over 104 weeks","London","5,925","15.2%",""
"Nov-2015","Ethnic Minority","over 104 weeks","London","7,595","14.4%",""
"Nov-2015","White British","over 104 weeks","London","4,970","16.2%",""
"Nov-2015","White Other","over 104 weeks","London","955","11.3%",""
"Nov-2015","Black","over 104 weeks","London","4,825","16.2%",""
"Nov-2015","Asian","over 104 weeks","London","1,525","12.4%",""
"Nov-2015","Mixed","over 104 weeks","London","575","12.0%",""
"Nov-2015","Other","over 104 weeks","London","675","11.4%",""
"Nov-2015","Unreported","over 104 weeks","London","1,320","14.7%",""
"Nov-2015","All","All","North East","43,780","100.0%",""
"Nov-2015","White","All","North East","40,370","100.0%",""
"Nov-2015","Ethnic Minority","All","North East","2,215","100.0%",""
"Nov-2015","White British","All","North East","39,775","100.0%",""
"Nov-2015","White Other","All","North East","595","100.0%",""
"Nov-2015","Black","All","North East","615","100.0%",""
"Nov-2015","Asian","All","North East","710","100.0%",""
"Nov-2015","Mixed","All","North East","275","100.0%",""
"Nov-2015","Other","All","North East","615","100.0%",""
"Nov-2015","Unreported","All","North East","1,195","100.0%",""
"Nov-2015","All","13 weeks or less","North East","18,820","43.0%",""
"Nov-2015","White","13 weeks or less","North East","17,460","43.2%",""
"Nov-2015","Ethnic Minority","13 weeks or less","North East","950","42.9%",""
"Nov-2015","White British","13 weeks or less","North East","17,145","43.1%",""
"Nov-2015","White Other","13 weeks or less","North East","315","52.9%",""
"Nov-2015","Black","13 weeks or less","North East","270","43.9%",""
"Nov-2015","Asian","13 weeks or less","North East","295","41.5%",""
"Nov-2015","Mixed","13 weeks or less","North East","130","47.3%",""
"Nov-2015","Other","13 weeks or less","North East","255","41.5%",""
"Nov-2015","Unreported","13 weeks or less","North East","405","33.9%",""
"Nov-2015","All","over 13 and up to 26 weeks","North East","6,800","15.5%",""
"Nov-2015","White","over 13 and up to 26 weeks","North East","6,130","15.2%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","North East","475","21.4%",""
"Nov-2015","White British","over 13 and up to 26 weeks","North East","6,020","15.1%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","North East","110","18.5%",""
"Nov-2015","Black","over 13 and up to 26 weeks","North East","140","22.8%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","North East","145","20.4%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","North East","55","20.0%",""
"Nov-2015","Other","over 13 and up to 26 weeks","North East","135","22.0%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","North East","195","16.3%",""
"Nov-2015","All","over 26 and up to 52 weeks","North East","6,260","14.3%",""
"Nov-2015","White","over 26 and up to 52 weeks","North East","5,700","14.1%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","North East","380","17.2%",""
"Nov-2015","White British","over 26 and up to 52 weeks","North East","5,630","14.2%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","North East","70","11.8%",""
"Nov-2015","Black","over 26 and up to 52 weeks","North East","110","17.9%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","North East","120","16.9%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","North East","35","12.7%",""
"Nov-2015","Other","over 26 and up to 52 weeks","North East","115","18.7%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","North East","180","15.1%",""
"Nov-2015","All","over 52 and up to 78 weeks","North East","3,005","6.9%",""
"Nov-2015","White","over 52 and up to 78 weeks","North East","2,755","6.8%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","North East","160","7.2%",""
"Nov-2015","White British","over 52 and up to 78 weeks","North East","2,730","6.9%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","North East","30","5.0%",""
"Nov-2015","Black","over 52 and up to 78 weeks","North East","40","6.5%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","North East","50","7.0%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","North East","25","9.1%",""
"Nov-2015","Other","over 52 and up to 78 weeks","North East","50","8.1%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","North East","85","7.1%",""
"Nov-2015","All","over 78 and up to 104 weeks","North East","1,380","3.2%",""
"Nov-2015","White","over 78 and up to 104 weeks","North East","1,290","3.2%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","North East","50","2.3%",""
"Nov-2015","White British","over 78 and up to 104 weeks","North East","1,275","3.2%",""
"Nov-2015","White Other","over 78 and up to 104 weeks","North East","15","2.5%",""
"Nov-2015","Black","over 78 and up to 104 weeks","North East","10","1.6%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","North East","20","2.8%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","North East","5","1.8%",""
"Nov-2015","Other","over 78 and up to 104 weeks","North East","15","2.4%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","North East","35","2.9%",""
"Nov-2015","All","over 104 weeks","North East","7,525","17.2%",""
"Nov-2015","White","over 104 weeks","North East","7,035","17.4%",""
"Nov-2015","Ethnic Minority","over 104 weeks","North East","195","8.8%",""
"Nov-2015","White British","over 104 weeks","North East","6,980","17.5%",""
"Nov-2015","White Other","over 104 weeks","North East","55","9.2%",""
"Nov-2015","Black","over 104 weeks","North East","50","8.1%",""
"Nov-2015","Asian","over 104 weeks","North East","75","10.6%",""
"Nov-2015","Mixed","over 104 weeks","North East","25","9.1%",""
"Nov-2015","Other","over 104 weeks","North East","45","7.3%",""
"Nov-2015","Unreported","over 104 weeks","North East","290","24.3%",""
"Nov-2015","All","All","North West","59,530","100.0%",""
"Nov-2015","White","All","North West","47,775","100.0%",""
"Nov-2015","Ethnic Minority","All","North West","9,340","100.0%",""
"Nov-2015","White British","All","North West","45,880","100.0%",""
"Nov-2015","White Other","All","North West","1,895","100.0%",""
"Nov-2015","Black","All","North West","2,940","100.0%",""
"Nov-2015","Asian","All","North West","3,720","100.0%",""
"Nov-2015","Mixed","All","North West","1,030","100.0%",""
"Nov-2015","Other","All","North West","1,650","100.0%",""
"Nov-2015","Unreported","All","North West","2,415","100.0%",""
"Nov-2015","All","13 weeks or less","North West","22,635","38.0%",""
"Nov-2015","White","13 weeks or less","North West","17,945","37.6%",""
"Nov-2015","Ethnic Minority","13 weeks or less","North West","3,750","40.1%",""
"Nov-2015","White British","13 weeks or less","North West","16,840","36.7%",""
"Nov-2015","White Other","13 weeks or less","North West","1,105","58.3%",""
"Nov-2015","Black","13 weeks or less","North West","1,110","37.8%",""
"Nov-2015","Asian","13 weeks or less","North West","1,485","39.9%",""
"Nov-2015","Mixed","13 weeks or less","North West","430","41.7%",""
"Nov-2015","Other","13 weeks or less","North West","725","43.9%",""
"Nov-2015","Unreported","13 weeks or less","North West","940","38.9%",""
"Nov-2015","All","over 13 and up to 26 weeks","North West","8,375","14.1%",""
"Nov-2015","White","over 13 and up to 26 weeks","North West","6,480","13.6%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","North West","1,550","16.6%",""
"Nov-2015","White British","over 13 and up to 26 weeks","North West","6,190","13.5%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","North West","290","15.3%",""
"Nov-2015","Black","over 13 and up to 26 weeks","North West","485","16.5%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","North West","590","15.9%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","North West","180","17.5%",""
"Nov-2015","Other","over 13 and up to 26 weeks","North West","295","17.9%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","North West","345","14.3%",""
"Nov-2015","All","over 26 and up to 52 weeks","North West","8,775","14.7%",""
"Nov-2015","White","over 26 and up to 52 weeks","North West","6,695","14.0%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","North West","1,690","18.1%",""
"Nov-2015","White British","over 26 and up to 52 weeks","North West","6,505","14.2%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","North West","190","10.0%",""
"Nov-2015","Black","over 26 and up to 52 weeks","North West","545","18.5%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","North West","690","18.5%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","North West","150","14.6%",""
"Nov-2015","Other","over 26 and up to 52 weeks","North West","305","18.5%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","North West","390","16.1%",""
"Nov-2015","All","over 52 and up to 78 weeks","North West","5,235","8.8%",""
"Nov-2015","White","over 52 and up to 78 weeks","North West","4,260","8.9%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","North West","785","8.4%",""
"Nov-2015","White British","over 52 and up to 78 weeks","North West","4,150","9.0%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","North West","110","5.8%",""
"Nov-2015","Black","over 52 and up to 78 weeks","North West","250","8.5%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","North West","305","8.2%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","North West","100","9.7%",""
"Nov-2015","Other","over 52 and up to 78 weeks","North West","130","7.9%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","North West","190","7.9%",""
"Nov-2015","All","over 78 and up to 104 weeks","North West","2,990","5.0%",""
"Nov-2015","White","over 78 and up to 104 weeks","North West","2,510","5.3%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","North West","385","4.1%",""
"Nov-2015","White British","over 78 and up to 104 weeks","North West","2,455","5.4%",""
"Nov-2015","White Other","over 78 and up to 104 weeks","North West","55","2.9%",""
"Nov-2015","Black","over 78 and up to 104 weeks","North West","125","4.3%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","North West","170","4.6%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","North West","35","3.4%",""
"Nov-2015","Other","over 78 and up to 104 weeks","North West","60","3.6%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","North West","95","3.9%",""
"Nov-2015","All","over 104 weeks","North West","11,520","19.4%",""
"Nov-2015","White","over 104 weeks","North West","9,885","20.7%",""
"Nov-2015","Ethnic Minority","over 104 weeks","North West","1,175","12.6%",""
"Nov-2015","White British","over 104 weeks","North West","9,740","21.2%",""
"Nov-2015","White Other","over 104 weeks","North West","150","7.9%",""
"Nov-2015","Black","over 104 weeks","North West","415","14.1%",""
"Nov-2015","Asian","over 104 weeks","North West","480","12.9%",""
"Nov-2015","Mixed","over 104 weeks","North West","140","13.6%",""
"Nov-2015","Other","over 104 weeks","North West","140","8.5%",""
"Nov-2015","Unreported","over 104 weeks","North West","460","19.0%",""
"Nov-2015","All","All","Scotland","60,290","100.0%",""
"Nov-2015","White","All","Scotland","55,690","100.0%",""
"Nov-2015","Ethnic Minority","All","Scotland","2,615","100.0%",""
"Nov-2015","White British","All","Scotland","53,855","100.0%",""
"Nov-2015","White Other","All","Scotland","1,835","100.0%",""
"Nov-2015","Black","All","Scotland","780","100.0%",""
"Nov-2015","Asian","All","Scotland","835","100.0%",""
"Nov-2015","Mixed","All","Scotland","320","100.0%",""
"Nov-2015","Other","All","Scotland","680","100.0%",""
"Nov-2015","Unreported","All","Scotland","1,985","100.0%",""
"Nov-2015","All","13 weeks or less","Scotland","23,225","38.5%",""
"Nov-2015","White","13 weeks or less","Scotland","21,420","38.5%",""
"Nov-2015","Ethnic Minority","13 weeks or less","Scotland","1,060","40.5%",""
"Nov-2015","White British","13 weeks or less","Scotland","20,290","37.7%",""
"Nov-2015","White Other","13 weeks or less","Scotland","1,130","61.6%",""
"Nov-2015","Black","13 weeks or less","Scotland","340","43.6%",""
"Nov-2015","Asian","13 weeks or less","Scotland","300","35.9%",""
"Nov-2015","Mixed","13 weeks or less","Scotland","135","42.2%",""
"Nov-2015","Other","13 weeks or less","Scotland","285","41.9%",""
"Nov-2015","Unreported","13 weeks or less","Scotland","745","37.5%",""
"Nov-2015","All","over 13 and up to 26 weeks","Scotland","10,080","16.7%",""
"Nov-2015","White","over 13 and up to 26 weeks","Scotland","9,240","16.6%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","Scotland","550","21.0%",""
"Nov-2015","White British","over 13 and up to 26 weeks","Scotland","8,940","16.6%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","Scotland","295","16.1%",""
"Nov-2015","Black","over 13 and up to 26 weeks","Scotland","160","20.5%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","Scotland","190","22.8%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","Scotland","65","20.3%",""
"Nov-2015","Other","over 13 and up to 26 weeks","Scotland","135","19.9%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","Scotland","290","14.6%",""
"Nov-2015","All","over 26 and up to 52 weeks","Scotland","10,240","17.0%",""
"Nov-2015","White","over 26 and up to 52 weeks","Scotland","9,400","16.9%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","Scotland","505","19.3%",""
"Nov-2015","White British","over 26 and up to 52 weeks","Scotland","9,220","17.1%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","Scotland","180","9.8%",""
"Nov-2015","Black","over 26 and up to 52 weeks","Scotland","150","19.2%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","Scotland","175","21.0%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","Scotland","55","17.2%",""
"Nov-2015","Other","over 26 and up to 52 weeks","Scotland","125","18.4%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","Scotland","330","16.6%",""
"Nov-2015","All","over 52 and up to 78 weeks","Scotland","4,790","7.9%",""
"Nov-2015","White","over 52 and up to 78 weeks","Scotland","4,450","8.0%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","Scotland","205","7.8%",""
"Nov-2015","White British","over 52 and up to 78 weeks","Scotland","4,380","8.1%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","Scotland","75","4.1%",""
"Nov-2015","Black","over 52 and up to 78 weeks","Scotland","65","8.3%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","Scotland","60","7.2%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","Scotland","20","6.3%",""
"Nov-2015","Other","over 52 and up to 78 weeks","Scotland","55","8.1%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","Scotland","135","6.8%",""
"Nov-2015","All","over 78 and up to 104 weeks","Scotland","2,230","3.7%",""
"Nov-2015","White","over 78 and up to 104 weeks","Scotland","2,095","3.8%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","Scotland","80","3.1%",""
"Nov-2015","White British","over 78 and up to 104 weeks","Scotland","2,045","3.8%",""
"Nov-2015","White Other","over 78 and up to 104 weeks","Scotland","50","2.7%",""
"Nov-2015","Black","over 78 and up to 104 weeks","Scotland","20","2.6%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","Scotland","25","3.0%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","Scotland","15","4.7%",""
"Nov-2015","Other","over 78 and up to 104 weeks","Scotland","20","2.9%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","Scotland","55","2.8%",""
"Nov-2015","All","over 104 weeks","Scotland","9,725","16.1%",""
"Nov-2015","White","over 104 weeks","Scotland","9,080","16.3%",""
"Nov-2015","Ethnic Minority","over 104 weeks","Scotland","215","8.2%",""
"Nov-2015","White British","over 104 weeks","Scotland","8,975","16.7%",""
"Nov-2015","White Other","over 104 weeks","Scotland","105","5.7%",""
"Nov-2015","Black","over 104 weeks","Scotland","50","6.4%",""
"Nov-2015","Asian","over 104 weeks","Scotland","90","10.8%",""
"Nov-2015","Mixed","over 104 weeks","Scotland","25","7.8%",""
"Nov-2015","Other","over 104 weeks","Scotland","55","8.1%",""
"Nov-2015","Unreported","over 104 weeks","Scotland","430","21.7%",""
"Nov-2015","All","All","South East","51,710","100.0%",""
"Nov-2015","White","All","South East","44,300","100.0%",""
"Nov-2015","Ethnic Minority","All","South East","5,570","100.0%",""
"Nov-2015","White British","All","South East","42,015","100.0%",""
"Nov-2015","White Other","All","South East","2,285","100.0%",""
"Nov-2015","Black","All","South East","1,870","100.0%",""
"Nov-2015","Asian","All","South East","2,215","100.0%",""
"Nov-2015","Mixed","All","South East","915","100.0%",""
"Nov-2015","Other","All","South East","570","100.0%",""
"Nov-2015","Unreported","All","South East","1,845","100.0%",""
"Nov-2015","All","13 weeks or less","South East","24,065","46.5%",""
"Nov-2015","White","13 weeks or less","South East","20,610","46.5%",""
"Nov-2015","Ethnic Minority","13 weeks or less","South East","2,560","46.0%",""
"Nov-2015","White British","13 weeks or less","South East","19,230","45.8%",""
"Nov-2015","White Other","13 weeks or less","South East","1,375","60.2%",""
"Nov-2015","Black","13 weeks or less","South East","825","44.1%",""
"Nov-2015","Asian","13 weeks or less","South East","995","44.9%",""
"Nov-2015","Mixed","13 weeks or less","South East","460","50.3%",""
"Nov-2015","Other","13 weeks or less","South East","280","49.1%",""
"Nov-2015","Unreported","13 weeks or less","South East","900","48.8%",""
"Nov-2015","All","over 13 and up to 26 weeks","South East","8,775","17.0%",""
"Nov-2015","White","over 13 and up to 26 weeks","South East","7,380","16.7%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","South East","1,095","19.7%",""
"Nov-2015","White British","over 13 and up to 26 weeks","South East","7,015","16.7%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","South East","365","16.0%",""
"Nov-2015","Black","over 13 and up to 26 weeks","South East","365","19.5%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","South East","445","20.1%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","South East","180","19.7%",""
"Nov-2015","Other","over 13 and up to 26 weeks","South East","100","17.5%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","South East","300","16.3%",""
"Nov-2015","All","over 26 and up to 52 weeks","South East","7,710","14.9%",""
"Nov-2015","White","over 26 and up to 52 weeks","South East","6,555","14.8%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","South East","930","16.7%",""
"Nov-2015","White British","over 26 and up to 52 weeks","South East","6,335","15.1%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","South East","220","9.6%",""
"Nov-2015","Black","over 26 and up to 52 weeks","South East","340","18.2%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","South East","380","17.2%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","South East","130","14.2%",""
"Nov-2015","Other","over 26 and up to 52 weeks","South East","85","14.9%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","South East","225","12.2%",""
"Nov-2015","All","over 52 and up to 78 weeks","South East","3,345","6.5%",""
"Nov-2015","White","over 52 and up to 78 weeks","South East","2,900","6.5%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","South East","340","6.1%",""
"Nov-2015","White British","over 52 and up to 78 weeks","South East","2,795","6.7%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","South East","110","4.8%",""
"Nov-2015","Black","over 52 and up to 78 weeks","South East","115","6.1%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","South East","135","6.1%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","South East","45","4.9%",""
"Nov-2015","Other","over 52 and up to 78 weeks","South East","40","7.0%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","South East","105","5.7%",""
"Nov-2015","All","over 78 and up to 104 weeks","South East","1,610","3.1%",""
"Nov-2015","White","over 78 and up to 104 weeks","South East","1,400","3.2%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","South East","160","2.9%",""
"Nov-2015","White British","over 78 and up to 104 weeks","South East","1,345","3.2%",""
"Nov-2015","White Other","over 78 and up to 104 weeks","South East","55","2.4%",""
"Nov-2015","Black","over 78 and up to 104 weeks","South East","50","2.7%",""
"Nov-2015","Asian","over 78 and up to 104 weeks","South East","65","2.9%",""
"Nov-2015","Mixed","over 78 and up to 104 weeks","South East","20","2.2%",""
"Nov-2015","Other","over 78 and up to 104 weeks","South East","20","3.5%",""
"Nov-2015","Unreported","over 78 and up to 104 weeks","South East","50","2.7%",""
"Nov-2015","All","over 104 weeks","South East","6,205","12.0%",""
"Nov-2015","White","over 104 weeks","South East","5,450","12.3%",""
"Nov-2015","Ethnic Minority","over 104 weeks","South East","490","8.8%",""
"Nov-2015","White British","over 104 weeks","South East","5,290","12.6%",""
"Nov-2015","White Other","over 104 weeks","South East","160","7.0%",""
"Nov-2015","Black","over 104 weeks","South East","170","9.1%",""
"Nov-2015","Asian","over 104 weeks","South East","195","8.8%",""
"Nov-2015","Mixed","over 104 weeks","South East","80","8.7%",""
"Nov-2015","Other","over 104 weeks","South East","45","7.9%",""
"Nov-2015","Unreported","over 104 weeks","South East","260","14.1%",""
"Nov-2015","All","All","South West","31,735","100.0%",""
"Nov-2015","White","All","South West","28,260","100.0%",""
"Nov-2015","Ethnic Minority","All","South West","2,480","100.0%",""
"Nov-2015","White British","All","South West","27,060","100.0%",""
"Nov-2015","White Other","All","South West","1,200","100.0%",""
"Nov-2015","Black","All","South West","1,185","100.0%",""
"Nov-2015","Asian","All","South West","460","100.0%",""
"Nov-2015","Mixed","All","South West","520","100.0%",""
"Nov-2015","Other","All","South West","315","100.0%",""
"Nov-2015","Unreported","All","South West","995","100.0%",""
"Nov-2015","All","13 weeks or less","South West","15,205","47.9%",""
"Nov-2015","White","13 weeks or less","South West","13,685","48.4%",""
"Nov-2015","Ethnic Minority","13 weeks or less","South West","1,060","42.7%",""
"Nov-2015","White British","13 weeks or less","South West","12,930","47.8%",""
"Nov-2015","White Other","13 weeks or less","South West","755","62.9%",""
"Nov-2015","Black","13 weeks or less","South West","455","38.4%",""
"Nov-2015","Asian","13 weeks or less","South West","210","45.7%",""
"Nov-2015","Mixed","13 weeks or less","South West","265","51.0%",""
"Nov-2015","Other","13 weeks or less","South West","130","41.3%",""
"Nov-2015","Unreported","13 weeks or less","South West","460","46.2%",""
"Nov-2015","All","over 13 and up to 26 weeks","South West","5,540","17.5%",""
"Nov-2015","White","over 13 and up to 26 weeks","South West","4,935","17.5%",""
"Nov-2015","Ethnic Minority","over 13 and up to 26 weeks","South West","450","18.1%",""
"Nov-2015","White British","over 13 and up to 26 weeks","South West","4,730","17.5%",""
"Nov-2015","White Other","over 13 and up to 26 weeks","South West","205","17.1%",""
"Nov-2015","Black","over 13 and up to 26 weeks","South West","210","17.7%",""
"Nov-2015","Asian","over 13 and up to 26 weeks","South West","100","21.7%",""
"Nov-2015","Mixed","over 13 and up to 26 weeks","South West","80","15.4%",""
"Nov-2015","Other","over 13 and up to 26 weeks","South West","60","19.0%",""
"Nov-2015","Unreported","over 13 and up to 26 weeks","South West","155","15.6%",""
"Nov-2015","All","over 26 and up to 52 weeks","South West","4,735","14.9%",""
"Nov-2015","White","over 26 and up to 52 weeks","South West","4,145","14.7%",""
"Nov-2015","Ethnic Minority","over 26 and up to 52 weeks","South West","460","18.5%",""
"Nov-2015","White British","over 26 and up to 52 weeks","South West","4,030","14.9%",""
"Nov-2015","White Other","over 26 and up to 52 weeks","South West","115","9.6%",""
"Nov-2015","Black","over 26 and up to 52 weeks","South West","245","20.7%",""
"Nov-2015","Asian","over 26 and up to 52 weeks","South West","80","17.4%",""
"Nov-2015","Mixed","over 26 and up to 52 weeks","South West","80","15.4%",""
"Nov-2015","Other","over 26 and up to 52 weeks","South West","60","19.0%",""
"Nov-2015","Unreported","over 26 and up to 52 weeks","South West","125","12.6%",""
"Nov-2015","All","over 52 and up to 78 weeks","South West","1,960","6.2%",""
"Nov-2015","White","over 52 and up to 78 weeks","South West","1,710","6.1%",""
"Nov-2015","Ethnic Minority","over 52 and up to 78 weeks","South West","185","7.5%",""
"Nov-2015","White British","over 52 and up to 78 weeks","South West","1,665","6.2%",""
"Nov-2015","White Other","over 52 and up to 78 weeks","South West","45","3.8%",""
"Nov-2015","Black","over 52 and up to 78 weeks","South West","100","8.4%",""
"Nov-2015","Asian","over 52 and up to 78 weeks","South West","25","5.4%",""
"Nov-2015","Mixed","over 52 and up to 78 weeks","South West","35","6.7%",""
"Nov-2015","Other","over 52 and up to 78 weeks","South West","25","7.9%",""
"Nov-2015","Unreported","over 52 and up to 78 weeks","South West","65","6.5%",""
"Nov-2015","All","over 78 and up to 104 weeks","South West","905","2.9%",""
"Nov-2015","White","over 78 and up to 104 weeks","South West","795","2.8%",""
"Nov-2015","Ethnic Minority","over 78 and up to 104 weeks","South West","75","3.0%",""
"Nov-2015","White British","over 78 and up to 104 weeks","South West","775","2.9%",""
