"Title","Employment and Support Allowance: sanctions"
"Location","England, Wales and Scotland"
"Time period","February 2013 to November 2016"
"Data source","Department for Work and Pensions"
"Data source link","https://stat-xplore.dwp.gov.uk/webapi/jsf/login.xhtml"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-05"
"Date","Date type","Region","Region type","Age","Age type","Ethnicity","Ethnicity type","Numerator","Numerator type","Denominator","Denominator type","Rate","Rate type","Suppression","Suppression type"
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","All","All","434","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","70,680","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","8","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,324","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","673","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","28","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,971","Number of ESA claimants matching geographic, ethnicity and age status ","0.7","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","9","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","550","Number of ESA claimants matching geographic, ethnicity and age status ","1.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","423","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","27","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","4,887","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","377","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","61,818","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","370","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","60,812","Number of ESA claimants matching geographic, ethnicity and age status ","0.6","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","North West","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","13","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,007","Number of ESA claimants matching geographic, ethnicity and age status ","1.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","All","All","188","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","66,981","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","526","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","91","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","864","Number of ESA claimants matching geographic, ethnicity and age status ","0.7","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","84","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","162","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","11","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","4,249","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","176","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","61,871","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","174","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","61,190","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Scotland","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","676","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","All","All","173","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","46,987","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,125","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","530","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,397","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","414","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","5","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","331","Number of ESA claimants matching geographic, ethnicity and age status ","1.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","17","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,750","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","150","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","40,838","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","148","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","39,794","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South East","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,043","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","All","All","71","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","34,775","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","231","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","406","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","5","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,011","Number of ESA claimants matching geographic, ethnicity and age status ","0.5","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","238","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","139","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,062","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","64","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","31,699","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","61","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","31,142","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","South West","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","5","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","559","Number of ESA claimants matching geographic, ethnicity and age status ","0.9","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","All","All","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","6","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","7","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Unknown or missing Region","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","!","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","All","All","69","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","36,500","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","211","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","91","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","585","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","147","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","130","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,082","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","69","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","32,837","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","68","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","32,420","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Wales","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","421","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","All","All","81","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","45,610","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","9","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,443","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,326","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","11","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","5,769","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","6","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","552","Number of ESA claimants matching geographic, ethnicity and age status ","1.1","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","455","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","10","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","4,811","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","58","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","35,025","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","58","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","34,333","Number of ESA claimants matching geographic, ethnicity and age status ","0.2","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","West Midlands","Government Region","All ages","Age range of individuals sanctioned","White Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","692","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","All","All","115","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","38,813","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","Asian","ONS 5+2","8","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","1,916","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","Black","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","457","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","Ethnic Minority","ONS 2+1","13","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","3,001","Number of ESA claimants matching geographic, ethnicity and age status ","0.4","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","Mixed","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","330","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","Other","ONS 5+2","!","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","304","Number of ESA claimants matching geographic, ethnicity and age status ","!","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","Suppress","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","Unreported","ONS 2+1 /ONS 5+2","7","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","2,642","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","White","ONS 2+1","101","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","33,167","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
"November 2014","Month","Yorkshire and The Humber","Government Region","All ages","Age range of individuals sanctioned","White British","ONS 5+2","95","Number of adverse sanction decisions applied to individuals matching geographic, ethnicity and age status","32,742","Number of ESA claimants matching geographic, ethnicity and age status ","0.3","Sanctions per 100 people ( (Numerator / Denominator) x 100) )","","Disclosure control has been applied to this  to avoid the release of confidential data."
