"Title","Economic inactivity"
"Location","England, Wales and Scotland"
"Time period","2004 to 2017"
"Data source","Department for Work and Pensions"
"Data source link","https://www.nomisweb.co.uk/home/release_group.asp?g=16"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-09-21"
"measure","year","region","ethnicity","ethnicity_type","sex","age_band","value","confidence_interval","numerator","denominator","samp_size"
"Percentage of individuals employed","2013","North West","White Other","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","North West","White Other","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","North West","White Other","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","North West","White Other","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","North West","White Other","Detailed","Women","All (16-64)","28.1","13.9","20000","70000","100"
"Percentage of individuals employed","2013","Scotland","All","All","All","16-24","33.7","2.6","209000","618000","1250"
"Percentage of individuals employed","2013","Scotland","All","All","All","25-49","14.3","1.7","251000","1760000","1656"
"Percentage of individuals employed","2013","Scotland","All","All","All","50-64","31.8","1.7","330000","1038000","3050"
"Percentage of individuals employed","2013","Scotland","All","All","All","All (16-64)","23.1","1.1","790000","3416000","5956"
"Percentage of individuals employed","2013","Scotland","All","All","Men","16-24","30.9","3.8","96000","310000","577"
"Percentage of individuals employed","2013","Scotland","All","All","Men","25-49","9.3","2.6","80000","854000","471"
"Percentage of individuals employed","2013","Scotland","All","All","Men","50-64","26.0","2.5","131000","504000","1152"
"Percentage of individuals employed","2013","Scotland","All","All","Men","All (16-64)","18.4","1.6","307000","1669000","2200"
"Percentage of individuals employed","2013","Scotland","All","All","Women","16-24","36.6","3.6","113000","308000","673"
"Percentage of individuals employed","2013","Scotland","All","All","Women","25-49","19.0","2.2","172000","906000","1185"
"Percentage of individuals employed","2013","Scotland","All","All","Women","50-64","37.3","2.2","199000","534000","1898"
"Percentage of individuals employed","2013","Scotland","All","All","Women","All (16-64)","27.7","1.4","484000","1747000","3756"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","All","All (16-64)","36.9","13.5","28000","76000","123"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Asian","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Black","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Indian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Mixed","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other Asian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","All","16-24","56.8","20.5","14000","24000","56"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","All","25-49","27.1","13.8","22000","82000","99"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","All","50-64","35.9","25.1","5000","14000","35"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","All","All (16-64)","34.1","10.6","41000","119000","190"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Men","All (16-64)","24.5","16.8","15000","61000","63"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Women","25-49","39.9","17.4","16000","40000","76"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Other than White","White and Other","Women","All (16-64)","44.1","13.6","26000","58000","127"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Pakistani/Bangladeshi","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","Unknown","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","All","16-24","32.8","4.2","195000","594000","1192"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","All","25-49","13.6","2.7","229000","1677000","1554"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","All","50-64","31.8","2.6","325000","1023000","3012"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","All","All (16-64)","22.7","1.7","749000","3294000","5758"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Men","16-24","30.1","6.1","89000","297000","549"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Men","25-49","9.0","4.2","73000","813000","447"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Men","50-64","25.9","4","129000","497000","1138"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Men","All (16-64)","18.1","2.6","291000","1607000","2134"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Women","16-24","35.5","5.8","106000","297000","643"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Women","25-49","18.0","3.6","155000","865000","1107"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Women","50-64","37.3","3.5","196000","526000","1874"
"Percentage of individuals employed","2013","Scotland","White","ONS 2011 5+1","Women","All (16-64)","27.1","2.3","457000","1687000","3624"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","All","16-24","31.9","4.3","180000","564000","1140"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","All","25-49","13.7","2.8","213000","1554000","1471"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","All","50-64","31.9","2.7","319000","998000","2956"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","All","All (16-64)","22.8","1.7","711000","3116000","5567"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Men","16-24","29.1","6.1","82000","283000","525"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Men","25-49","9.1","4.3","68000","754000","428"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Men","50-64","26.0","4.1","126000","485000","1114"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Men","All (16-64)","18.2","2.6","276000","1521000","2067"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Women","16-24","34.6","5.9","97000","282000","615"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Women","25-49","18.1","3.7","144000","800000","1043"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Women","50-64","37.6","3.5","193000","513000","1842"
"Percentage of individuals employed","2013","Scotland","White British","Detailed","Women","All (16-64)","27.3","2.3","435000","1595000","3500"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","All","All (16-64)","20.8","9.1","37000","179000","191"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","Scotland","White Other","Detailed","Women","All (16-64)","24.0","11.9","22000","93000","124"
"Percentage of individuals employed","2013","South East","All","All","All","16-24","34.8","2.7","328000","944000","1232"
"Percentage of individuals employed","2013","South East","All","All","All","25-49","12.1","1.6","349000","2898000","1506"
"Percentage of individuals employed","2013","South East","All","All","All","50-64","25.5","1.9","410000","1606000","1982"
"Percentage of individuals employed","2013","South East","All","All","All","All (16-64)","20.0","1.1","1087000","5448000","4720"
"Percentage of individuals employed","2013","South East","All","All","Men","16-24","34.5","3.8","166000","480000","608"
"Percentage of individuals employed","2013","South East","All","All","Men","25-49","5.1","2.5","73000","1427000","302"
"Percentage of individuals employed","2013","South East","All","All","Men","50-64","18.2","2.9","144000","792000","690"
"Percentage of individuals employed","2013","South East","All","All","Men","All (16-64)","14.2","1.7","383000","2699000","1600"
"Percentage of individuals employed","2013","South East","All","All","Women","16-24","35.0","3.7","163000","464000","624"
"Percentage of individuals employed","2013","South East","All","All","Women","25-49","18.8","2.2","276000","1470000","1204"
"Percentage of individuals employed","2013","South East","All","All","Women","50-64","32.6","2.6","266000","814000","1292"
"Percentage of individuals employed","2013","South East","All","All","Women","All (16-64)","25.6","1.5","704000","2749000","3120"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","All","16-24","61.7","13.5","31000","50000","125"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","All","25-49","22.7","8.6","41000","182000","230"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","All","All (16-64)","30.5","6.9","82000","268000","423"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Men","All (16-64)","19.6","11.9","26000","132000","106"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Women","25-49","37.4","10.7","34000","92000","197"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Asian","ONS 2011 5+1","Women","All (16-64)","41.0","8.6","56000","136000","317"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","All","All (16-64)","22.3","12.1","20000","91000","114"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Black","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","All","All (16-64)","19.8","11.2","20000","100000","121"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Indian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Mixed","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","All","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other","ONS 2011 5+1","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","All","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","All","All (16-64)","36.6","12.8","34000","94000","135"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other Asian","Detailed","Women","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","All","16-24","57.6","9.6","63000","110000","254"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","All","25-49","20.0","6.8","61000","307000","336"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","All","50-64","21.2","12.3","15000","69000","106"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","All","All (16-64)","28.7","5.3","139000","486000","696"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Men","16-24","56.7","14.4","30000","53000","114"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Men","25-49","6.9","11.1","10000","146000","50"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Men","All (16-64)","18.6","8.7","43000","234000","191"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Women","16-24","58.4","12.9","33000","57000","140"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Women","25-49","31.8","8.5","51000","161000","286"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Women","50-64","33.7","16.5","12000","34000","79"
"Percentage of individuals employed","2013","South East","Other than White","White and Other","Women","All (16-64)","38.0","6.7","96000","252000","505"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","All","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","All","25-49","34.5","14.4","18000","51000","104"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","All","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","All","All (16-64)","37.1","11.6","27000","74000","167"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Men","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Men","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Men","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Men","All (16-64)","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Women","16-24","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Women","25-49","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Women","50-64","?","?","?","?","?"
"Percentage of individuals employed","2013","South East","Pakistani/Bangladeshi","Detailed","Women","All (16-64)","55.6","13.7","21000","37000","127"
"Percentage of individuals employed","2013","South East","Unknown","ONS 2011 5+1","All","25-49","?","?","?","?","?"
