"Title","Police workforce"
"Location","England and Wales"
"Time period","2007 to 2016"
"Data source","Home Office"
"Data source link","https://www.gov.uk/government/statistics/police-workforce-england-and-wales-31-march-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","21 July 2016"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Gender","Gender_type","Rank","Rank_type","Geography","Geography_type","FTE","Headcount","Population by ethnicity, gender, and PFA (based on 2011 Census)","Rate per 100,000 population by ethnicity, gender, and PFA (Based on FTE except Special Constables)","Proportion of workforce of this ethnicity in this aggregated rank, in this year, and this PFA (excludes unreported)","Proportion of population of this ethnicity in this PFA (based on 2011 Census)"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Cambridgeshire","Police Force Area","0","0","39,535","0","N/A","5%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Cheshire","Police Force Area","0","0","12,794","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Cleveland","Police Force Area","1","1","17,419","5.74","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Cumbria","Police Force Area","0","0","2,913","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Derbyshire","Police Force Area","2","2","36,871","5.42","N/A","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","11,694","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Dorset","Police Force Area","0","0","10,694","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Durham","Police Force Area","0","0","5,114","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","4,274","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Essex","Police Force Area","0","0","38,954","0","N/A","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Gloucestershire","Police Force Area","0","0","10,522","0","N/A","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Greater Manchester","Police Force Area","1","1","246,094","0.41","N/A","9%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Gwent","Police Force Area","0","0","10,076","0","N/A","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Hampshire","Police Force Area","0","0","57,352","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Hertfordshire","Police Force Area","0","0","64,119","0","N/A","6%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Humberside","Police Force Area","0","0","12,191","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Kent","Police Force Area","0","0","54,186","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Lancashire","Police Force Area","0","0","108,784","0","N/A","7%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Leicestershire","Police Force Area","0","0","155,740","0","N/A","15%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Lincolnshire","Police Force Area","0","0","5,579","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","9%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Merseyside","Police Force Area","0","0","18,851","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Metropolitan Police","Police Force Area","4","4","1,386,619","0.29","N/A","17%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Norfolk","Police Force Area","0","0","9,809","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","North Wales","Police Force Area","0","0","6,336","0","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","North Yorkshire","Police Force Area","1","1","9,914","10.09","N/A","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Northamptonshire","Police Force Area","0","0","22,581","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Northumbria","Police Force Area","0","0","37,782","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Nottinghamshire","Police Force Area","0","0","48,248","0","N/A","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","South Wales","Police Force Area","0","0","35,804","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","South Yorkshire","Police Force Area","0","0","54,660","0","N/A","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Staffordshire","Police Force Area","0","0","35,148","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Suffolk","Police Force Area","0","0","10,972","0","N/A","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Surrey","Police Force Area","0","0","54,037","0","N/A","5%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Sussex","Police Force Area","0","0","40,865","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Thames Valley","Police Force Area","1","1","192,541","0.52","N/A","8%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Warwickshire","Police Force Area","1","1","22,747","4.4","N/A","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","West Mercia","Police Force Area","0","0","21,715","0","N/A","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","West Midlands","Police Force Area","2","2","493,551","0.41","N/A","18%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","West Yorkshire","Police Force Area","1","1","280,764","0.36","N/A","13%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Superintendent","Detailed rank data","Wiltshire","Police Force Area","0","0","17,379","0","N/A","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","All - including BTP","Police Force Area","0","0","3,820,390","0","0%","7%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Avon & Somerset","Police Force Area","0","0","33,005","0","0%","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Bedfordshire","Police Force Area","0","0","81,480","0","0%","13%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","British Transport Police","Police Force Area","0","0","N/A","N/A","0%","N/A"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Cambridgeshire","Police Force Area","0","0","39,535","0","0%","5%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Cheshire","Police Force Area","0","0","12,794","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Cleveland","Police Force Area","0","0","17,419","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Cumbria","Police Force Area","0","0","2,913","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Derbyshire","Police Force Area","0","0","36,871","0","0%","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Devon & Cornwall","Police Force Area","0","0","11,694","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Dorset","Police Force Area","0","0","10,694","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Durham","Police Force Area","0","0","5,114","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Dyfed-Powys","Police Force Area","0","0","4,274","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Essex","Police Force Area","0","0","38,954","0","0%","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Gloucestershire","Police Force Area","0","0","10,522","0","0%","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Greater Manchester","Police Force Area","0","0","246,094","0","0%","9%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Gwent","Police Force Area","0","0","10,076","0","0%","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Hampshire","Police Force Area","0","0","57,352","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Hertfordshire","Police Force Area","0","0","64,119","0","0%","6%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Humberside","Police Force Area","0","0","12,191","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Kent","Police Force Area","0","0","54,186","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Lancashire","Police Force Area","0","0","108,784","0","0%","7%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Leicestershire","Police Force Area","0","0","155,740","0","0%","15%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Lincolnshire","Police Force Area","0","0","5,579","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","London, City of","Police Force Area","0","0","N/A","N/A","0%","9%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Merseyside","Police Force Area","0","0","18,851","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Metropolitan Police","Police Force Area","0","0","1,386,619","0","0%","17%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Norfolk","Police Force Area","0","0","9,809","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","North Wales","Police Force Area","0","0","6,336","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","North Yorkshire","Police Force Area","0","0","9,914","0","0%","1%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Northamptonshire","Police Force Area","0","0","22,581","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Northumbria","Police Force Area","0","0","37,782","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Nottinghamshire","Police Force Area","0","0","48,248","0","0%","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","South Wales","Police Force Area","0","0","35,804","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","South Yorkshire","Police Force Area","0","0","54,660","0","0%","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Staffordshire","Police Force Area","0","0","35,148","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Suffolk","Police Force Area","0","0","10,972","0","0%","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Surrey","Police Force Area","0","0","54,037","0","0%","5%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Sussex","Police Force Area","0","0","40,865","0","0%","3%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Thames Valley","Police Force Area","0","0","192,541","0","0%","8%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Warwickshire","Police Force Area","0","0","22,747","0","0%","4%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","West Mercia","Police Force Area","0","0","21,715","0","0%","2%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","West Midlands","Police Force Area","0","0","493,551","0","0%","18%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","West Yorkshire","Police Force Area","0","0","280,764","0","0%","13%"
"Rate per population","2012","As at 31/3","Asian","ONS 2001 5+1","All","All","Traffic Warden","Aggregate Officer/Staff","Wiltshire","Police Force Area","0","0","17,379","0","0%","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","All","All","All - including BTP","Police Force Area","3,895","4,390","1,864,890","208.84","2%","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","All - including BTP","Police Force Area","15","15","1,864,890","0.8","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Avon & Somerset","Police Force Area","1","1","30,923","3.23","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Bedfordshire","Police Force Area","0","0","29,725","0","N/A","5%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Cambridgeshire","Police Force Area","1","1","10,174","9.83","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Cheshire","Police Force Area","0","0","3,264","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Cleveland","Police Force Area","0","0","3,156","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Cumbria","Police Force Area","0","0","579","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Derbyshire","Police Force Area","0","0","10,090","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","4,106","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Dorset","Police Force Area","0","0","3,208","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Durham","Police Force Area","0","0","1,058","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","856","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Essex","Police Force Area","0","0","34,679","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Gloucestershire","Police Force Area","0","0","5,150","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Greater Manchester","Police Force Area","1","1","74,097","1.35","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Gwent","Police Force Area","0","0","3,185","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Hampshire","Police Force Area","1","1","17,445","5.73","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Hertfordshire","Police Force Area","0","0","31,401","0","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Humberside","Police Force Area","1","1","4,499","22.23","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Kent","Police Force Area","0","0","22,879","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Lancashire","Police Force Area","0","0","5,377","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Leicestershire","Police Force Area","0","0","24,623","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Lincolnshire","Police Force Area","0","0","2,561","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","London, City of","Police Force Area","3","3","N/A","N/A","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Merseyside","Police Force Area","0","0","14,552","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Metropolitan Police","Police Force Area","4","4","1,088,447","0.37","N/A","13%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Norfolk","Police Force Area","0","0","4,609","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","North Wales","Police Force Area","0","0","1,497","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","North Yorkshire","Police Force Area","0","0","3,618","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Northamptonshire","Police Force Area","0","0","16,923","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Northumbria","Police Force Area","0","0","9,006","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Nottinghamshire","Police Force Area","0","0","27,287","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","South Wales","Police Force Area","0","0","12,738","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","South Yorkshire","Police Force Area","0","0","25,752","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Staffordshire","Police Force Area","1","1","8,551","11.69","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Suffolk","Police Force Area","0","0","6,854","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Surrey","Police Force Area","0","0","12,430","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Sussex","Police Force Area","0","0","14,246","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Thames Valley","Police Force Area","1","1","69,013","1.45","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Warwickshire","Police Force Area","0","0","4,443","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","West Mercia","Police Force Area","0","0","5,062","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","West Midlands","Police Force Area","0","0","164,069","0","N/A","6%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","West Yorkshire","Police Force Area","1","1","46,476","2.15","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Inspector","Detailed rank data","Wiltshire","Police Force Area","0","0","6,089","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","All - including BTP","Police Force Area","0","0","1,864,890","0","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Avon & Somerset","Police Force Area","0","0","30,923","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Bedfordshire","Police Force Area","0","0","29,725","0","N/A","5%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","British Transport Police","Police Force Area","0","0","N/A","N/A","N/A","N/A"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Cambridgeshire","Police Force Area","0","0","10,174","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Cheshire","Police Force Area","0","0","3,264","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Cleveland","Police Force Area","0","0","3,156","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Cumbria","Police Force Area","0","0","579","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Derbyshire","Police Force Area","0","0","10,090","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Devon & Cornwall","Police Force Area","0","0","4,106","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Dorset","Police Force Area","0","0","3,208","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Durham","Police Force Area","0","0","1,058","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Dyfed-Powys","Police Force Area","0","0","856","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Essex","Police Force Area","0","0","34,679","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Gloucestershire","Police Force Area","0","0","5,150","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Greater Manchester","Police Force Area","0","0","74,097","0","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Gwent","Police Force Area","0","0","3,185","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Hampshire","Police Force Area","0","0","17,445","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Hertfordshire","Police Force Area","0","0","31,401","0","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Humberside","Police Force Area","0","0","4,499","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Kent","Police Force Area","0","0","22,879","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Lancashire","Police Force Area","0","0","5,377","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Leicestershire","Police Force Area","0","0","24,623","0","N/A","2%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Lincolnshire","Police Force Area","0","0","2,561","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","London, City of","Police Force Area","0","0","N/A","N/A","N/A","3%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Merseyside","Police Force Area","0","0","14,552","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Metropolitan Police","Police Force Area","0","0","1,088,447","0","N/A","13%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","Norfolk","Police Force Area","0","0","4,609","0","N/A","1%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","North Wales","Police Force Area","0","0","1,497","0","N/A","0%"
"Rate per population","2012","As at 31/3","Black","ONS 2001 5+1","All","All","Chief Officer","Detailed rank data","North Yorkshire","Police Force Area","0","0","3,618","0","N/A","0%"
