"Title","New social housing lettings by ethnicity and local authority"
"Location","England"
"Time period","2015/16"
"Data source","Social housing lettings statistics https://www.gov.uk/government/collections/rents-lettings-and-tenancies"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Income","Geography_code","Geography_name","Geography_type","Age","Value","Numerator","Population estimate"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000168","Scarborough","Local Authority","All","2","17","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000169","Selby","Local Authority","All","2.1","8","1.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000170","Ashfield","Local Authority","All","1.7","15","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000171","Bassetlaw","Local Authority","All","3.2","26","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000172","Broxtowe","Local Authority","All","5.7","36","7.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000173","Gedling","Local Authority","All","6.1","36","7.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000174","Mansfield","Local Authority","All","2.5","27","3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000175","Newark and Sherwood","Local Authority","All","2.8","20","2.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000176","Rushcliffe","Local Authority","All","9.1","29","7.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000177","Cherwell","Local Authority","All","11.7","79","8.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000178","Oxford","Local Authority","All","26.8","247","24.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000179","South Oxfordshire","Local Authority","All","4.3","23","4.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000180","Vale of White Horse","Local Authority","All","8.6","67","5.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000181","West Oxfordshire","Local Authority","All","2.5","11","3.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000187","Mendip","Local Authority","All","2.1","13","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000188","Sedgemoor","Local Authority","All","1.8","12","1.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000189","South Somerset","Local Authority","All","1.2","15","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000190","Taunton Deane","Local Authority","All","3","33","2.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000191","West Somerset","Local Authority","All","!","!","1.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000192","Cannock Chase","Local Authority","All","1.4","9","2.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000193","East Staffordshire","Local Authority","All","8.4","58","10.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000194","Lichfield","Local Authority","All","2.9","15","3.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000195","Newcastle-under-Lyme","Local Authority","All","4","38","5.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000196","South Staffordshire","Local Authority","All","4.3","25","4.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000197","Stafford","Local Authority","All","3.9","48","5.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000198","Staffordshire Moorlands","Local Authority","All","2.7","11","1.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000199","Tamworth","Local Authority","All","2","8","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000200","Babergh","Local Authority","All","3.4","14","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000201","Forest Heath","Local Authority","All","3.4","11","8.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000202","Ipswich","Local Authority","All","16.6","232","11.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000203","Mid Suffolk","Local Authority","All","1.9","8","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000204","St Edmundsbury","Local Authority","All","3.4","27","4.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000205","Suffolk Coastal","Local Authority","All","3.8","23","3.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000206","Waveney","Local Authority","All","2.5","18","2.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000207","Elmbridge","Local Authority","All","11","34","10.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000208","Epsom and Ewell","Local Authority","All","17.1","22","14.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000209","Guildford","Local Authority","All","5.3","35","9.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000210","Mole Valley","Local Authority","All","3.9","14","5.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000211","Reigate and Banstead","Local Authority","All","14.7","80","10"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000212","Runnymede","Local Authority","All","12.3","48","11.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000213","Spelthorne","Local Authority","All","12.6","47","13.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000214","Surrey Heath","Local Authority","All","14.5","33","10.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000215","Tandridge","Local Authority","All","9.2","21","6.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000216","Waverley","Local Authority","All","6.2","26","4.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000217","Woking","Local Authority","All","19.4","73","17.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000218","North Warwickshire","Local Authority","All","3.8","11","2.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000219","Nuneaton and Bedworth","Local Authority","All","5","49","9.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000220","Rugby","Local Authority","All","8.5","41","9.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000221","Stratford-on-Avon","Local Authority","All","1.9","12","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000222","Warwick","Local Authority","All","8","66","11.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000223","Adur","Local Authority","All","9.1","20","4.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000224","Arun","Local Authority","All","3.1","17","3.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000225","Chichester","Local Authority","All","4.9","32","3.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000226","Crawley","Local Authority","All","23.9","142","21.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000227","Horsham","Local Authority","All","5.4","32","4.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000228","Mid Sussex","Local Authority","All","5.9","27","5.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000229","Worthing","Local Authority","All","11.2","40","6.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000234","Bromsgrove","Local Authority","All","4.4","22","4.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000235","Malvern Hills","Local Authority","All","2.1","8","2.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000236","Redditch","Local Authority","All","7.6","66","8.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000237","Worcester","Local Authority","All","6.6","64","7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000238","Wychavon","Local Authority","All","1.5","10","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000239","Wyre Forest","Local Authority","All","2.7","17","2.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000240","St Albans","Local Authority","All","20.9","113","12.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000241","Welwyn Hatfield","Local Authority","All","12.7","94","16.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000242","East Hertfordshire","Local Authority","All","7.4","44","4.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E07000243","Stevenage","Local Authority","All","6.9","26","12.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000001","Bolton","Local Authority","All","13.7","406","19.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000002","Bury","Local Authority","All","11","151","11.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000003","Manchester","Local Authority","All","35.7","1873","35.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000004","Oldham","Local Authority","All","18.3","339","24.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000005","Rochdale","Local Authority","All","16.1","437","19.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000006","Salford","Local Authority","All","17.3","501","10.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000007","Stockport","Local Authority","All","7.1","118","8.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000008","Tameside","Local Authority","All","11.3","275","9.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000009","Trafford","Local Authority","All","14.8","183","15.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000010","Wigan","Local Authority","All","4.1","120","2.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000011","Knowsley","Local Authority","All","1.4","21","3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000012","Liverpool","Local Authority","All","16.3","963","11.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000013","St. Helens","Local Authority","All","1.7","37","2.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000014","Sefton","Local Authority","All","3.1","63","2.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000015","Wirral","Local Authority","All","2.5","84","3.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000016","Barnsley","Local Authority","All","5","105","2.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000017","Doncaster","Local Authority","All","5.5","151","5.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000018","Rotherham","Local Authority","All","5.4","159","6.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000019","Sheffield","Local Authority","All","23.2","1821","17.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000021","Newcastle upon Tyne","Local Authority","All","16.6","707","15.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000022","North Tyneside","Local Authority","All","2.9","58","3.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000023","South Tyneside","Local Authority","All","3.2","74","4.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000024","Sunderland","Local Authority","All","2.6","94","4.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000025","Birmingham","Local Authority","All","44.8","5065","44"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000026","Coventry","Local Authority","All","24.9","720","27.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000027","Dudley","Local Authority","All","15.6","425","10.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000028","Sandwell","Local Authority","All","27.8","976","31.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000029","Solihull","Local Authority","All","9.4","104","11.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000030","Walsall","Local Authority","All","19.6","592","22.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000031","Wolverhampton","Local Authority","All","31.6","1033","33.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000032","Bradford","Local Authority","All","20","929","34.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000033","Calderdale","Local Authority","All","6.8","122","11.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000034","Kirklees","Local Authority","All","28.5","788","22"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000035","Leeds","Local Authority","All","23.1","1960","15.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000036","Wakefield","Local Authority","All","4.7","138","4.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E08000037","Gateshead","Local Authority","All","5.7","155","4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000001","City of London","Local Authority","All","50.8","32","37.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000002","Barking and Dagenham","Local Authority","All","42.5","422","44.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000003","Barnet","Local Authority","All","46.5","388","36.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000004","Bexley","Local Authority","All","29","234","19.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000005","Brent","Local Authority","All","71.8","934","64.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000006","Bromley","Local Authority","All","29.4","367","16.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000007","Camden","Local Authority","All","45.8","787","35.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000008","Croydon","Local Authority","All","59.6","1178","46.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000009","Ealing","Local Authority","All","63.9","890","51.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000010","Enfield","Local Authority","All","54.5","657","40.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000011","Greenwich","Local Authority","All","47","963","39"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000012","Hackney","Local Authority","All","52.4","1299","45.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000013","Hammersmith and Fulham","Local Authority","All","53.6","810","33.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000014","Haringey","Local Authority","All","54.9","557","40.1"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000015","Harrow","Local Authority","All","58.2","283","59.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000016","Havering","Local Authority","All","18.3","193","13.4"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000017","Hillingdon","Local Authority","All","40.2","541","41.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000018","Hounslow","Local Authority","All","53.4","566","49.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000019","Islington","Local Authority","All","50.6","946","33.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000020","Kensington and Chelsea","Local Authority","All","55.3","556","30.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000021","Kingston upon Thames","Local Authority","All","31.3","136","26.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000022","Lambeth","Local Authority","All","63.7","1580","44"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000023","Lewisham","Local Authority","All","62.2","1141","47.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000024","Merton","Local Authority","All","47.1","321","35.8"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000025","Newham","Local Authority","All","69.8","864","72"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000026","Redbridge","Local Authority","All","54.5","340","59.5"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000027","Richmond upon Thames","Local Authority","All","23.9","142","14.7"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000028","Southwark","Local Authority","All","61","1620","47.2"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000029","Sutton","Local Authority","All","23.7","192","22.3"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000030","Tower Hamlets","Local Authority","All","70.2","2114","56.9"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000031","Waltham Forest","Local Authority","All","63.2","1072","49"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000032","Wandsworth","Local Authority","All","51.6","779","29.6"
"Percentage of new social lettings to each group compared to percentage of each group in population in 2015","2015/16","Financial year","Other","White & Other","All","E09000033","Westminster","Local Authority","All","36.2","1028","39.6"
