"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography_type","Geography_code","Geography_name","Age group_type","Age group","Value","Numerator","Denominator"
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",1,3,3
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2.9,32,11
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2.7,5352,1953
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2.7,630,231
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",3,2637,888
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2,172,85
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",1.7,58,34
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2.8,19156,6786
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.7,2649,970
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.8,8015,2830
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.6,480,183
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.6,483,189
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.9,56654,19439
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3.6,91,25
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3.3,202,61
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",2.5,50,20
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",2.5,15,6
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3.3,3534,1074
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",2.9,285,98
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",3.2,488,151
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",2.6,127,49
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",5.2,42,8
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",3.1,9979,3264
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",2.4,87,37
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",2.4,101,42
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",3.5,7,2
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",NA,0,0
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","10 to 14",2.9,2324,798
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",2.7,299,110
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",2.7,280,103
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",6.3,19,3
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",2.3,16,7
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000003","Yorkshire and The Humber","Juvenile","15 to 17",3,6431,2130
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",3.3,199,61
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",2.8,952,340
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",3.8,38,10
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",2.5,32,13
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","10 to 14",2.8,1093,393
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",2.4,763,314
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",2.6,3810,1446
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",3.9,81,21
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",2.8,284,101
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000007","London","Juvenile","15 to 17",2.7,3560,1314
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","10 to 14",1,1,1
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","10 to 14",NA,0,0
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","15 to 17",8,8,1
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","15 to 17",4,4,1
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","15 to 17",NA,0,0
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","15 to 17",NA,0,0
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded",NA,NA,"Unknown","Juvenile","15 to 17",NA,0,0
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",3.2,19,6
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",2.6,21,8
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",1,4,4
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",1,1,1
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",3,1033,349
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",2.9,60,21
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",2.8,76,27
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",9.7,29,3
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",2.3,7,3
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",2.9,3165,1083
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2.6,343,130
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",3.3,1793,541
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",3.1,195,62
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",3,92,31
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",3.1,11488,3756
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.7,1723,640
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.7,5201,1925
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.8,339,120
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.9,374,131
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",3,35231,11662
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","10 to 14",2.3,25,11
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","10 to 14",4.3,235,55
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","10 to 14",3.2,90,28
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","10 to 14",3,18,6
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","10 to 14",3.4,1946,572
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","15 to 17",3,141,47
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","15 to 17",2.7,340,124
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","15 to 17",3.1,115,37
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","15 to 17",2.6,39,15
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000008","South East","Juvenile","15 to 17",3.1,5296,1692
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",2,10,5
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",3.4,61,18
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",1.7,5,3
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",NA,0,0
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",2.7,878,320
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.5,25,10
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.5,134,53
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",1.9,13,7
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.5,10,4
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.9,3091,1055
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",3.8,23,6
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",3.4,123,36
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",1,1,1
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",15,30,2
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",3.4,927,273
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",3.1,118,38
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",2.9,280,95
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",2,6,3
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",2.5,15,6
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",3.1,2293,732
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",4.7,71,15
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",4.7,168,36
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3.1,25,8
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",NA,0,0
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",4,1787,449
"Average number of offences per reoffender",2014,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",3.6,191,53
"Average number of offences per reoffender",2014,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",2.9,262,89
"Average number of offences per reoffender",2014,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",4,72,18
"Average number of offences per reoffender",2014,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",2.7,19,7
"Average number of offences per reoffender",2014,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",3.3,4999,1512
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",2.3,16,7
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",2.9,41,14
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",NA,0,0
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",1,1,1
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","10 to 14",2.7,1322,483
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",2.9,56,19
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",2.5,86,35
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",3.5,14,4
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",NA,0,0
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","Wales","Juvenile","15 to 17",2.9,3902,1366
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",3.2,77,24
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",2.7,184,69
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",1,3,3
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",1,1,1
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","10 to 14",2.6,1112,432
"Average number of offences per reoffender",2011,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2.7,356,132
"Average number of offences per reoffender",2011,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2.4,601,246
"Average number of offences per reoffender",2011,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",1.6,16,10
"Average number of offences per reoffender",2011,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2.2,20,9
"Average number of offences per reoffender",2011,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000005","West Midlands","Juvenile","15 to 17",2.7,3957,1443
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2.7,450,169
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",3.1,2151,689
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2.4,167,69
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2.5,76,30
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","10 to 14",2.9,15268,5180
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.5,2049,825
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.7,6474,2388
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.9,481,165
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.7,448,164
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Country","K04000001","England and Wales","Juvenile","15 to 17",2.9,44583,15330
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",1.5,6,4
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",3.2,82,26
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",4,8,2
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",1,1,1
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","10 to 14",2.6,1266,479
"Average number of offences per reoffender",2012,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.4,48,20
"Average number of offences per reoffender",2012,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.9,213,74
"Average number of offences per reoffender",2012,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",1.6,14,9
"Average number of offences per reoffender",2012,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",1.4,10,7
"Average number of offences per reoffender",2012,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000009","South West","Juvenile","15 to 17",2.9,3927,1356
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",2.1,17,8
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",3.7,157,42
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",5,5,1
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",3,3,1
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","10 to 14",2.8,938,338
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",2.3,119,52
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",3.1,384,122
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",1.6,11,7
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",1.7,5,3
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000004","East Midlands","Juvenile","15 to 17",2.9,2698,921
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",2.6,23,9
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",2.9,103,36
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",1.3,4,3
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",2.7,8,3
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","10 to 14",2.8,1112,398
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2.3,94,41
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2.6,325,125
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2,16,8
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2.4,19,8
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000006","East of England","Juvenile","15 to 17",2.7,2960,1112
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3.8,68,18
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3.6,127,35
"Average number of offences per reoffender",2013,"Year ending June","Not Recorded","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",5.8,35,6
"Average number of offences per reoffender",2013,"Year ending June","Other","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3,3,1
"Average number of offences per reoffender",2013,"Year ending June","White","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","10 to 14",3.5,2028,577
"Average number of offences per reoffender",2013,"Year ending June","Asian","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",4.1,297,72
"Average number of offences per reoffender",2013,"Year ending June","Black","White/Black/Asian/Other/Not Recorded","Region","E12000002","North West","Juvenile","15 to 17",2.7,270,99
