"Title","Employment by occupation"
"Location","UK"
"Time period","2004 to 2017"
"Data source","Department for Business, Energy & Industrial Strategy"
"Data source link","https://www.nomisweb.co.uk/query/select/getdatasetbytheme.asp?opt%3D3%26theme%3D%26subgrp%3D&sa=D&ust=1505757273319000&usg=AFQjCNFnS64ZDSibYXaOTf54ZPpw97wNXg"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Occupation","Occupation_Type","Value","Denominator","Numerator","Conf","Note"
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","16","876500","139300","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","876500","76300","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","7","876500","60300","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","23","876500","196900","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","876500","75500","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","876500","72400","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","8","577500","43800","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","10","577500","55000","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","7","577500","40000","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","13","577500","77600","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","577500","54600","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","14","577500","81300","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","17","577500","97700","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","14","577500","83200","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","577500","44200","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","26958300","2957200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","26958300","3843400","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","26958300","2459000","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","26958300","2850200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","26958300","2805500","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","26958300","1684000","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","26958300","5253300","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","26958300","2040600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2014","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","26958300","3065200","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","31025400","3350000","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","31025400","4363300","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","31025400","2871800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","31025400","3367600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","31025400","3213400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","31025400","1986300","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","20","31025400","6154100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","31025400","2395500","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","31025400","3323400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","862900","73400","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","11","862900","96900","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","17","862900","150000","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","16","862900","141000","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","5","862900","45500","1.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","862900","52000","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","21","862900","182000","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","862900","75600","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","5","862900","46500","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","814100","91800","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","814100","107400","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","7","814100","56500","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","10","814100","78000","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","10","814100","84600","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","814100","48400","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","29","814100","238500","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","814100","62900","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Indian","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","814100","45900","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","299200","30000","2.8",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","17","299200","49200","3.4",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","10","299200","29800","2.8",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","13","299200","37700","3.1",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","8","299200","22600","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","4","299200","10900","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","23","299200","69500","3.9",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","11","299200","31400","2.8",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","299200","18100","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","8","923100","76300","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","10","923100","94200","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","10","923100","95100","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","15","923100","137700","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","923100","86500","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","923100","59300","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","24","923100","218200","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","923100","85300","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","8","923100","70600","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","589000","54500","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","9","589000","52300","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","7","589000","43600","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","13","589000","73500","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","9","589000","53200","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","15","589000","85100","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","17","589000","98700","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","14","589000","84400","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","589000","43700","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","27504200","3022000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","27504200","3958800","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","27504200","2491100","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","elementary occupations (SOC2010) occupations (SOC2010)","SOC 2010","11","27504200","2895500","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)(SOC2010)","SOC 2010","11","27504200","2919000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)(SOC2010)","SOC 2010","6","27504200","1728200","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","professional occupations (SOC2010) occupations (SOC2010)","SOC 2010","19","27504200","5341500","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","27504200","2053000","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2015","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","27504200","3095000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","31354400","3217600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","31354400","4479300","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","31354400","2888100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","11","31354400","3375500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","31354400","3317400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","7","31354400","2023900","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","20","31354400","6374800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","31354400","2395800","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","31354400","3282100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","885300","89400","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","885300","108800","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","17","885300","150800","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","16","885300","139700","2.1",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","5","885300","46600","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","885300","55700","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","20","885300","174100","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","9","885300","80300","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black or Black British","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","5","885300","40000","1.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","839400","84300","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","13","839400","106600","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","839400","53900","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","9","839400","76400","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","839400","93900","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","839400","49700","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","32","839400","266400","2.6",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","839400","68500","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","5","839400","39700","1.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","8","328700","25400","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","19","328700","62800","3.7",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","12","328700","37700","3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","11","328700","36200","2.9",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","8","328700","25400","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","4","328700","14300","1.9",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","22","328700","72100","3.9",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","328700","33000","2.8",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","328700","21800","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","7","997600","70800","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","12","997600","117200","1.7",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","10","997600","97500","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","14","997600","135000","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","10","997600","100600","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","7","997600","67500","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","24","997600","243100","2.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","10","997600","97000","1.6",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","7","997600","68900","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","633300","54000","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","11","633300","68400","2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","6","633300","38200","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","11","633300","68400","2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","9","633300","57300","1.8",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","17","633300","108400","2.4",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","18","633300","116000","2.5",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","13","633300","83600","2.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/Bangladeshi","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","6","633300","38900","1.5",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","11","27647200","2891700","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","15","27647200","4011400","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","27647200","2507800","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","11","27647200","2918000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","27647200","2990000","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","27647200","1727400","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","20","27647200","5498300","0.4",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","7","27647200","2031800","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","27647200","3070900","0.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","10","31808000","3311300","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","associate prof. & technical occupations (SOC2010)","SOC 2010","14","31808000","4563500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","caring, leisure and other occupations (SOC2010)","SOC 2010","9","31808000","2911100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","elementary occupations (SOC2010)  ","SOC 2010","11","31808000","3350500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","11","31808000","3451500","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","31808000","2030100","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","professional occupations (SOC2010)  ","SOC 2010","20","31808000","6452100","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","sales & consumer service occupations (SOC2010)","SOC 2010","8","31808000","2408400","0.1",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","ONS defined grouping","skilled trades occupations (SOC2010)","SOC 2010","11","31808000","3329600","0.2",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","managers, directors & senior officials (SOC2010)","SOC 2010","6","866000","48100","1.3",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","process, plant & machine operatives (SOC2010)","SOC 2010","6","866000","55600","1.4",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black or Black British","ONS defined grouping","administrative & secretarial occupations (SOC2010)","SOC 2010","9","866000","74200","1.6",""
