"Measure","Domain","decile_label","Ethnicity","Ethnicity_type","Value","Value_type","Numerator","Denominator"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","White: British","ONS 2011 18+1","8.27","%","3496696","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","White: Irish","ONS 2011 18+1","11.80","%","60996","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","15.18","%","8331","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","White: White Other","ONS 2011 18+1","15.74","%","382533","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Asian: All","ONS 2011 18+1","20.57","%","852219","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Asian: Indian","ONS 2011 18+1","16.62","%","231897","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Asian: Pakistani","ONS 2011 18+1","20.53","%","228351","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Asian: Bangladeshi","ONS 2011 18+1","38.63","%","168636","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Asian: Chinese","ONS 2011 18+1","16.89","%","64084","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Asian: Asian Other","ONS 2011 18+1","19.44","%","159251","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Black:  All","ONS 2011 18+1","30.22","%","558115","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Black:  Black African","ONS 2011 18+1","30.82","%","301371","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Black:  Black Caribbean","ONS 2011 18+1","28.35","%","167566","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Black:  Black Other","ONS 2011 18+1","32.09","%","89178","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Mixed: All","ONS 2011 18+1","15.34","%","183032","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","15.19","%","63148","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Mixed: White and Black African","ONS 2011 18+1","18.86","%","30473","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Mixed: White and Asian","ONS 2011 18+1","12.28","%","40867","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Mixed: Other Mixed","ONS 2011 18+1","17.15","%","48544","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Other: All","ONS 2011 18+1","24.07","%","132018","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Other: Arab","ONS 2011 18+1","25.54","%","56439","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","Other: Any Other","ONS 2011 18+1","23.08","%","75579","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% most deprived","All","ONS 2011 18+1","10.70","%","5673940","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","White: All","ONS 2011 18+1","9.31","%","4216267","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","White: British","ONS 2011 18+1","8.91","%","3766392","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","White: Irish","ONS 2011 18+1","13.64","%","70530","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","13.11","%","7195","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","White: White Other","ONS 2011 18+1","15.31","%","372150","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Asian: All","ONS 2011 18+1","14.61","%","605495","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Asian: Indian","ONS 2011 18+1","14.28","%","199285","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Asian: Pakistani","ONS 2011 18+1","12.64","%","140600","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Asian: Bangladeshi","ONS 2011 18+1","16.61","%","72514","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Asian: Chinese","ONS 2011 18+1","14.86","%","56379","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Asian: Asian Other","ONS 2011 18+1","16.68","%","136717","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Black:  All","ONS 2011 18+1","22.08","%","407702","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Black:  Black African","ONS 2011 18+1","22.21","%","217164","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Black:  Black Caribbean","ONS 2011 18+1","21.77","%","128659","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Black:  Black Other","ONS 2011 18+1","22.27","%","61879","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Mixed: All","ONS 2011 18+1","15.06","%","179598","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","15.52","%","64523","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Mixed: White and Black African","ONS 2011 18+1","16.35","%","26411","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Mixed: White and Asian","ONS 2011 18+1","13.03","%","43367","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Mixed: Other Mixed","ONS 2011 18+1","16.01","%","45297","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Other: All","ONS 2011 18+1","18.50","%","101480","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Other: Arab","ONS 2011 18+1","18.73","%","41391","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","Other: Any Other","ONS 2011 18+1","18.35","%","60089","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","10% to 20% most deprived","All","ONS 2011 18+1","10.39","%","5510542","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","White: All","ONS 2011 18+1","9.61","%","4350270","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","White: British","ONS 2011 18+1","9.30","%","3930645","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","White: Irish","ONS 2011 18+1","12.56","%","64928","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","12.60","%","6918","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","White: White Other","ONS 2011 18+1","14.31","%","347779","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Asian: All","ONS 2011 18+1","13.63","%","564744","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Asian: Indian","ONS 2011 18+1","13.72","%","191517","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Asian: Pakistani","ONS 2011 18+1","13.83","%","153817","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Asian: Bangladeshi","ONS 2011 18+1","10.04","%","43820","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Asian: Chinese","ONS 2011 18+1","13.61","%","51645","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Asian: Asian Other","ONS 2011 18+1","15.13","%","123945","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Black:  All","ONS 2011 18+1","14.15","%","261312","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Black:  Black African","ONS 2011 18+1","13.87","%","135600","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Black:  Black Caribbean","ONS 2011 18+1","14.42","%","85213","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Black:  Black Other","ONS 2011 18+1","14.58","%","40499","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Mixed: All","ONS 2011 18+1","13.12","%","156519","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","13.16","%","54694","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Mixed: White and Black African","ONS 2011 18+1","13.26","%","21414","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Mixed: White and Asian","ONS 2011 18+1","12.66","%","42137","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Mixed: Other Mixed","ONS 2011 18+1","13.52","%","38274","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Other: All","ONS 2011 18+1","15.34","%","84145","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Other: Arab","ONS 2011 18+1","15.47","%","34197","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","Other: Any Other","ONS 2011 18+1","15.25","%","49948","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","20% to 30% most deprived","All","ONS 2011 18+1","10.22","%","5416990","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","White: All","ONS 2011 18+1","9.95","%","4506274","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","White: British","ONS 2011 18+1","9.83","%","4155417","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","White: Irish","ONS 2011 18+1","11.34","%","58620","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","11.59","%","6362","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","White: White Other","ONS 2011 18+1","11.76","%","285875","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Asian: All","ONS 2011 18+1","11.65","%","482755","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Asian: Indian","ONS 2011 18+1","11.78","%","164414","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Asian: Pakistani","ONS 2011 18+1","12.12","%","134825","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Asian: Bangladeshi","ONS 2011 18+1","9.47","%","41328","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Asian: Chinese","ONS 2011 18+1","11.77","%","44662","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Asian: Asian Other","ONS 2011 18+1","11.90","%","97526","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Black:  All","ONS 2011 18+1","10.16","%","187685","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Black:  Black African","ONS 2011 18+1","10.04","%","98140","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Black:  Black Caribbean","ONS 2011 18+1","10.44","%","61677","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Black:  Black Other","ONS 2011 18+1","10.03","%","27868","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Mixed: All","ONS 2011 18+1","11.57","%","138050","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","11.75","%","48827","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Mixed: White and Black African","ONS 2011 18+1","11.06","%","17868","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Mixed: White and Asian","ONS 2011 18+1","11.73","%","39015","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Mixed: Other Mixed","ONS 2011 18+1","11.43","%","32340","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Other: All","ONS 2011 18+1","10.84","%","59438","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Other: Arab","ONS 2011 18+1","10.70","%","23642","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","Other: Any Other","ONS 2011 18+1","10.93","%","35796","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","30% to 40% most deprived","All","ONS 2011 18+1","10.14","%","5374202","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","White: All","ONS 2011 18+1","10.12","%","4581697","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","White: British","ONS 2011 18+1","10.12","%","4277489","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","White: Irish","ONS 2011 18+1","10.26","%","53067","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","10.18","%","5591","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","White: White Other","ONS 2011 18+1","10.10","%","245550","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Asian: All","ONS 2011 18+1","10.36","%","429312","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Asian: Indian","ONS 2011 18+1","11.35","%","158372","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Asian: Pakistani","ONS 2011 18+1","11.28","%","125493","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Asian: Bangladeshi","ONS 2011 18+1","6.14","%","26810","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Asian: Chinese","ONS 2011 18+1","9.54","%","36218","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Asian: Asian Other","ONS 2011 18+1","10.06","%","82419","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Black:  All","ONS 2011 18+1","7.37","%","136184","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Black:  Black African","ONS 2011 18+1","7.25","%","70914","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Black:  Black Caribbean","ONS 2011 18+1","7.86","%","46464","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Black:  Black Other","ONS 2011 18+1","6.77","%","18806","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Mixed: All","ONS 2011 18+1","10.15","%","121133","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","10.37","%","43105","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Mixed: White and Black African","ONS 2011 18+1","9.45","%","15271","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Mixed: White and Asian","ONS 2011 18+1","10.61","%","35307","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Mixed: Other Mixed","ONS 2011 18+1","9.70","%","27450","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Other: All","ONS 2011 18+1","8.12","%","44524","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Other: Arab","ONS 2011 18+1","7.55","%","16686","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","Other: Any Other","ONS 2011 18+1","8.50","%","27838","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","40% to 50% most deprived","All","ONS 2011 18+1","10.02","%","5312850","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","White: All","ONS 2011 18+1","10.27","%","4650242","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","White: British","ONS 2011 18+1","10.37","%","4384250","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","White: Irish","ONS 2011 18+1","9.48","%","48999","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","9.01","%","4945","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","White: White Other","ONS 2011 18+1","8.73","%","212048","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Asian: All","ONS 2011 18+1","8.11","%","336027","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Asian: Indian","ONS 2011 18+1","8.81","%","122958","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Asian: Pakistani","ONS 2011 18+1","8.38","%","93179","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Asian: Bangladeshi","ONS 2011 18+1","5.41","%","23634","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Asian: Chinese","ONS 2011 18+1","8.63","%","32765","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Asian: Asian Other","ONS 2011 18+1","7.75","%","63491","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Black:  All","ONS 2011 18+1","5.58","%","103099","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Black:  Black African","ONS 2011 18+1","5.54","%","54118","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Black:  Black Caribbean","ONS 2011 18+1","5.81","%","34332","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Black:  Black Other","ONS 2011 18+1","5.27","%","14649","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Mixed: All","ONS 2011 18+1","8.91","%","106251","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","8.97","%","37298","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Mixed: White and Black African","ONS 2011 18+1","8.13","%","13129","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Mixed: White and Asian","ONS 2011 18+1","9.69","%","32225","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Mixed: Other Mixed","ONS 2011 18+1","8.34","%","23599","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Other: All","ONS 2011 18+1","6.87","%","37671","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Other: Arab","ONS 2011 18+1","6.53","%","14434","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","Other: Any Other","ONS 2011 18+1","7.10","%","23237","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","50% to 60% most deprived","All","ONS 2011 18+1","9.87","%","5233290","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","White: All","ONS 2011 18+1","10.44","%","4725986","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","White: British","ONS 2011 18+1","10.63","%","4493085","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","White: Irish","ONS 2011 18+1","8.72","%","45066","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","8.11","%","4450","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","White: White Other","ONS 2011 18+1","7.55","%","183385","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Asian: All","ONS 2011 18+1","6.71","%","277969","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Asian: Indian","ONS 2011 18+1","7.55","%","105396","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Asian: Pakistani","ONS 2011 18+1","6.52","%","72558","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Asian: Bangladeshi","ONS 2011 18+1","4.32","%","18866","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Asian: Chinese","ONS 2011 18+1","7.29","%","27681","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Asian: Asian Other","ONS 2011 18+1","6.53","%","53468","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Black:  All","ONS 2011 18+1","4.11","%","75890","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Black:  Black African","ONS 2011 18+1","4.05","%","39551","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Black:  Black Caribbean","ONS 2011 18+1","4.42","%","26107","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Black:  Black Other","ONS 2011 18+1","3.68","%","10232","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Mixed: All","ONS 2011 18+1","7.82","%","93312","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","7.59","%","31563","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Mixed: White and Black African","ONS 2011 18+1","7.14","%","11536","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Mixed: White and Asian","ONS 2011 18+1","8.85","%","29429","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Mixed: Other Mixed","ONS 2011 18+1","7.34","%","20784","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Other: All","ONS 2011 18+1","5.49","%","30122","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Other: Arab","ONS 2011 18+1","5.24","%","11587","220985"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","Other: Any Other","ONS 2011 18+1","5.66","%","18535","327433"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","60% to 70% most deprived","All","ONS 2011 18+1","9.82","%","5203279","53012456"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","White: All","ONS 2011 18+1","10.51","%","4759404","45281142"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","White: British","ONS 2011 18+1","10.75","%","4545292","42279236"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","White: Irish","ONS 2011 18+1","8.14","%","42080","517001"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","White: Gypsy or Irish Traveller","ONS 2011 18+1","7.96","%","4369","54895"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","White: White Other","ONS 2011 18+1","6.90","%","167663","2430010"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Asian: All","ONS 2011 18+1","6.01","%","248983","4143403"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Asian: Indian","ONS 2011 18+1","6.95","%","96991","1395702"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Asian: Pakistani","ONS 2011 18+1","6.02","%","67012","1112282"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Asian: Bangladeshi","ONS 2011 18+1","3.72","%","16257","436514"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Asian: Chinese","ONS 2011 18+1","6.60","%","25066","379503"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Asian: Asian Other","ONS 2011 18+1","5.33","%","43657","819402"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Black:  All","ONS 2011 18+1","2.92","%","53979","1846614"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Black:  Black African","ONS 2011 18+1","2.93","%","28647","977741"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Black:  Black Caribbean","ONS 2011 18+1","3.09","%","18286","591016"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Black:  Black Other","ONS 2011 18+1","2.54","%","7046","277857"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Mixed: All","ONS 2011 18+1","6.98","%","83296","1192879"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Mixed: White and Black Caribbean","ONS 2011 18+1","6.68","%","27747","415616"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Mixed: White and Black African","ONS 2011 18+1","6.21","%","10027","161550"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Mixed: White and Asian","ONS 2011 18+1","8.14","%","27073","332708"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Mixed: Other Mixed","ONS 2011 18+1","6.52","%","18449","283005"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Other: All","ONS 2011 18+1","4.52","%","24807","548418"
"Percentage of people living in these neighbourhoods","Barriers to Housing and Services","70% to 80% most deprived","Other: Arab","ONS 2011 18+1","4.25","%","9386","220985"
