"Title","Regional ethnic diversity"
"Location","England and Wales"
"Time period","2011"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/census/2011census"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-20"
"Measure","local authority: county / unitary (prior to April 2015)","Ethnicity","Value","Value_type","Ethnicity_type","Source","Time","Geography"
"Ethnicity of local authorities","Bury","Black/African/Caribbean/Black British: African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Medway","Black/African/Caribbean/Black British: African","1.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Calderdale","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swindon","Black/African/Caribbean/Black British: African","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newport","Black/African/Caribbean/Black British: African","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dudley","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Salford","Black/African/Caribbean/Black British: African","2.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Surrey","Black/African/Caribbean/Black British: African","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bracknell Forest","Black/African/Caribbean/Black British: African","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Oxfordshire","Black/African/Caribbean/Black British: African","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tameside","Black/African/Caribbean/Black British: African","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicestershire","Black/African/Caribbean/Black British: African","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northamptonshire","Black/African/Caribbean/Black British: African","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southend-on-Sea","Black/African/Caribbean/Black British: African","1.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bournemouth","Black/African/Caribbean/Black British: African","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockport","Black/African/Caribbean/Black British: African","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lancashire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cambridgeshire","Black/African/Caribbean/Black British: African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Telford and Wrekin","Black/African/Caribbean/Black British: African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warwickshire","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rotherham","Black/African/Caribbean/Black British: African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kent","Black/African/Caribbean/Black British: African","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Central Bedfordshire","Black/African/Caribbean/Black British: African","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Sussex","Black/African/Caribbean/Black British: African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swansea","Black/African/Caribbean/Black British: African","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kingston upon Hull, City of","Black/African/Caribbean/Black British: African","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Essex","Black/African/Caribbean/Black British: African","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","York","Black/African/Caribbean/Black British: African","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bath and North East Somerset","Black/African/Caribbean/Black British: African","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockton-on-Tees","Black/African/Caribbean/Black British: African","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","West Berkshire","Black/African/Caribbean/Black British: African","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hampshire","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Gloucestershire","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Suffolk","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Doncaster","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gloucestershire","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wakefield","Black/African/Caribbean/Black British: African","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottinghamshire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Staffordshire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Worcestershire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Poole","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","South Tyneside","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sunderland","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warrington","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Sussex","Black/African/Caribbean/Black British: African","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Lincolnshire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Plymouth","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Darlington","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gateshead","Black/African/Caribbean/Black British: African","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","The Vale of Glamorgan","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Gwynedd","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Norfolk","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Tyneside","Black/African/Caribbean/Black British: African","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wiltshire","Black/African/Caribbean/Black British: African","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackpool","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ceredigion","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire East","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wrexham","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wirral","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rutland","Black/African/Caribbean/Black British: African","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Knowsley","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isle of Wight","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Somerset","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North Yorkshire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wigan","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cheshire West and Chester","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Denbighshire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","North East Lincolnshire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rhondda, Cynon, Taff","Black/African/Caribbean/Black British: African","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sefton","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derbyshire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Devon","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torbay","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lincolnshire","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merthyr Tydfil","Black/African/Caribbean/Black British: African","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Conwy","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hartlepool","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bridgend","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Halton","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barnsley","Black/African/Caribbean/Black British: African","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dorset","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Monmouthshire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Shropshire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Somerset","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","St. Helens","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Torfaen","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Carmarthenshire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","East Riding of Yorkshire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Neath Port Talbot","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Pembrokeshire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Anglesey","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cornwall","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","County Durham","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Herefordshire, County of","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Caerphilly","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northumberland","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Powys","Black/African/Caribbean/Black British: African","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blaenau Gwent","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cumbria","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Flintshire","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redcar and Cleveland","Black/African/Caribbean/Black British: African","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Isles of Scilly","Black/African/Caribbean/Black British: African","0","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newham","Black/African/Caribbean/Black British: Caribbean","4.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brent","Black/African/Caribbean/Black British: Caribbean","7.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Harrow","Black/African/Caribbean/Black British: Caribbean","2.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Redbridge","Black/African/Caribbean/Black British: Caribbean","3.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tower Hamlets","Black/African/Caribbean/Black British: Caribbean","2.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Slough","Black/African/Caribbean/Black British: Caribbean","2.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Ealing","Black/African/Caribbean/Black British: Caribbean","3.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicester","Black/African/Caribbean/Black British: Caribbean","1.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hounslow","Black/African/Caribbean/Black British: Caribbean","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Waltham Forest","Black/African/Caribbean/Black British: Caribbean","7.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lewisham","Black/African/Caribbean/Black British: Caribbean","11.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southwark","Black/African/Caribbean/Black British: Caribbean","6.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hackney","Black/African/Caribbean/Black British: Caribbean","7.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Luton","Black/African/Caribbean/Black British: Caribbean","4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Croydon","Black/African/Caribbean/Black British: Caribbean","8.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lambeth","Black/African/Caribbean/Black British: Caribbean","9.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Birmingham","Black/African/Caribbean/Black British: Caribbean","4.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barking and Dagenham","Black/African/Caribbean/Black British: Caribbean","2.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Haringey","Black/African/Caribbean/Black British: Caribbean","7.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hillingdon","Black/African/Caribbean/Black British: Caribbean","1.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Enfield","Black/African/Caribbean/Black British: Caribbean","5.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Westminster","Black/African/Caribbean/Black British: Caribbean","2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Greenwich","Black/African/Caribbean/Black British: Caribbean","3.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Barnet","Black/African/Caribbean/Black British: Caribbean","1.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Merton","Black/African/Caribbean/Black British: Caribbean","4.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Camden","Black/African/Caribbean/Black British: Caribbean","1.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Manchester","Black/African/Caribbean/Black British: Caribbean","1.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bradford","Black/African/Caribbean/Black British: Caribbean","0.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wolverhampton","Black/African/Caribbean/Black British: Caribbean","3.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hammersmith and Fulham","Black/African/Caribbean/Black British: Caribbean","3.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Islington","Black/African/Caribbean/Black British: Caribbean","3.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Blackburn with Darwen","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sandwell","Black/African/Caribbean/Black British: Caribbean","3.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kensington and Chelsea","Black/African/Caribbean/Black British: Caribbean","2.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wandsworth","Black/African/Caribbean/Black British: Caribbean","4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Nottingham","Black/African/Caribbean/Black British: Caribbean","3.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Coventry","Black/African/Caribbean/Black British: Caribbean","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kingston upon Thames","Black/African/Caribbean/Black British: Caribbean","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Reading","Black/African/Caribbean/Black British: Caribbean","2.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Oldham","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","City of London","Black/African/Caribbean/Black British: Caribbean","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sutton","Black/African/Caribbean/Black British: Caribbean","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Walsall","Black/African/Caribbean/Black British: Caribbean","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kirklees","Black/African/Caribbean/Black British: Caribbean","1.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Milton Keynes","Black/African/Caribbean/Black British: Caribbean","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Derby","Black/African/Caribbean/Black British: Caribbean","1.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bedford","Black/African/Caribbean/Black British: Caribbean","1.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rochdale","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bexley","Black/African/Caribbean/Black British: Caribbean","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bolton","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Peterborough","Black/African/Caribbean/Black British: Caribbean","0.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Sheffield","Black/African/Caribbean/Black British: Caribbean","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bristol, City of","Black/African/Caribbean/Black British: Caribbean","1.6","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bromley","Black/African/Caribbean/Black British: Caribbean","2.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cardiff","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leeds","Black/African/Caribbean/Black British: Caribbean","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newcastle upon Tyne","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Trafford","Black/African/Caribbean/Black British: Caribbean","1.7","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southampton","Black/African/Caribbean/Black British: Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Thurrock","Black/African/Caribbean/Black British: Caribbean","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Richmond upon Thames","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Windsor and Maidenhead","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Buckinghamshire","Black/African/Caribbean/Black British: Caribbean","1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Hertfordshire","Black/African/Caribbean/Black British: Caribbean","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Havering","Black/African/Caribbean/Black British: Caribbean","1.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Middlesbrough","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Portsmouth","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Wokingham","Black/African/Caribbean/Black British: Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stoke-on-Trent","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Liverpool","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Brighton and Hove","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Solihull","Black/African/Caribbean/Black British: Caribbean","0.9","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bury","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Medway","Black/African/Caribbean/Black British: Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Calderdale","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Swindon","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Newport","Black/African/Caribbean/Black British: Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Dudley","Black/African/Caribbean/Black British: Caribbean","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Salford","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Surrey","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bracknell Forest","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Oxfordshire","Black/African/Caribbean/Black British: Caribbean","0.5","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Tameside","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Leicestershire","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Northamptonshire","Black/African/Caribbean/Black British: Caribbean","0.8","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Southend-on-Sea","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Bournemouth","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Stockport","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Lancashire","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Cambridgeshire","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Telford and Wrekin","Black/African/Caribbean/Black British: Caribbean","0.4","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Warwickshire","Black/African/Caribbean/Black British: Caribbean","0.3","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Rotherham","Black/African/Caribbean/Black British: Caribbean","0.1","Percent","ONS 18+1 2011","Census","2011","England and Wales"
"Ethnicity of local authorities","Kent","Black/African/Caribbean/Black British: Caribbean","0.2","Percent","ONS 18+1 2011","Census","2011","England and Wales"
