"Title","Destinations of school pupils after key stage 4 (usually aged 16 years)"
"Location","England"
"Time period","2010/11 to 2014/15"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-destinations"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","-"
"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Destination","Value","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","17,475","360"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","48","125","60"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","7","125","10"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","35","125","45"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","9","125","10"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","89","5,330","4,740"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","2","5,330","85"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","8","5,330","405"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","5,330","95"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","90","451,960","404,815"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","2","451,960","9,070"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","7","451,960","32,540"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","451,960","5,535"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","430,120","385,330"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","430,120","8,840"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","430,120","31,110"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","430,120","4,840"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","1,875","1,680"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","1,875","30"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","7","1,875","135"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","1,875","25"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","4,375","4,020"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","4,375","55"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","4,375","245"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","4,375","55"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","2,295","2,105"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","2,295","10"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","2,295","135"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","2,295","40"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","87","7,205","6,300"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","7,205","125"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","9","7,205","685"
"Pupil destination after key stage 4 study (Percentage %)","2013/14","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","7,205","100"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","94","437,845","410,165"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","93","21,555","20,005"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","95","47,425","45,160"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","94","26,490","25,015"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","92","5,405","4,965"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","414,280","388,680"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","1,855","1,720"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","67","125","85"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","68","920","630"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","92","20,665","19,050"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","91","7,210","6,550"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","2,320","2,170"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","4,555","4,280"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","7,465","7,005"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","97","13,255","12,885"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","18,240","17,155"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","8,035","7,585"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","95","7,895","7,535"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","7,455","6,930"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","95","16,020","15,250"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","94","3,015","2,835"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education, employment or training","97","2,120","2,065"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education, employment or training","93","7,435","6,915"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","All","All","E92000001","ONS geography code","All","All","Education, employment or training","94","548,280","514,285"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","All","All","E92000001","ONS geography code","All","All","Education","91","548,280","497,405"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","All","All","E92000001","ONS geography code","All","All","Employment","3","548,280","16,880"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","All","All","E92000001","ONS geography code","All","All","No sustained education/employment","5","548,280","29,675"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","All","All","E92000001","ONS geography code","All","All","Unknown","1","548,280","4,320"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","95","7,895","7,480"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,895","55"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","3","7,895","230"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Asian background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","2","7,895","125"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","93","3,015","2,800"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","3,015","35"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","3,015","145"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other Black background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","3,015","35"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","7,435","6,845"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,435","65"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","7,435","330"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","7,435","190"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","7,465","6,840"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","7,465","165"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","7,465","390"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other mixed background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","7,465","70"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","91","20,665","18,715"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","20,665","330"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","20,665","1,085"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Any other White background","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","3","20,665","535"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","94","47,425","44,715"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","47,425","445"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","4","47,425","1,675"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Asian","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","47,425","590"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","94","8,035","7,530"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","8,035","55"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","4","8,035","355"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Bangladeshi","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","8,035","100"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","94","26,490","24,815"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","26,490","200"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","4","26,490","1,165"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","26,490","315"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","95","16,020","15,185"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","0","16,020","65"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","3","16,020","560"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black - African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","16,020","210"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","7,455","6,830"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","7,455","95"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","7,455","460"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","7,455","70"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","97","2,120","2,055"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","0","2,120","10"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","1","2,120","30"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Chinese","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","2,120","30"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","62","920","575"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","6","920","55"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","24","920","225"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","8","920","70"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","96","13,255","12,780"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","13,255","105"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","2","13,255","250"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Indian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","13,255","120"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","90","21,555","19,485"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","2","21,555","520"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","6","21,555","1,365"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Mixed","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","21,555","185"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","93","9,555","8,900"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","1","9,555","75"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","4","9,555","360"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Other ","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","9,555","220"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","93","18,240","16,925"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","1","18,240","230"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","18,240","840"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Pakistani","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","18,240","245"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","58","125","70"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","9","125","10"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","25","125","30"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","8","125","10"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","89","5,405","4,805"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","3","5,405","160"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","7","5,405","355"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","Unclassified","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","2","5,405","85"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Education","90","437,845","394,680"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Employment","4","437,845","15,480"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","No sustained education/employment","6","437,845","24,755"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White","White/Mixed/Asian/Black/Chinese","E92000001","ONS geography code","All","All","Unknown","1","437,845","2,925"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","90","414,280","373,635"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","4","414,280","15,050"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","414,280","23,310"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - British","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","414,280","2,285"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","91","1,855","1,685"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","1,855","35"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","1,855","110"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White - Irish","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","1,855","25"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","4,555","4,190"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","4,555","90"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","5","4,555","240"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Asian","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","4,555","30"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","92","2,320","2,125"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","2","2,320","45"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","No sustained education/employment","6","2,320","130"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black African","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Unknown","1","2,320","20"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Education","88","7,210","6,330"
"Pupil destination after key stage 4 study (Percentage %)","2014/15","Academic year","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","E92000001","ONS geography code","All","All","Employment","3","7,210","220"
