"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3,015","35"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","3,015","145"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","3,015","35"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7,435","6,845"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,435","65"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7,435","330"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","7,435","190"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7,465","6,840"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7,465","165"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","7,465","390"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,465","70"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","20,665","18,715"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","20,665","330"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","20,665","1,085"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","20,665","535"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","47,425","44,715"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","47,425","445"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","47,425","1,675"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","47,425","590"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","8,035","7,530"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8,035","55"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","8,035","355"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","8,035","100"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","26,490","24,815"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","26,490","200"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","26,490","1,165"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","26,490","315"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","16,020","15,185"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","16,020","65"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","16,020","560"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","16,020","210"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7,455","6,830"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,455","95"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7,455","460"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,455","70"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2,120","2,055"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2,120","10"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2,120","30"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2,120","30"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","62","% of cohort","920","575"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","6","% of cohort","920","55"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","24","% of cohort","920","225"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","8","% of cohort","920","70"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","13,255","12,780"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","13,255","105"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","2","% of cohort","13,255","250"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","13,255","120"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","21,555","19,485"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","21,555","520"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","21,555","1,365"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","21,555","185"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","9,555","8,900"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","9,555","75"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","9,555","360"
"Pupil destination after key stage 4 study (Percentage %)","Other ","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","9,555","220"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","18,240","16,925"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","18,240","230"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","18,240","840"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","18,240","245"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","58","% of cohort","125","70"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","25","% of cohort","125","30"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","8","% of cohort","125","10"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","5,405","4,805"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","5,405","160"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","5,405","355"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5,405","85"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","437,845","394,680"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","437,845","15,480"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","437,845","24,755"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","437,845","2,925"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","414,280","373,635"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","414,280","15,050"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","414,280","23,310"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","414,280","2,285"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","1,855","1,685"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1,855","35"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","1,855","110"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","1,855","25"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","4,555","4,190"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","4,555","90"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","4,555","240"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","4,555","30"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","2,320","2,125"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","2,320","45"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","2,320","130"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2,320","20"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","7,210","6,330"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","7,210","220"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","7,210","600"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2014/15","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","7,210","65"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","430,090","403,180"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","22,035","20,385"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","96","% of cohort","48,775","46,585"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","26,710","25,155"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","97","% of cohort","2,040","1,985"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","7,650","7,115"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","90","% of cohort","5,990","5,395"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","430,090","386,365"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","22,035","19,800"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","48,775","46,060"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","26,710","24,855"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2,040","1,980"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7,650","7,035"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","5,990","5,155"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","430,090","16,815"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","22,035","585"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","48,775","525"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","26,710","295"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","0","% of cohort","2,040","5"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,650","85"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","5,990","240"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","430,090","23,875"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","22,035","1,395"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","48,775","1,610"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","26,710","1,145"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2,040","25"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","7,650","350"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","5,990","475"
"Pupil destination after key stage 4 study (Percentage %)","White","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","430,090","3,030"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","22,035","255"
"Pupil destination after key stage 4 study (Percentage %)","Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","48,775","580"
"Pupil destination after key stage 4 study (Percentage %)","Black","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","26,710","410"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","2,040","30"
"Pupil destination after key stage 4 study (Percentage %)","Other","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7,650","185"
"Pupil destination after key stage 4 study (Percentage %)","Unknown","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5,990","120"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","543,290","509,800"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","543,290","491,245"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","543,290","18,555"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","543,290","28,875"
"Pupil destination after key stage 4 study (Percentage %)","All","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","543,290","4,615"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","404,900","380,220"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","1,850","1,735"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","68","% of cohort","130","90"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy/Roma","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","65","% of cohort","1,005","650"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","92","% of cohort","22,210","20,490"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","91","% of cohort","7,105","6,460"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","2,480","2,320"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","4,780","4,480"
"Pupil destination after key stage 4 study (Percentage %)","Any other Mixed background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","7,670","7,125"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","97","% of cohort","13,210","12,845"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","19,600","18,460"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","96","% of cohort","7,875","7,540"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","96","% of cohort","8,085","7,740"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","93","% of cohort","7,150","6,640"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","95","% of cohort","16,390","15,555"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education, employment or training","94","% of cohort","3,165","2,960"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","404,900","363,975"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","1,850","1,690"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","57","% of cohort","130","75"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy/Roma","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","57","% of cohort","1,005","570"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","22,210","20,055"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","87","% of cohort","7,105","6,185"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","2,480","2,270"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","4,780","4,375"
"Pupil destination after key stage 4 study (Percentage %)","Any other Mixed background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","7,670","6,970"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","13,210","12,725"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","19,600","18,200"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","7,875","7,455"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","95","% of cohort","8,085","7,675"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","7,150","6,510"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","16,390","15,430"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","3,165","2,915"
"Pupil destination after key stage 4 study (Percentage %)","White British","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","404,900","16,240"
"Pupil destination after key stage 4 study (Percentage %)","White Irish","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1,850","45"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","12","% of cohort","130","15"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy/Roma","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","1,005","80"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","22,210","435"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","7,105","275"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","2,480","50"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","4,780","105"
"Pupil destination after key stage 4 study (Percentage %)","Any other Mixed background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7,670","155"
"Pupil destination after key stage 4 study (Percentage %)","Indian","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","13,210","120"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","19,600","260"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7,875","80"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8,085","65"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7,150","125"
"Pupil destination after key stage 4 study (Percentage %)","Black African","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","16,390","125"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","DfE","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3,165","45"
