"Measure","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","Geography_name","Gender","Gender_type","Value","Denominator","Value Note","Geography name"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000027","ONS geography code","Torbay","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E06000053","ONS geography code","Isles of Scilly","Male","Male/Female/All","","","Suppressed - Data for this LA is suppressed as it is based on a single school. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E08000025","ONS geography code","Birmingham","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E09000010","ONS geography code","Enfield","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Asian","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000006","ONS geography code","Halton","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000020","ONS geography code","Telford and Wrekin","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000027","ONS geography code","Torbay","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000046","ONS geography code","Isle of Wight","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000053","ONS geography code","Isles of Scilly","All","Male/Female/All","","","Suppressed - Data for this LA is suppressed as it is based on a single school. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000013","ONS geography code","St. Helens","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000025","ONS geography code","Birmingham","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000010","ONS geography code","Enfield","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000005","ONS geography code","Darlington","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000006","ONS geography code","Halton","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000009","ONS geography code","Blackpool","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000011","ONS geography code","East Riding of Yorkshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000012","ONS geography code","North East Lincolnshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000014","ONS geography code","York","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000019","ONS geography code","Herefordshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000020","ONS geography code","Telford and Wrekin","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000027","ONS geography code","Torbay","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000046","ONS geography code","Isle of Wight","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000048","ONS geography code","Northumberland","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000052","ONS geography code","Cornwall","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000053","ONS geography code","Isles of Scilly","Female","Male/Female/All","","","Suppressed - Data for this LA is suppressed as it is based on a single school. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000013","ONS geography code","St. Helens","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000025","ONS geography code","Birmingham","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000010","ONS geography code","Enfield","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000009","ONS geography code","Dorset","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000005","ONS geography code","Darlington","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000009","ONS geography code","Blackpool","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000011","ONS geography code","East Riding of Yorkshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000012","ONS geography code","North East Lincolnshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000014","ONS geography code","York","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000019","ONS geography code","Herefordshire","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000020","ONS geography code","Telford and Wrekin","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000046","ONS geography code","Isle of Wight","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000048","ONS geography code","Northumberland","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E06000053","ONS geography code","Isles of Scilly","Male","Male/Female/All","","","Suppressed - Data for this LA is suppressed as it is based on a single school. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000013","ONS geography code","St. Helens","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E08000025","ONS geography code","Birmingham","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E09000010","ONS geography code","Enfield","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","Male","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000009","ONS geography code","Dorset","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Black","White/Black/Asian/Mixed/Chinese/All","E10000027","ONS geography code","Somerset","Male","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000003","ONS geography code","Redcar and Cleveland","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000010","ONS geography code","Kingston Upon Hull, City of","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000011","ONS geography code","East Riding of Yorkshire","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000012","ONS geography code","North East Lincolnshire","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000020","ONS geography code","Telford and Wrekin","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000027","ONS geography code","Torbay","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000046","ONS geography code","Isle of Wight","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000053","ONS geography code","Isles of Scilly","All","Male/Female/All","","","Suppressed - Data for this LA is suppressed as it is based on a single school. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000016","ONS geography code","Barnsley","All","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000025","ONS geography code","Birmingham","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000010","ONS geography code","Enfield","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E10000006","ONS geography code","Cumbria","All","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000001","ONS geography code","Hartlepool","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000002","ONS geography code","Middlesbrough","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000004","ONS geography code","Stockton-on-Tees","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000005","ONS geography code","Darlington","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000009","ONS geography code","Blackpool","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000010","ONS geography code","Kingston Upon Hull, City of","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000011","ONS geography code","East Riding of Yorkshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000012","ONS geography code","North East Lincolnshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000013","ONS geography code","North Lincolnshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000020","ONS geography code","Telford and Wrekin","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000022","ONS geography code","Bath and North East Somerset","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000024","ONS geography code","North Somerset","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000027","ONS geography code","Torbay","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000029","ONS geography code","Poole","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000037","ONS geography code","West Berkshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000039","ONS geography code","Slough","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000050","ONS geography code","Cheshire West and Chester","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000051","ONS geography code","Shropshire","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E06000053","ONS geography code","Isles of Scilly","Female","Male/Female/All","","","Suppressed - Data for this LA is suppressed as it is based on a single school. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000004","ONS geography code","Oldham","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000011","ONS geography code","Knowsley","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000014","ONS geography code","Sefton","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000016","ONS geography code","Barnsley","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000023","ONS geography code","South Tyneside","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000025","ONS geography code","Birmingham","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000027","ONS geography code","Dudley","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E08000032","ONS geography code","Bradford","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000010","ONS geography code","Enfield","Female","Male/Female/All","","","Suppressed - Ethnicity is sourced by matching EYFSP data to School Census; however, ethnicity is only mandatory for pupils aged 5 or over at the 31st August prior to the school census date and schools are not required to provde these data items. The LAs where more than 50% of pupils ethnicity was recorded In 2016 have been suppressed.  The impact on national figures as a result of these unclassified pupils is considered negligible. ","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000013","ONS geography code","Hammersmith and Fulham","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000017","ONS geography code","Hillingdon","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
"Percentage achieving at least the expected standard in all ELGs","2016","Year","Chinese","White/Black/Asian/Mixed/Chinese/All","E09000019","ONS geography code","Islington","Female","Male/Female/All","","","Suppressed - Figures not shown in order to protect confidentiality.","Local authority"
