"Title","Absence from school"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/collections/statistics-pupil-absence"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-09"
"Measures","Time","Time_type","Ethnicity","Ethnicity_type","Geography","school_type","Value","Denominator","Numerator"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Kingston upon Thames","Primary","7.7","52","4"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Kingston upon Thames","Primary","7.1","6207","443"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Kingston upon Thames","Secondary","10.7","3652","392"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Kingston upon Thames","Secondary","11.8","51","6"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Kingston upon Thames","Secondary","80","5","4"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Kingston upon Thames","Secondary","9.9","798","79"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Kingston upon Thames","Secondary","17","135","23"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Kingston upon Thames","Secondary","21","100","21"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Kingston upon Thames","Secondary","6.4","220","14"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Kingston upon Thames","Secondary","9.9","292","29"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Kingston upon Thames","Secondary","6","599","36"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Kingston upon Thames","Secondary","6.9","318","22"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Kingston upon Thames","Secondary","x","75","x"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Kingston upon Thames","Secondary","4.9","914","45"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Kingston upon Thames","Secondary","16.4","61","10"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Kingston upon Thames","Secondary","3.2","216","7"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Kingston upon Thames","Secondary","13.1","61","8"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Kingston upon Thames","Secondary","7.7","4301","331"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Kingston upon Thames","Special","23.4","124","29"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Kingston upon Thames","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Kingston upon Thames","Special","36","25","9"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Kingston upon Thames","Special","x","4","x"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Kingston upon Thames","Special","42.9","7","3"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Kingston upon Thames","Special","0","8","0"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Kingston upon Thames","Special","33.3","15","5"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Kingston upon Thames","Special","27.3","11","3"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Kingston upon Thames","Special","20","15","3"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Kingston upon Thames","Special","x","3","x"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Kingston upon Thames","Special","19","21","4"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Kingston upon Thames","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Kingston upon Thames","Special","x","9","x"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Kingston upon Thames","Special","100","3","3"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Kingston upon Thames","Special","27.5","131","36"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Merton","Total","10.7","7150","766"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Merton","Total","12.6","167","21"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Merton","Total","38.7","31","12"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Merton","Total","28.6","49","14"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Merton","Total","8.1","3934","318"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Merton","Total","17.9","627","112"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Merton","Total","4.1","342","14"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Merton","Total","6.1","462","28"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Merton","Total","9.9","1115","110"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Merton","Total","7.6","592","45"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Merton","Total","11","1314","145"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Merton","Total","12.2","311","38"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Merton","Total","4.4","2284","101"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Merton","Total","11.7","922","108"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Merton","Total","4.2","2103","88"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Merton","Total","6.5","504","33"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Merton","Total","7.9","15625","1236"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Merton","Primary","8.2","4659","384"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Merton","Primary","8","88","7"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Merton","Primary","27.3","22","6"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Merton","Primary","24","25","6"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Merton","Primary","7.1","2760","196"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Merton","Primary","15.5","381","59"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Merton","Primary","3.5","227","8"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Merton","Primary","5.6","337","19"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Merton","Primary","9","665","60"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Merton","Primary","7.4","445","33"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Merton","Primary","12.3","840","103"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Merton","Primary","14.5","193","28"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Merton","Primary","4.1","1719","71"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Merton","Primary","11.6","473","55"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Merton","Primary","3.7","1272","47"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Merton","Primary","5","301","15"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Merton","Primary","7.2","10324","744"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Merton","Secondary","14.4","2392","344"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Merton","Secondary","17.9","78","14"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Merton","Secondary","57.1","7","4"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Merton","Secondary","35","20","7"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Merton","Secondary","9.8","1154","113"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Merton","Secondary","21.8","229","50"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Merton","Secondary","5.4","112","6"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Merton","Secondary","7.5","120","9"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Merton","Secondary","11.2","446","50"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Merton","Secondary","7.1","141","10"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Merton","Secondary","8.3","459","38"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Merton","Secondary","7.1","113","8"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Merton","Secondary","4.2","529","22"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Merton","Secondary","11.5","433","50"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Merton","Secondary","4.3","790","34"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Merton","Secondary","8.3","193","16"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Merton","Secondary","8.8","5115","449"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Merton","Special","38.4","99","38"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Merton","Special","0","x","0"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Merton","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Merton","Special","x","4","x"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Merton","Special","45","20","9"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Merton","Special","17.6","17","3"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Merton","Special","0","3","0"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Merton","Special","0","5","0"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Merton","Special","0","4","0"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Merton","Special","x","6","x"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Merton","Special","26.7","15","4"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Merton","Special","x","5","x"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Merton","Special","22.2","36","8"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Merton","Special","18.8","16","3"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Merton","Special","17.1","41","7"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Merton","Special","x","10","x"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Merton","Special","23.1","186","43"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Newham","Total","21.3","2929","624"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Newham","Total","17.8","45","8"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Newham","Total","84.6","13","11"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Newham","Total","38.7","119","46"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Newham","Total","13.8","6413","885"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Newham","Total","17.2","734","126"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Newham","Total","9.9","568","56"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Newham","Total","11.1","404","45"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Newham","Total","11.8","1749","206"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Newham","Total","7.1","4547","324"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Newham","Total","12","6432","769"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Newham","Total","8.8","10139","889"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Newham","Total","5.3","2262","121"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Newham","Total","11.8","1830","216"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Newham","Total","5.6","7669","433"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Newham","Total","6.7","2295","154"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Newham","Total","9.4","48322","4558"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Newham","Primary","16.2","1561","253"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Newham","Primary","20","20","4"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Newham","Primary","71.4","7","5"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Newham","Primary","32.1","78","25"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Newham","Primary","12.8","3962","509"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Newham","Primary","13.1","397","52"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Newham","Primary","6.9","320","22"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Newham","Primary","12.7","244","31"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Newham","Primary","10.9","1011","110"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Newham","Primary","7.7","2782","214"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Newham","Primary","11.8","3719","437"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Newham","Primary","9.6","5949","572"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Newham","Primary","6.1","1284","78"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Newham","Primary","10.9","872","95"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Newham","Primary","5.4","4175","225"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Newham","Primary","6","1507","91"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Newham","Primary","9.3","28152","2619"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Newham","Secondary","26.2","1338","350"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Newham","Secondary","16","25","4"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Newham","Secondary","100","5","5"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Newham","Secondary","51.2","41","21"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Newham","Secondary","15.2","2444","371"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Newham","Secondary","21.4","332","71"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Newham","Secondary","13.7","248","34"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Newham","Secondary","8.8","159","14"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Newham","Secondary","12.2","730","89"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Newham","Secondary","6.1","1763","108"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Newham","Secondary","11.9","2698","322"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Newham","Secondary","7.3","4167","304"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Newham","Secondary","4.4","978","43"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Newham","Secondary","12","943","113"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Newham","Secondary","5.7","3468","198"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Newham","Secondary","7.2","773","56"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Newham","Secondary","9.3","20040","1868"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Newham","Special","70","30","21"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Newham","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Newham","Special","71.4","7","5"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Newham","Special","60","5","3"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Newham","Special","0","x","0"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Newham","Special","87.5","8","7"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Newham","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Newham","Special","66.7","15","10"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Newham","Special","56.5","23","13"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Newham","Special","53.3","15","8"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Newham","Special","38.5","26","10"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Newham","Special","46.7","15","7"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Newham","Special","54.6","130","71"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Redbridge","Total","10.3","5964","617"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Redbridge","Total","13.1","168","22"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Redbridge","Total","64.7","17","11"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Redbridge","Total","48.8","162","79"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Redbridge","Total","12.3","4766","585"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Redbridge","Total","15.5","904","140"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Redbridge","Total","8.7","505","44"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Redbridge","Total","7.9","811","64"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Redbridge","Total","11.6","1357","157"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Redbridge","Total","6.7","6466","434"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Redbridge","Total","13.6","8240","1120"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Redbridge","Total","9.2","5454","504"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Redbridge","Total","6.2","3688","229"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Redbridge","Total","12.1","1328","161"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Redbridge","Total","7.6","3491","265"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Redbridge","Total","10.5","660","69"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Redbridge","Total","10.1","38953","3953"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Redbridge","Primary","7.1","3260","230"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Redbridge","Primary","13.4","82","11"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Redbridge","Primary","57.1","7","4"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Redbridge","Primary","38.9","95","37"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Redbridge","Primary","9.9","2890","287"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Redbridge","Primary","13.3","490","65"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Redbridge","Primary","8.2","291","24"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Redbridge","Primary","5.8","462","27"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Redbridge","Primary","9.9","830","82"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Redbridge","Primary","6.6","3820","252"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Redbridge","Primary","12.8","4486","576"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Redbridge","Primary","9.3","2848","265"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Redbridge","Primary","6.1","1894","115"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Redbridge","Primary","9","597","54"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Redbridge","Primary","6.1","1784","109"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Redbridge","Primary","7.4","337","25"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Redbridge","Primary","9.2","21388","1969"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Redbridge","Secondary","13.7","2640","362"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Redbridge","Secondary","11.8","85","10"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Redbridge","Secondary","66.7","9","6"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Redbridge","Secondary","62.1","66","41"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Redbridge","Secondary","15.4","1843","284"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Redbridge","Secondary","17.1","397","68"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Redbridge","Secondary","9.3","205","19"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Redbridge","Secondary","10","340","34"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Redbridge","Secondary","13.3","510","68"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Redbridge","Secondary","6.3","2601","164"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Redbridge","Secondary","13.9","3674","509"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Redbridge","Secondary","8.9","2563","227"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Redbridge","Secondary","5.7","1757","101"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Redbridge","Secondary","13.7","707","97"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Redbridge","Secondary","8.6","1647","141"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Redbridge","Secondary","12.9","317","41"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Redbridge","Secondary","10.7","17170","1842"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Redbridge","Special","39.1","64","25"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Redbridge","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Redbridge","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Redbridge","Special","x","x","x"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Redbridge","Special","42.4","33","14"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Redbridge","Special","41.2","17","7"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Redbridge","Special","x","9","x"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Redbridge","Special","33.3","9","3"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Redbridge","Special","41.2","17","7"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Redbridge","Special","40","45","18"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Redbridge","Special","43.8","80","35"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Redbridge","Special","27.9","43","12"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Redbridge","Special","35.1","37","13"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Redbridge","Special","41.7","24","10"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Redbridge","Special","25","60","15"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Redbridge","Special","50","6","3"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Redbridge","Special","35.9","395","142"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Richmond upon Thames","Total","7.4","13329","983"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Richmond upon Thames","Total","5.4","242","13"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Richmond upon Thames","Total","85","20","17"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Richmond upon Thames","Total","80","10","8"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Richmond upon Thames","Total","6.3","3287","206"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Richmond upon Thames","Total","12.9","450","58"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Richmond upon Thames","Total","10.5","256","27"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Richmond upon Thames","Total","5.7","771","44"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Richmond upon Thames","Total","7.8","929","72"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Richmond upon Thames","Total","5.4","607","33"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Richmond upon Thames","Total","10.7","319","34"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Richmond upon Thames","Total","9.1","132","12"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Richmond upon Thames","Total","7.2","655","47"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Richmond upon Thames","Total","16","150","24"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Richmond upon Thames","Total","3.8","474","18"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Richmond upon Thames","Total","16.3","104","17"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Richmond upon Thames","Total","7.5","9107","681"
"Persistent absence rate","201617","Academic year","White British","ONS 18+1","Richmond upon Thames","Primary","4.7","8297","387"
"Persistent absence rate","201617","Academic year","White Irish","ONS 18+1","Richmond upon Thames","Primary","x","171","x"
"Persistent absence rate","201617","Academic year","Traveller of Irish Heritage","ONS 18+1","Richmond upon Thames","Primary","81.3","16","13"
"Persistent absence rate","201617","Academic year","Gypsy Roma","ONS 18+1","Richmond upon Thames","Primary","60","5","3"
"Persistent absence rate","201617","Academic year","Any other White background","ONS 18+1","Richmond upon Thames","Primary","5.1","2267","115"
"Persistent absence rate","201617","Academic year","White and Black Caribbean","ONS 18+1","Richmond upon Thames","Primary","10.6","255","27"
"Persistent absence rate","201617","Academic year","White and Black African","ONS 18+1","Richmond upon Thames","Primary","6.5","169","11"
"Persistent absence rate","201617","Academic year","White and Asian","ONS 18+1","Richmond upon Thames","Primary","4.6","541","25"
"Persistent absence rate","201617","Academic year","Any other Mixed background","ONS 18+1","Richmond upon Thames","Primary","5.9","595","35"
"Persistent absence rate","201617","Academic year","Indian","ONS 18+1","Richmond upon Thames","Primary","5.3","434","23"
"Persistent absence rate","201617","Academic year","Pakistani","ONS 18+1","Richmond upon Thames","Primary","9.7","216","21"
"Persistent absence rate","201617","Academic year","Bangladeshi","ONS 18+1","Richmond upon Thames","Primary","9.6","73","7"
"Persistent absence rate","201617","Academic year","Any other Asian background","ONS 18+1","Richmond upon Thames","Primary","6.4","424","27"
"Persistent absence rate","201617","Academic year","Black Caribbean","ONS 18+1","Richmond upon Thames","Primary","11.3","62","7"
"Persistent absence rate","201617","Academic year","Black African","ONS 18+1","Richmond upon Thames","Primary","1.1","271","3"
"Persistent absence rate","201617","Academic year","Any other Black background","ONS 18+1","Richmond upon Thames","Primary","11.1","45","5"
"Persistent absence rate","201617","Academic year","All ethnic minorities","ONS 18+1","Richmond upon Thames","Primary","5.9","6001","353"
