"Title","Physical activity"
"Location","England"
"Time period","2015/16"
"Data source","Department for Digital, Culture, Media and Sport"
"Data source link","https://www.sportengland.org/research/active-lives-survey"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-10-10"
"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Age Bracket","NS SEC","Physical Activity Level","Value","Value_type","Denominator (weighted)","Numerator (weighted)","Upper CI","Lower CI","Number of Respondents (unweighted)"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","12.2","%","32346","3952","12.80%","11.70%","24414"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","12.2","%","21717","2648","12.90%","11.50%","17551"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","11","%","3525","387","12.90%","9.40%","2604"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","13.6","%","3257","443","15.80%","11.60%","1792"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","12.6","%","794","100","17.60%","8.90%","456"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","10.2","%","490","50","14.70%","7.00%","290"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","11.6","%","850","99","15.60%","8.50%","538"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","25-34","All","Fairly active","10.5","%","499","52","15.20%","7.10%","278"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","12.9","%","30049","3879","13.40%","12.40%","30799"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","12.7","%","20556","2601","13.30%","12.10%","22286"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","12.2","%","2882","351","13.90%","10.60%","2958"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","14.3","%","3297","472","16.30%","12.50%","2506"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","14.7","%","869","128","18.60%","11.50%","711"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","14.4","%","306","44","20.50%","9.90%","287"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","10.8","%","473","51","15.00%","7.70%","441"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","35-44","All","Fairly active","15.1","%","479","72","20.40%","11.00%","405"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","12.9","%","33018","4255","13.40%","12.40%","33400"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","12.5","%","26890","3371","13.10%","12.00%","27986"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","13.6","%","1477","201","16.00%","11.60%","1613"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","16.4","%","1741","285","20.00%","13.30%","1232"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","15.7","%","941","148","19.80%","12.30%","702"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","*","%","*","*","*","*","148"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","*","%","*","*","*","*","324"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","45-54","All","Fairly active","18.9","%","336","64","26.10%","13.30%","272"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","12.9","%","27010","3493","13.40%","12.50%","37130"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","12.9","%","23396","3010","13.40%","12.40%","33242"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","10.8","%","805","87","13.40%","8.60%","1122"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","14","%","1016","143","17.70%","11.00%","778"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","12.9","%","517","66","18.30%","8.90%","405"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","*","%","*","*","*","*","107"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","19.1","%","178","34","29.10%","11.90%","178"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","55-64","All","Fairly active","*","%","*","*","*","*","183"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","13.9","%","24263","3379","14.40%","13.50%","37073"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","13.8","%","22104","3046","14.20%","13.30%","34360"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","12.7","%","554","70","15.70%","10.10%","789"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","17.5","%","482","84","22.60%","13.30%","475"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","16.8","%","164","27","25.20%","10.80%","154"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","*","%","*","*","*","*","55"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","*","%","*","*","*","*","74"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","65-74","All","Fairly active","*","%","*","*","*","*","128"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","13.9","%","18917","2624","14.50%","13.30%","19306"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","14","%","16980","2373","14.60%","13.30%","17652"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","14.3","%","386","55","19.50%","10.30%","383"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","*","%","*","*","*","*","251"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","*","%","*","*","*","*","105"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","*","%","*","*","*","*","20"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","*","%","*","*","*","*","38"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","75+","All","Fairly active","*","%","*","*","*","*","50"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","12.2","%","68379","8322","12.40%","11.90%","95352"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","11.9","%","53826","6415","12.20%","11.60%","78896"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","11.6","%","4464","516","12.60%","10.60%","5773"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","14.4","%","4143","596","16.00%","12.90%","3866"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","15","%","1348","203","17.60%","12.70%","1366"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","14.1","%","574","81","17.90%","11.00%","591"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","10.6","%","1054","112","13.30%","8.40%","1046"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 1-2","Fairly active","14.4","%","674","97","18.10%","11.30%","696"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","13.8","%","46533","6444","14.30%","13.40%","45857"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","13.7","%","38078","5227","14.20%","13.30%","39668"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","12.3","%","2500","308","14.40%","10.50%","2078"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","15.4","%","2592","400","18.10%","13.10%","1484"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","16.9","%","954","162","21.60%","13.10%","572"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","*","%","*","*","*","*","185"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","11.6","%","549","63","16.00%","8.20%","381"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 3-5","Fairly active","12.5","%","337","42","18.30%","8.40%","249"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","12.5","%","28109","3518","13.20%","11.90%","18995"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","12.6","%","21832","2755","13.30%","11.90%","15792"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","11.6","%","1987","230","14.50%","9.10%","1085"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","12.3","%","1956","240","15.40%","9.70%","846"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","12.5","%","636","80","18.40%","8.40%","310"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","*","%","*","*","*","*","72"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","*","%","*","*","*","*","181"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 6-7","Fairly active","*","%","*","*","*","*","153"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","12.9","%","7465","966","14.40%","11.60%","4095"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","12.9","%","4574","588","14.70%","11.20%","2718"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","178"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","13.8","%","1312","181","17.80%","10.60%","570"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","169"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","33"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","86"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 8","Fairly active","*","%","*","*","*","*","114"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","9.8","%","25220","2466","10.50%","9.10%","13030"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","8.5","%","15798","1350","9.30%","7.80%","8708"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","9.2","%","1407","130","12.30%","6.80%","692"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","14.2","%","3323","471","16.90%","11.80%","1223"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","13.2","%","1192","157","17.70%","9.70%","474"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","*","%","*","*","*","*","160"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","10","%","934","93","15.10%","6.50%","346"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16-74","NS SEC 9","Fairly active","*","%","*","*","*","*","213"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","61.8","%","194622","120320","62.10%","61.50%","196635"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","62.9","%","151090","95001","63.20%","62.60%","163434"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","65.3","%","11058","7217","66.60%","63.90%","10189"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","54","%","13713","7409","55.50%","52.50%","8240"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","55.4","%","4621","2562","58.00%","52.90%","2996"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","56.3","%","1502","845","60.50%","51.90%","1061"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","71.3","%","3174","2263","73.90%","68.50%","2078"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","All","16+","All","Physically active","56.6","%","2195","1242","60.20%","52.90%","1475"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","64.2","%","94839","60868","64.60%","63.70%","86635"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","65.1","%","72836","47448","65.60%","64.60%","72217"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","66.8","%","5304","3543","68.80%","64.70%","4054"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","58.3","%","7611","4438","60.50%","56.10%","3945"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","58.9","%","2082","1226","62.80%","54.90%","1178"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","58.9","%","749","441","65.30%","52.10%","420"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","71.4","%","1508","1078","75.60%","66.90%","797"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Male","16+","All","Physically active","60.8","%","1020","621","66.30%","55.10%","629"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","59.7","%","99472","59340","60.10%","59.30%","109741"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","60.8","%","78120","47510","61.20%","60.40%","91093"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","63.9","%","5743","3671","65.60%","62.20%","6128"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","48.7","%","6082","2960","50.70%","46.60%","4284"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","52.7","%","2526","1331","56.00%","49.40%","1809"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","53.7","%","753","404","59.10%","48.20%","640"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","71.1","%","1663","1183","74.30%","67.70%","1280"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","England","Country","Female","16+","All","Physically active","52.8","%","619","619","57.40%","48.10%","843"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","60.2","%","16767","10097","61.10%","59.30%","22176"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","61.5","%","13895","8546","62.40%","60.60%","19152"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","55.8","%","672","375","60.40%","51.20%","821"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","55.2","%","1067","590","59.70%","50.70%","872"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","54.5","%","214","117","63.10%","45.60%","261"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","55.3","%","92","51","70.10%","39.50%","77"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","63.6","%","186","119","73.00%","53.10%","189"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East Midlands","Region","All","16+","All","Physically active","42.9","%","87","37","55.80%","30.80%","97"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","62","%","21559","13372","62.80%","61.20%","25806"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","62.1","%","17865","11092","62.90%","61.20%","21846"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","64.3","%","1176","756","67.50%","60.90%","1432"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","61.2","%","855","523","65.70%","56.60%","761"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","65.2","%","398","259","71.40%","58.40%","352"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","63.7","%","105","67","74.50%","51.30%","114"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","71.1","%","271","193","77.70%","63.50%","243"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","East","Region","All","16+","All","Physically active","59.2","%","174","103","70.00%","47.50%","148"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","62.3","%","30407","18940","63.20%","61.30%","19497"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","66.9","%","13469","9008","68.10%","65.60%","10250"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","66.1","%","4156","2748","68.50%","63.60%","2845"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","53.7","%","5382","2892","56.40%","51.00%","2363"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","54.1","%","2620","1417","57.70%","50.40%","1302"
"Percentage of people at each activity level","Chinese","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","55.2","%","692","383","62.20%","48.10%","346"
"Percentage of people at each activity level","Mixed","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","72.7","%","1215","883","77.40%","67.50%","524"
"Percentage of people at each activity level","Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","London","Region","All","16+","All","Physically active","59.2","%","954","565","64.70%","53.50%","488"
"Percentage of people at each activity level","All","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","60.1","%","9440","5677","61.50%","58.70%","8958"
"Percentage of people at each activity level","White British","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","60.7","%","8596","5222","62.20%","59.30%","8166"
"Percentage of people at each activity level","White Other","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","61.4","%","180","110","70.50%","51.50%","202"
"Percentage of people at each activity level","Asian","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","58.9","%","146","86","70.60%","46.00%","135"
"Percentage of people at each activity level","Black","Asian, Black, Chinese, Mixed, White British, White Other, Other","2016/17","Financial year","North East","Region","All","16+","All","Physically active","*","%","*","*","*","*","34"
